model,seed,k,completion_time_s
iid,33,2,0.023750000000000167
iid,33,4,0.022200000000000122
iid,33,8,0.021950000000000115
iid,34,1,0.04350000000000073
iid,34,2,0.022950000000000144
iid,34,4,0.022350000000000127
iid,34,8,0.021850000000000112
iid,35,1,0.025850000000000227
iid,35,2,0.024100000000000177
iid,35,4,0.02250000000000013
iid,35,8,0.021950000000000115
iid,36,1,0.024750000000000195
iid,36,2,0.022900000000000142
iid,36,4,0.022600000000000134
iid,36,8,0.02215000000000012
iid,37,1,0.04350000000000073
iid,37,2,0.04350000000000073
iid,37,4,0.034150000000000465
iid,37,8,0.023000000000000145
iid,38,1,0.02520000000000021
iid,38,2,0.024350000000000184
iid,38,4,0.02245000000000013
iid,38,8,0.021950000000000115
iid,39,1,0.02555000000000022
iid,39,2,0.03500000000000049
iid,39,4,0.02245000000000013
iid,39,8,0.022050000000000118
iid,40,1,0.0248500000000002
iid,40,2,0.023600000000000163
iid,40,4,0.02215000000000012
iid,40,8,0.021850000000000112
iid,41,1,0.02425000000000018
iid,41,2,0.02285000000000014
iid,41,4,0.022600000000000134
iid,41,8,0.021950000000000115
iid,42,1,0.0248500000000002
iid,42,2,0.02285000000000014
iid,42,4,0.022000000000000117
iid,42,8,0.021850000000000112
iid,43,1,0.04385000000000074
iid,43,2,0.023400000000000157
iid,43,4,0.02210000000000012
iid,43,8,0.021850000000000112
iid,44,1,0.04400000000000075
iid,44,2,0.02285000000000014
iid,44,4,0.022900000000000142
iid,44,8,0.022000000000000117
iid,45,1,0.025400000000000214
iid,45,2,0.024350000000000184
iid,45,4,0.023050000000000147
iid,45,8,0.022300000000000125
iid,46,1,0.024750000000000195
iid,46,2,0.022750000000000138
iid,46,4,0.02250000000000013
iid,46,8,0.021850000000000112
iid,47,1,0.02525000000000021
iid,47,2,0.023300000000000154
iid,47,4,0.02210000000000012
iid,47,8,0.021850000000000112
iid,48,1,0.0248500000000002
iid,48,2,0.022550000000000132
iid,48,4,0.022200000000000122
iid,48,8,0.02180000000000011
iid,49,1,0.04695000000000083
iid,49,2,0.02350000000000016
iid,49,4,0.02215000000000012
iid,49,8,0.022050000000000118
iid,50,1,0.046000000000000804
iid,50,2,0.023000000000000145
iid,50,4,0.022350000000000127
iid,50,8,0.02180000000000011
iid,51,1,0.024000000000000174
iid,51,2,0.02280000000000014
iid,51,4,0.022300000000000125
iid,51,8,0.021900000000000114
iid,52,1,0.024700000000000194
iid,52,2,0.02450000000000019
iid,52,4,0.022700000000000137
iid,52,8,0.021950000000000115
iid,53,1,0.0248500000000002
iid,53,2,0.02315000000000015
