model,seed,k,completion_time_s
hot_spot,9,4,0.053050000000001006
hot_spot,9,8,0.053050000000001006
hot_spot,10,1,0.10869999999999619
hot_spot,10,2,0.0786499999999995
hot_spot,10,4,0.07909999999999945
hot_spot,10,8,0.039450000000000617
hot_spot,11,1,0.10844999999999622
hot_spot,11,2,0.06610000000000088
hot_spot,11,4,0.04540000000000079
hot_spot,11,8,0.0424000000000007
hot_spot,12,1,0.13294999999999352
hot_spot,12,2,0.07914999999999944
hot_spot,12,4,0.058900000000001174
hot_spot,12,8,0.048850000000000886
hot_spot,13,1,0.13144999999999368
hot_spot,13,2,0.07934999999999942
hot_spot,13,4,0.05575000000000108
hot_spot,13,8,0.053700000000001025
hot_spot,14,1,0.13064999999999377
hot_spot,14,2,0.0795999999999994
hot_spot,14,4,0.06705000000000078
hot_spot,14,8,0.04260000000000071
hot_spot,15,1,0.13169999999999366
hot_spot,15,2,0.10004999999999714
hot_spot,15,4,0.050900000000000944
hot_spot,15,8,0.051950000000000975
hot_spot,16,1,0.10779999999999629
hot_spot,16,2,0.06700000000000078
hot_spot,16,4,0.055150000000001066
hot_spot,16,8,0.04020000000000064
hot_spot,17,1,0.110449999999996
hot_spot,17,2,0.11059999999999598
hot_spot,17,4,0.08119999999999922
hot_spot,17,8,0.05430000000000104
hot_spot,18,1,0.13294999999999352
hot_spot,18,2,0.09004999999999824
hot_spot,18,4,0.058200000000001154
hot_spot,18,8,0.04035000000000064
hot_spot,19,1,0.1331999999999935
hot_spot,19,2,0.06700000000000078
hot_spot,19,4,0.04450000000000076
hot_spot,19,8,0.04060000000000065
hot_spot,20,1,0.13239999999999358
hot_spot,20,2,0.08444999999999886
hot_spot,20,4,0.054100000000001036
hot_spot,20,8,0.031350000000000385
hot_spot,21,1,0.13344999999999346
hot_spot,21,2,0.09264999999999796
hot_spot,21,4,0.06370000000000114
hot_spot,21,8,0.04200000000000069
hot_spot,22,1,0.15434999999999116
hot_spot,22,2,0.13189999999999363
hot_spot,22,4,0.08709999999999857
hot_spot,22,8,0.044650000000000765
hot_spot,23,1,0.13264999999999355
hot_spot,23,2,0.08519999999999878
hot_spot,23,4,0.056500000000001105
hot_spot,23,8,0.04125000000000067
hot_spot,24,1,0.1094999999999961
hot_spot,24,2,0.08844999999999842
hot_spot,24,4,0.05905000000000118
hot_spot,24,8,0.03470000000000048
hot_spot,25,1,0.10734999999999634
hot_spot,25,2,0.05495000000000106
hot_spot,25,4,0.05360000000000102
hot_spot,25,8,0.03460000000000048
hot_spot,26,1,0.1076999999999963
hot_spot,26,2,0.07989999999999936
hot_spot,26,4,0.04470000000000077
hot_spot,26,8,0.04375000000000074
hot_spot,27,1,0.17344999999998906
hot_spot,27,2,0.08634999999999865
hot_spot,27,4,0.046750000000000826
hot_spot,27,8,0.04295000000000072
hot_spot,28,1,0.10614999999999647
hot_spot,28,2,0.08424999999999888
hot_spot,28,4,0.06025000000000121
hot_spot,28,8,0.041850000000000685
hot_spot,29,1,0.16784999999998967
hot_spot,29,2,0.08344999999999897
hot_spot,29,4,0.06020000000000121
hot_spot,29,8,0.05315000000000101
hot_spot,30,1,0.13349999999999346
hot_spot,30,2,0.08484999999999882
hot_spot,30,4,0.07764999999999961
hot_spot,30,8,0.03995000000000063
hot_spot,31,1,0.1303499999999938
hot_spot,31,2,0.07739999999999964
hot_spot,31,4,0.062100000000001265
hot_spot,31,8,0.041850000000000685
hot_spot,32,1,0.13284999999999353
hot_spot,32,2,0.09239999999999798
hot_spot,32,4,0.04610000000000081
hot_spot,32,8,0.04000000000000063
hot_spot,33,1,0.13149999999999368
hot_spot,33,2,0.1112999999999959
hot_spot,33,4,0.05530000000000107
hot_spot,33,8,0.043900000000000744
hot_spot,34,1,0.13339999999999347
hot_spot,34,2,0.0677000000000007
hot_spot,34,4,0.06165000000000125
hot_spot,34,8,0.04015000000000064
hot_spot,35,1,0.15289999999999132
hot_spot,35,2,0.09154999999999808
hot_spot,35,4,0.06250000000000128
hot_spot,35,8,0.03985000000000063
hot_spot,36,1,0.13469999999999333
hot_spot,36,2,0.07929999999999943
hot_spot,36,4,0.0804499999999993
hot_spot,36,8,0.04420000000000075
hot_spot,37,1,0.10924999999999613
hot_spot,37,2,0.11744999999999522
hot_spot,37,4,0.11774999999999519
hot_spot,37,8,0.0794999999999994
hot_spot,38,1,0.13169999999999366
hot_spot,38,2,0.10789999999999628
hot_spot,38,4,0.05395000000000103
hot_spot,38,8,0.04105000000000066
hot_spot,39,1,0.1522999999999914
hot_spot,39,2,0.1348999999999933
hot_spot,39,4,0.06845000000000062
hot_spot,39,8,0.042900000000000715
hot_spot,40,1,0.13234999999999358
hot_spot,40,2,0.10529999999999656
hot_spot,40,4,0.05145000000000096
hot_spot,40,8,0.0389000000000006
hot_spot,41,1,0.13164999999999366
hot_spot,41,2,0.0840999999999989
hot_spot,41,4,0.07974999999999938
hot_spot,41,8,0.04130000000000067
hot_spot,42,1,0.13354999999999345
hot_spot,42,2,0.06790000000000068
hot_spot,42,4,0.03980000000000063
hot_spot,42,8,0.04050000000000065
hot_spot,43,1,0.13284999999999353
hot_spot,43,2,0.08579999999999871
hot_spot,43,4,0.05360000000000102
hot_spot,43,8,0.034500000000000475
hot_spot,44,1,0.13144999999999368
hot_spot,44,2,0.06675000000000081
hot_spot,44,4,0.08109999999999923
hot_spot,44,8,0.04755000000000085
hot_spot,45,1,0.13104999999999373
hot_spot,45,2,0.11064999999999597
hot_spot,45,4,0.08114999999999922
hot_spot,45,8,0.05600000000000109
hot_spot,46,1,0.1320999999999936
hot_spot,46,2,0.06605000000000089
hot_spot,46,4,0.06515000000000098
hot_spot,46,8,0.03845000000000059
hot_spot,47,1,0.13159999999999367
hot_spot,47,2,0.08849999999999841
hot_spot,47,4,0.04615000000000081
hot_spot,47,8,0.040050000000000634
hot_spot,48,1,0.1311999999999937
hot_spot,48,2,0.06525000000000097
hot_spot,48,4,0.05325000000000101
hot_spot,48,8,0.034500000000000475
hot_spot,49,1,0.17784999999998857
hot_spot,49,2,0.0876499999999985
hot_spot,49,4,0.059250000000001184
hot_spot,49,8,0.05035000000000093
hot_spot,50,1,0.1703999999999894
hot_spot,50,2,0.0850499999999988
hot_spot,50,4,0.06180000000000126
hot_spot,50,8,0.039400000000000615
hot_spot,51,1,0.10779999999999629
hot_spot,51,2,0.06535000000000096
hot_spot,51,4,0.05745000000000113
hot_spot,51,8,0.04200000000000069
hot_spot,52,1,0.1312999999999937
hot_spot,52,2,0.11904999999999505
hot_spot,52,4,0.057900000000001145
hot_spot,52,8,0.04165000000000068
hot_spot,53,1,0.13354999999999345
hot_spot,53,2,0.08569999999999872
hot_spot,53,4,0.06360000000000116
hot_spot,53,8,0.044300000000000755
hot_spot,54,1,0.1321999999999936
hot_spot,54,2,0.07429999999999998
hot_spot,54,4,0.06575000000000092
hot_spot,54,8,0.04475000000000077
hot_spot,55,1,0.13364999999999344
hot_spot,55,2,0.0876999999999985
hot_spot,55,4,0.06640000000000085
hot_spot,55,8,0.054450000000001046
hot_spot,56,1,0.13019999999999382
hot_spot,56,2,0.11354999999999565
hot_spot,56,4,0.06490000000000101
hot_spot,56,8,0.04085000000000066
hot_spot,57,1,0.10799999999999627
hot_spot,57,2,0.08809999999999846
hot_spot,57,4,0.050200000000000924
hot_spot,57,8,0.03330000000000044
hot_spot,58,1,0.13334999999999347
hot_spot,58,2,0.06690000000000079
hot_spot,58,4,0.04480000000000077
hot_spot,58,8,0.041150000000000665
hot_spot,59,1,0.13289999999999352
hot_spot,59,2,0.07789999999999958
hot_spot,59,4,0.05740000000000113
hot_spot,59,8,0.05740000000000113
hot_spot,60,1,0.1339499999999934
hot_spot,60,2,0.07869999999999949
hot_spot,60,4,0.07729999999999965
hot_spot,60,8,0.050950000000000946
hot_spot,61,1,0.10804999999999626
hot_spot,61,2,0.06710000000000077
hot_spot,61,4,0.059000000000001177
hot_spot,61,8,0.039450000000000617
hot_spot,62,1,0.1076499999999963
hot_spot,62,2,0.08414999999999889
hot_spot,62,4,0.04545000000000079
hot_spot,62,8,0.04615000000000081
hot_spot,63,1,0.12934999999999391
hot_spot,63,2,0.06660000000000083
hot_spot,63,4,0.04700000000000083
hot_spot,63,8,0.032050000000000405
hot_spot,64,1,0.10849999999999621
hot_spot,64,2,0.08269999999999905
hot_spot,64,4,0.05565000000000108
hot_spot,64,8,0.05570000000000108
hot_spot,65,1,0.13629999999999315
hot_spot,65,2,0.06895000000000057
hot_spot,65,4,0.05845000000000116
hot_spot,65,8,0.04905000000000089
hot_spot,66,1,0.15329999999999128
hot_spot,66,2,0.0776999999999996
hot_spot,66,4,0.04860000000000088
hot_spot,66,8,0.038750000000000596
hot_spot,67,1,0.13254999999999356
hot_spot,67,2,0.08874999999999839
hot_spot,67,4,0.06755000000000072
hot_spot,67,8,0.05365000000000102
hot_spot,68,1,0.13364999999999344
hot_spot,68,2,0.11544999999999545
hot_spot,68,4,0.057950000000001146
hot_spot,68,8,0.057950000000001146
hot_spot,69,1,0.13434999999999336
hot_spot,69,2,0.06690000000000079
hot_spot,69,4,0.06120000000000124
hot_spot,69,8,0.04165000000000068
hot_spot,70,1,0.1512499999999915
hot_spot,70,2,0.07574999999999982
hot_spot,70,4,0.04365000000000074
hot_spot,70,8,0.02985000000000034
hot_spot,71,1,0.1675499999999897
hot_spot,71,2,0.08819999999999845
hot_spot,71,4,0.05765000000000114
hot_spot,71,8,0.05765000000000114
hot_spot,72,1,0.13359999999999345
hot_spot,72,2,0.08924999999999833
hot_spot,72,4,0.05905000000000118
hot_spot,72,8,0.0424500000000007
hot_spot,73,1,0.13259999999999356
hot_spot,73,2,0.09234999999999799
hot_spot,73,4,0.052750000000001
hot_spot,73,8,0.0389500000000006
hot_spot,74,1,0.11019999999999602
hot_spot,74,2,0.07739999999999964
hot_spot,74,4,0.042550000000000705
hot_spot,74,8,0.04135000000000067
hot_spot,75,1,0.13234999999999358
hot_spot,75,2,0.07759999999999961
hot_spot,75,4,0.06055000000000122
hot_spot,75,8,0.032050000000000405
hot_spot,76,1,0.10884999999999617
hot_spot,76,2,0.08654999999999863
hot_spot,76,4,0.052800000000001
hot_spot,76,8,0.03215000000000041
hot_spot,77,1,0.15204999999999141
hot_spot,77,2,0.07719999999999966
hot_spot,77,4,0.059950000000001204
hot_spot,77,8,0.04700000000000083
hot_spot,78,1,0.1312999999999937
hot_spot,78,2,0.08519999999999878
hot_spot,78,4,0.06530000000000097
hot_spot,78,8,0.03950000000000062
hot_spot,79,1,0.10874999999999618
hot_spot,79,2,0.07784999999999959
hot_spot,79,4,0.07874999999999949
hot_spot,79,8,0.03980000000000063
hot_spot,80,1,0.10929999999999612
hot_spot,80,2,0.05505000000000106
hot_spot,80,4,0.05610000000000109
hot_spot,80,8,0.04120000000000067
hot_spot,81,1,0.13264999999999355
hot_spot,81,2,0.08324999999999899
hot_spot,81,4,0.056850000000001115
hot_spot,81,8,0.05530000000000107
hot_spot,82,1,0.13259999999999356
hot_spot,82,2,0.0931999999999979
hot_spot,82,4,0.056800000000001113
hot_spot,82,8,0.043600000000000735
hot_spot,83,1,0.10889999999999617
hot_spot,83,2,0.07854999999999951
hot_spot,83,4,0.05505000000000106
hot_spot,83,8,0.041450000000000674
hot_spot,84,1,0.1730499999999891
hot_spot,84,2,0.13559999999999323
hot_spot,84,4,0.07439999999999997
hot_spot,84,8,0.052650000000000995
hot_spot,85,1,0.13149999999999368
hot_spot,85,2,0.07839999999999953
hot_spot,85,4,0.058900000000001174
hot_spot,85,8,0.04130000000000067
hot_spot,86,1,0.1567999999999909
hot_spot,86,2,0.11659999999999532
hot_spot,86,4,0.08249999999999907
hot_spot,86,8,0.054450000000001046
hot_spot,87,1,0.10789999999999628
hot_spot,87,2,0.08354999999999896
hot_spot,87,4,0.06785000000000069
hot_spot,87,8,0.05530000000000107
hot_spot,88,1,0.13019999999999382
hot_spot,88,2,0.06700000000000078
hot_spot,88,4,0.05775000000000114
hot_spot,88,8,0.04000000000000063
hot_spot,89,1,0.13069999999999377
hot_spot,89,2,0.11754999999999521
hot_spot,89,4,0.07689999999999969
hot_spot,89,8,0.059250000000001184
hot_spot,90,1,0.1339499999999934
hot_spot,90,2,0.06725000000000075
hot_spot,90,4,0.043900000000000744
hot_spot,90,8,0.0388500000000006
hot_spot,91,1,0.1350499999999933
hot_spot,91,2,0.08464999999999884
hot_spot,91,4,0.05455000000000105
hot_spot,91,8,0.0319500000000004
hot_spot,92,1,0.13259999999999356
hot_spot,92,2,0.07714999999999966
hot_spot,92,4,0.0695500000000005
hot_spot,92,8,0.04820000000000087
hot_spot,93,1,0.13379999999999342
hot_spot,93,2,0.13379999999999342
hot_spot,93,4,0.07904999999999945
hot_spot,93,8,0.045000000000000775
hot_spot,94,1,0.1313999999999937
hot_spot,94,2,0.1313999999999937
hot_spot,94,4,0.092199999999998
hot_spot,94,8,0.06805000000000067
hot_spot,95,1,0.13164999999999366
hot_spot,95,2,0.08364999999999895
hot_spot,95,4,0.05915000000000118
hot_spot,95,8,0.05530000000000107
hot_spot,96,1,0.1085499999999962
hot_spot,96,2,0.0858499999999987
hot_spot,96,4,0.06110000000000124
hot_spot,96,8,0.0494000000000009
hot_spot,97,1,0.1503999999999916
hot_spot,97,2,0.10804999999999626
hot_spot,97,4,0.08084999999999926
hot_spot,97,8,0.042900000000000715
hot_spot,98,1,0.13164999999999366
hot_spot,98,2,0.1149499999999955
hot_spot,98,4,0.05745000000000113
hot_spot,98,8,0.042150000000000694
hot_spot,99,1,0.1548499999999911
hot_spot,99,2,0.08984999999999826
hot_spot,99,4,0.06090000000000123
hot_spot,99,8,0.04050000000000065
microburst,0,1,0.022350000000000127
microburst,0,2,0.02215000000000012
microburst,0,4,0.021600000000000105
microburst,0,8,0.021600000000000105
microburst,1,1,0.02245000000000013
microburst,1,2,0.02210000000000012
microburst,1,4,0.021600000000000105
microburst,1,8,0.021600000000000105
microburst,2,1,0.02245000000000013
microburst,2,2,0.022050000000000118
microburst,2,4,0.021650000000000107
microburst,2,8,0.021600000000000105
microburst,3,1,0.04310000000000072
microburst,3,2,0.021700000000000108
microburst,3,4,0.021650000000000107
microburst,3,8,0.021600000000000105
microburst,4,1,0.02245000000000013
microburst,4,2,0.021650000000000107
microburst,4,4,0.021700000000000108
microburst,4,8,0.021600000000000105
microburst,5,1,0.02245000000000013
microburst,5,2,0.02215000000000012
microburst,5,4,0.021650000000000107
microburst,5,8,0.021650000000000107
microburst,6,1,0.02245000000000013
microburst,6,2,0.02210000000000012
microburst,6,4,0.021600000000000105
microburst,6,8,0.021600000000000105
microburst,7,1,0.022550000000000132
microburst,7,2,0.02215000000000012
microburst,7,4,0.021600000000000105
microburst,7,8,0.021600000000000105
microburst,8,1,0.04420000000000075
microburst,8,2,0.022350000000000127
microburst,8,4,0.021700000000000108
microburst,8,8,0.021600000000000105
microburst,9,1,0.02245000000000013
microburst,9,2,0.022300000000000125
microburst,9,4,0.021650000000000107
microburst,9,8,0.021600000000000105
microburst,10,1,0.022350000000000127
microburst,10,2,0.022050000000000118
microburst,10,4,0.022050000000000118
microburst,10,8,0.021550000000000104
microburst,11,1,0.022400000000000128
microburst,11,2,0.021650000000000107
microburst,11,4,0.021600000000000105
microburst,11,8,0.021600000000000105
microburst,12,1,0.02250000000000013
microburst,12,2,0.022050000000000118
microburst,12,4,0.021600000000000105
microburst,12,8,0.021550000000000104
microburst,13,1,0.022350000000000127
microburst,13,2,0.02215000000000012
microburst,13,4,0.021600000000000105
microburst,13,8,0.021600000000000105
microburst,14,1,0.022400000000000128
microburst,14,2,0.02215000000000012
microburst,14,4,0.021650000000000107
microburst,14,8,0.021600000000000105
microburst,15,1,0.02250000000000013
microburst,15,2,0.022200000000000122
microburst,15,4,0.021650000000000107
microburst,15,8,0.021600000000000105
microburst,16,1,0.022400000000000128
microburst,16,2,0.021650000000000107
microburst,16,4,0.021650000000000107
microburst,16,8,0.021600000000000105
microburst,17,1,0.02250000000000013
microburst,17,2,0.022600000000000134
microburst,17,4,0.02175000000000011
microburst,17,8,0.021650000000000107
microburst,18,1,0.022700000000000137
microburst,18,2,0.03225000000000041
microburst,18,4,0.026900000000000257
microburst,18,8,0.021600000000000105
microburst,19,1,0.022350000000000127
microburst,19,2,0.021650000000000107
microburst,19,4,0.021650000000000107
microburst,19,8,0.021600000000000105
microburst,20,1,0.022600000000000134
microburst,20,2,0.022200000000000122
microburst,20,4,0.021700000000000108
microburst,20,8,0.021600000000000105
microburst,21,1,0.02250000000000013
microburst,21,2,0.02215000000000012
microburst,21,4,0.021650000000000107
microburst,21,8,0.021650000000000107
microburst,22,1,0.022750000000000138
microburst,22,2,0.022550000000000132
microburst,22,4,0.021650000000000107
microburst,22,8,0.021550000000000104
microburst,23,1,0.022600000000000134
microburst,23,2,0.022050000000000118
microburst,23,4,0.021600000000000105
microburst,23,8,0.021600000000000105
microburst,24,1,0.04295000000000072
microburst,24,2,0.02215000000000012
microburst,24,4,0.021650000000000107
microburst,24,8,0.021600000000000105
microburst,25,1,0.022550000000000132
microburst,25,2,0.021650000000000107
microburst,25,4,0.021600000000000105
microburst,25,8,0.021600000000000105
microburst,26,1,0.02250000000000013
microburst,26,2,0.022050000000000118
microburst,26,4,0.021650000000000107
microburst,26,8,0.021650000000000107
microburst,27,1,0.04445000000000076
microburst,27,2,0.03230000000000041
microburst,27,4,0.021600000000000105
microburst,27,8,0.021650000000000107
microburst,28,1,0.02250000000000013
microburst,28,2,0.022300000000000125
microburst,28,4,0.021700000000000108
microburst,28,8,0.021600000000000105
microburst,29,1,0.04420000000000075
microburst,29,2,0.02210000000000012
microburst,29,4,0.021650000000000107
microburst,29,8,0.021650000000000107
microburst,30,1,0.02250000000000013
microburst,30,2,0.02215000000000012
microburst,30,4,0.021600000000000105
microburst,30,8,0.021550000000000104
microburst,31,1,0.02250000000000013
microburst,31,2,0.021700000000000108
microburst,31,4,0.021700000000000108
microburst,31,8,0.021650000000000107
microburst,32,1,0.022400000000000128
microburst,32,2,0.022250000000000124
microburst,32,4,0.021600000000000105
microburst,32,8,0.021600000000000105
microburst,33,1,0.02245000000000013
microburst,33,2,0.022300000000000125
microburst,33,4,0.021650000000000107
microburst,33,8,0.021650000000000107
microburst,34,1,0.04295000000000072
microburst,34,2,0.021700000000000108
microburst,34,4,0.021600000000000105
microburst,34,8,0.021550000000000104
microburst,35,1,0.022650000000000135
microburst,35,2,0.022350000000000127
microburst,35,4,0.021700000000000108
microburst,35,8,0.021600000000000105
microburst,36,1,0.02250000000000013
microburst,36,2,0.02215000000000012
microburst,36,4,0.021650000000000107
microburst,36,8,0.021600000000000105
microburst,37,1,0.04295000000000072
microburst,37,2,0.04300000000000072
microburst,37,4,0.033100000000000435
microburst,37,8,0.022050000000000118
microburst,38,1,0.02250000000000013
microburst,38,2,0.022400000000000128
microburst,38,4,0.021600000000000105
microburst,38,8,0.021600000000000105
microburst,39,1,0.02250000000000013
microburst,39,2,0.033150000000000436
microburst,39,4,0.021600000000000105
microburst,39,8,0.021600000000000105
microburst,40,1,0.02250000000000013
microburst,40,2,0.022350000000000127
microburst,40,4,0.021600000000000105
microburst,40,8,0.021550000000000104
microburst,41,1,0.02250000000000013
microburst,41,2,0.02210000000000012
microburst,41,4,0.02210000000000012
microburst,41,8,0.021600000000000105
microburst,42,1,0.022600000000000134
microburst,42,2,0.021650000000000107
microburst,42,4,0.021600000000000105
microburst,42,8,0.021550000000000104
microburst,43,1,0.04295000000000072
microburst,43,2,0.02215000000000012
microburst,43,4,0.021600000000000105
microburst,43,8,0.021600000000000105
microburst,44,1,0.04305000000000072
microburst,44,2,0.021600000000000105
microburst,44,4,0.021650000000000107
microburst,44,8,0.021600000000000105
microburst,45,1,0.022600000000000134
microburst,45,2,0.022400000000000128
microburst,45,4,0.021650000000000107
microburst,45,8,0.021600000000000105
microburst,46,1,0.022650000000000135
microburst,46,2,0.021650000000000107
microburst,46,4,0.021600000000000105
microburst,46,8,0.021600000000000105
microburst,47,1,0.02245000000000013
microburst,47,2,0.02215000000000012
microburst,47,4,0.021600000000000105
microburst,47,8,0.021550000000000104
microburst,48,1,0.022600000000000134
microburst,48,2,0.021700000000000108
microburst,48,4,0.021600000000000105
microburst,48,8,0.021600000000000105
microburst,49,1,0.04435000000000076
microburst,49,2,0.022200000000000122
microburst,49,4,0.021600000000000105
microburst,49,8,0.021600000000000105
microburst,50,1,0.04410000000000075
microburst,50,2,0.022050000000000118
microburst,50,4,0.021700000000000108
microburst,50,8,0.021600000000000105
microburst,51,1,0.022300000000000125
microburst,51,2,0.021650000000000107
microburst,51,4,0.021650000000000107
microburst,51,8,0.021600000000000105
microburst,52,1,0.02250000000000013
microburst,52,2,0.022300000000000125
microburst,52,4,0.021600000000000105
microburst,52,8,0.021600000000000105
microburst,53,1,0.02245000000000013
microburst,53,2,0.02210000000000012
microburst,53,4,0.021600000000000105
microburst,53,8,0.021600000000000105
microburst,54,1,0.022400000000000128
microburst,54,2,0.021600000000000105
microburst,54,4,0.021600000000000105
microburst,54,8,0.021600000000000105
microburst,55,1,0.02250000000000013
microburst,55,2,0.022050000000000118
microburst,55,4,0.021700000000000108
microburst,55,8,0.021600000000000105
microburst,56,1,0.022350000000000127
microburst,56,2,0.022300000000000125
microburst,56,4,0.021600000000000105
microburst,56,8,0.021650000000000107
microburst,57,1,0.022400000000000128
microburst,57,2,0.022200000000000122
microburst,57,4,0.021650000000000107
microburst,57,8,0.021600000000000105
microburst,58,1,0.02250000000000013
microburst,58,2,0.021600000000000105
microburst,58,4,0.021650000000000107
microburst,58,8,0.021600000000000105
microburst,59,1,0.04295000000000072
microburst,59,2,0.022250000000000124
microburst,59,4,0.021600000000000105
microburst,59,8,0.021600000000000105
microburst,60,1,0.022600000000000134
microburst,60,2,0.02210000000000012
microburst,60,4,0.02175000000000011
microburst,60,8,0.021650000000000107
microburst,61,1,0.022350000000000127
microburst,61,2,0.021600000000000105
microburst,61,4,0.021600000000000105
microburst,61,8,0.021600000000000105
microburst,62,1,0.022350000000000127
microburst,62,2,0.022050000000000118
microburst,62,4,0.021600000000000105
microburst,62,8,0.021550000000000104
microburst,63,1,0.022600000000000134
microburst,63,2,0.02175000000000011
microburst,63,4,0.021600000000000105
microburst,63,8,0.021600000000000105
microburst,64,1,0.022400000000000128
microburst,64,2,0.02215000000000012
microburst,64,4,0.021550000000000104
microburst,64,8,0.021550000000000104
microburst,65,1,0.02245000000000013
microburst,65,2,0.03230000000000041
microburst,65,4,0.021600000000000105
microburst,65,8,0.021600000000000105
microburst,66,1,0.04300000000000072
microburst,66,2,0.022000000000000117
microburst,66,4,0.021600000000000105
microburst,66,8,0.021600000000000105
microburst,67,1,0.022550000000000132
microburst,67,2,0.02215000000000012
microburst,67,4,0.021600000000000105
microburst,67,8,0.021550000000000104
microburst,68,1,0.022350000000000127
microburst,68,2,0.022250000000000124
microburst,68,4,0.021600000000000105
microburst,68,8,0.021600000000000105
microburst,69,1,0.022400000000000128
microburst,69,2,0.021650000000000107
microburst,69,4,0.021600000000000105
microburst,69,8,0.021600000000000105
microburst,70,1,0.02250000000000013
microburst,70,2,0.021650000000000107
microburst,70,4,0.021650000000000107
microburst,70,8,0.021550000000000104
microburst,71,1,0.044300000000000755
microburst,71,2,0.022250000000000124
microburst,71,4,0.021650000000000107
microburst,71,8,0.021600000000000105
microburst,72,1,0.02245000000000013
microburst,72,2,0.02215000000000012
microburst,72,4,0.021600000000000105
microburst,72,8,0.021600000000000105
microburst,73,1,0.022600000000000134
microburst,73,2,0.022250000000000124
microburst,73,4,0.021650000000000107
microburst,73,8,0.021600000000000105
microburst,74,1,0.04305000000000072
microburst,74,2,0.02215000000000012
microburst,74,4,0.021600000000000105
microburst,74,8,0.021600000000000105
microburst,75,1,0.04305000000000072
microburst,75,2,0.022050000000000118
microburst,75,4,0.021600000000000105
microburst,75,8,0.021550000000000104
microburst,76,1,0.022400000000000128
microburst,76,2,0.022250000000000124
microburst,76,4,0.021600000000000105
microburst,76,8,0.021600000000000105
microburst,77,1,0.022650000000000135
microburst,77,2,0.021600000000000105
microburst,77,4,0.021600000000000105
microburst,77,8,0.021600000000000105
microburst,78,1,0.04295000000000072
microburst,78,2,0.022050000000000118
microburst,78,4,0.021600000000000105
microburst,78,8,0.021600000000000105
microburst,79,1,0.02250000000000013
microburst,79,2,0.02215000000000012
microburst,79,4,0.022200000000000122
microburst,79,8,0.021550000000000104
microburst,80,1,0.04300000000000072
microburst,80,2,0.021600000000000105
microburst,80,4,0.021650000000000107
microburst,80,8,0.021600000000000105
microburst,81,1,0.022600000000000134
microburst,81,2,0.02215000000000012
microburst,81,4,0.021600000000000105
microburst,81,8,0.021600000000000105
microburst,82,1,0.022550000000000132
microburst,82,2,0.02215000000000012
microburst,82,4,0.021600000000000105
microburst,82,8,0.021550000000000104
microburst,83,1,0.04310000000000072
microburst,83,2,0.02215000000000012
microburst,83,4,0.021650000000000107
microburst,83,8,0.021600000000000105
microburst,84,1,0.04420000000000075
microburst,84,2,0.03320000000000044
microburst,84,4,0.021650000000000107
microburst,84,8,0.021600000000000105
microburst,85,1,0.022600000000000134
microburst,85,2,0.022050000000000118
microburst,85,4,0.021600000000000105
microburst,85,8,0.021600000000000105
microburst,86,1,0.022550000000000132
microburst,86,2,0.022400000000000128
microburst,86,4,0.021600000000000105
microburst,86,8,0.021600000000000105
microburst,87,1,0.022400000000000128
microburst,87,2,0.022050000000000118
microburst,87,4,0.021650000000000107
microburst,87,8,0.021650000000000107
microburst,88,1,0.022700000000000137
microburst,88,2,0.021700000000000108
microburst,88,4,0.021650000000000107
microburst,88,8,0.021600000000000105
microburst,89,1,0.022400000000000128
microburst,89,2,0.022250000000000124
microburst,89,4,0.021650000000000107
microburst,89,8,0.021600000000000105
microburst,90,1,0.022700000000000137
microburst,90,2,0.021700000000000108
microburst,90,4,0.021600000000000105
microburst,90,8,0.021600000000000105
microburst,91,1,0.022600000000000134
microburst,91,2,0.022250000000000124
microburst,91,4,0.021600000000000105
microburst,91,8,0.021600000000000105
microburst,92,1,0.02245000000000013
microburst,92,2,0.022050000000000118
microburst,92,4,0.021600000000000105
microburst,92,8,0.021600000000000105
microburst,93,1,0.022700000000000137
microburst,93,2,0.02245000000000013
microburst,93,4,0.022050000000000118
microburst,93,8,0.021600000000000105
microburst,94,1,0.02250000000000013
microburst,94,2,0.022400000000000128
microburst,94,4,0.022250000000000124
microburst,94,8,0.021600000000000105
microburst,95,1,0.02245000000000013
microburst,95,2,0.022050000000000118
microburst,95,4,0.021600000000000105
microburst,95,8,0.021600000000000105
microburst,96,1,0.04315000000000072
microburst,96,2,0.03235000000000041
microburst,96,4,0.021600000000000105
microburst,96,8,0.021600000000000105
microburst,97,1,0.022550000000000132
microburst,97,2,0.022250000000000124
microburst,97,4,0.021650000000000107
microburst,97,8,0.021600000000000105
microburst,98,1,0.022550000000000132
microburst,98,2,0.022400000000000128
microburst,98,4,0.021600000000000105
microburst,98,8,0.021600000000000105
microburst,99,1,0.04310000000000072
microburst,99,2,0.03235000000000041
microburst,99,4,0.021650000000000107
microburst,99,8,0.021600000000000105
