ring_size,k,arrival_rate_fps,n_seeds,pct_change_mean,pct_change_ci_low,pct_change_ci_high,pct_change_max,p99_pct_change_mean,p99_ci_low,p99_ci_high
16,1,200,1000,1.4199960483735867,1.1941446590926494,1.651509695838283,25.18518518518551,3.5214285714284284,3.007384259259139,4.019599867724713
16,1,500,1000,3.459219664931172,3.116717549707632,3.8198793104648465,29.629629629630006,7.557328042327789,6.894341931216664,8.244490740740497
16,1,1000,1000,6.650629189222265,6.235547056244969,7.088607558397682,32.59259259259299,13.46150793650758,12.692218253967939,14.213056878306482
16,4,200,1000,0.6592592592592675,0.5653055555555627,0.7542098765432192,8.641975308642081,1.1759259259258956,1.02405092592588,1.32592592592589
16,4,500,1000,1.4980246913580435,1.3673981481481658,1.6348209876543411,10.987654320987783,2.4481481481480896,2.2527777777777223,2.6472453703703307
16,4,1000,1000,2.7746913580247266,2.621722222222256,2.9270370370370737,10.864197530864338,4.261111111111029,4.054606481481392,4.463009259259174
