case_id,source_pair_id,arm_id,sample_id,allocator,window_s,window_ticks,completion_time_s,completion_time_hex,simulated_ticks,config_sha256,topology_sha256,ring_sha256,route_sha256,delivered_vector_sha256,redistribution_boundary_count,redistribution_live_group_count,idle_qp_boundary_observation_count,reactivation_count,stale_reactivation_count,stale_positive_weight_count,positive_weight_without_measurement_count,raw_negative_rate_count,raw_nonfinite_rate_count,zero_rate_live_group_count,nonfinite_used_weight_count,stale_shadow_mismatch_count,max_used_rate_age_ticks,reactivated_bytes_B,maximum_idle_assignment_fraction,maximum_shadow_weight_abs_difference,maximum_stale_shadow_weight_abs_difference,maximum_reactivation_next_rate_relative_error,maximum_inflight_conservation_error_B,maximum_redistribution_sum_error_B,minimum_remaining_bytes_B,final_conservation_max_error_B,final_remaining_max_B,maximum_final_qp_finish_spread_ticks
a069_proportional_3tier_os4_p64_k2__s055__w1000us,a069_proportional_3tier_os4_p64_k2__s055,proportional_3tier_os4_p64_k2,55,network_maxmin,0.001,20,0.021500000000000102,3f9604189374bc88,430,6324f4e6b50e8737673d2c05b487915949be30adcb430451e63819de9c126c3c,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,44998b2c27ff78c426c9e4bd37f97fab44430d369356ed162bf06fd55a3caf5d,098beb7de4b3bb34f35984aeb0755a2ee406fbfbb9600b5021e7326e490878f0,6650bcef27ff6d7609253f0252b7b02a686c95b159e3120f29b44b98a55ed9a3,22,807,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.450580596923828e-09,0.0,0.0,7.450580596923828e-09,0.0,0
a069_proportional_3tier_os4_p64_k2__s055__w2000us,a069_proportional_3tier_os4_p64_k2__s055,proportional_3tier_os4_p64_k2,55,link_local_equal_share,0.002,40,0.021500000000000102,3f9604189374bc88,430,edc90baada8fc44640aefa06706bfdb252346baa9be19fbf700b205f65f94c9e,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,44998b2c27ff78c426c9e4bd37f97fab44430d369356ed162bf06fd55a3caf5d,098beb7de4b3bb34f35984aeb0755a2ee406fbfbb9600b5021e7326e490878f0,6650bcef27ff6d7609253f0252b7b02a686c95b159e3120f29b44b98a55ed9a3,11,431,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.450580596923828e-09,1.862645149230957e-09,0.0,7.450580596923828e-09,0.0,0
a069_proportional_3tier_os4_p64_k2__s055__w2000us,a069_proportional_3tier_os4_p64_k2__s055,proportional_3tier_os4_p64_k2,55,network_maxmin,0.002,40,0.021500000000000102,3f9604189374bc88,430,edc90baada8fc44640aefa06706bfdb252346baa9be19fbf700b205f65f94c9e,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,44998b2c27ff78c426c9e4bd37f97fab44430d369356ed162bf06fd55a3caf5d,098beb7de4b3bb34f35984aeb0755a2ee406fbfbb9600b5021e7326e490878f0,6650bcef27ff6d7609253f0252b7b02a686c95b159e3120f29b44b98a55ed9a3,11,431,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.450580596923828e-09,1.862645149230957e-09,0.0,7.450580596923828e-09,0.0,0
a069_proportional_3tier_os4_p64_k2__s066__w0500us,a069_proportional_3tier_os4_p64_k2__s066,proportional_3tier_os4_p64_k2,66,link_local_equal_share,0.0005,10,0.021500000000000102,3f9604189374bc88,430,ceb5588c3334fc4625640b6e6e14e6b75e18ac758bf4bf86eb8b135e77a16205,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,85a17129a15a0147383af484805923e703b5b8c93868593a7581d85302c4bc3e,83f2f00d6680edfa9d40b0ced2d0c96203ce4a68e8575da08059501aaea66679,41c2711965e970a2a24d2ee81699a644c232707b29be6a77c929a75369b5de14,44,1518,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
a069_proportional_3tier_os4_p64_k2__s066__w0500us,a069_proportional_3tier_os4_p64_k2__s066,proportional_3tier_os4_p64_k2,66,network_maxmin,0.0005,10,0.021500000000000102,3f9604189374bc88,430,ceb5588c3334fc4625640b6e6e14e6b75e18ac758bf4bf86eb8b135e77a16205,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,85a17129a15a0147383af484805923e703b5b8c93868593a7581d85302c4bc3e,83f2f00d6680edfa9d40b0ced2d0c96203ce4a68e8575da08059501aaea66679,41c2711965e970a2a24d2ee81699a644c232707b29be6a77c929a75369b5de14,44,1518,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
a069_proportional_3tier_os4_p64_k2__s066__w1000us,a069_proportional_3tier_os4_p64_k2__s066,proportional_3tier_os4_p64_k2,66,link_local_equal_share,0.001,20,0.021500000000000102,3f9604189374bc88,430,772c242fa5dee0af0fd89ba9cf8db7f4bada757599f4ce1f50e6bf2bcbfb4c18,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,85a17129a15a0147383af484805923e703b5b8c93868593a7581d85302c4bc3e,83f2f00d6680edfa9d40b0ced2d0c96203ce4a68e8575da08059501aaea66679,41c2711965e970a2a24d2ee81699a644c232707b29be6a77c929a75369b5de14,22,769,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
a069_proportional_3tier_os4_p64_k2__s066__w1000us,a069_proportional_3tier_os4_p64_k2__s066,proportional_3tier_os4_p64_k2,66,network_maxmin,0.001,20,0.021500000000000102,3f9604189374bc88,430,772c242fa5dee0af0fd89ba9cf8db7f4bada757599f4ce1f50e6bf2bcbfb4c18,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,85a17129a15a0147383af484805923e703b5b8c93868593a7581d85302c4bc3e,83f2f00d6680edfa9d40b0ced2d0c96203ce4a68e8575da08059501aaea66679,41c2711965e970a2a24d2ee81699a644c232707b29be6a77c929a75369b5de14,22,769,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
a069_proportional_3tier_os4_p64_k2__s066__w2000us,a069_proportional_3tier_os4_p64_k2__s066,proportional_3tier_os4_p64_k2,66,link_local_equal_share,0.002,40,0.021500000000000102,3f9604189374bc88,430,a4939d3bbf95163f7bbbf812d776d5c17c4c3e7e1262e1dfc9689ad7bee3e9d5,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,85a17129a15a0147383af484805923e703b5b8c93868593a7581d85302c4bc3e,83f2f00d6680edfa9d40b0ced2d0c96203ce4a68e8575da08059501aaea66679,41c2711965e970a2a24d2ee81699a644c232707b29be6a77c929a75369b5de14,11,413,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
a069_proportional_3tier_os4_p64_k2__s066__w2000us,a069_proportional_3tier_os4_p64_k2__s066,proportional_3tier_os4_p64_k2,66,network_maxmin,0.002,40,0.021500000000000102,3f9604189374bc88,430,a4939d3bbf95163f7bbbf812d776d5c17c4c3e7e1262e1dfc9689ad7bee3e9d5,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,85a17129a15a0147383af484805923e703b5b8c93868593a7581d85302c4bc3e,83f2f00d6680edfa9d40b0ced2d0c96203ce4a68e8575da08059501aaea66679,41c2711965e970a2a24d2ee81699a644c232707b29be6a77c929a75369b5de14,11,413,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
a069_proportional_3tier_os4_p64_k2__s077__w0500us,a069_proportional_3tier_os4_p64_k2__s077,proportional_3tier_os4_p64_k2,77,link_local_equal_share,0.0005,10,0.021500000000000102,3f9604189374bc88,430,56e3fac42b9f7f28aa13558c213454d7d3b00094dca5f72dfaef6f36377b79d9,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,6464260de08f51c1381ba97a68e3855cad4e6d5a20cf15ac75832b77eb0907ca,0ff6a7952c379a5c0b1de51a3630922bab51bd3a6eb367f3314c715fa27b31a7,41c2711965e970a2a24d2ee81699a644c232707b29be6a77c929a75369b5de14,44,1567,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
a069_proportional_3tier_os4_p64_k2__s077__w0500us,a069_proportional_3tier_os4_p64_k2__s077,proportional_3tier_os4_p64_k2,77,network_maxmin,0.0005,10,0.021500000000000102,3f9604189374bc88,430,56e3fac42b9f7f28aa13558c213454d7d3b00094dca5f72dfaef6f36377b79d9,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,6464260de08f51c1381ba97a68e3855cad4e6d5a20cf15ac75832b77eb0907ca,0ff6a7952c379a5c0b1de51a3630922bab51bd3a6eb367f3314c715fa27b31a7,41c2711965e970a2a24d2ee81699a644c232707b29be6a77c929a75369b5de14,44,1567,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
a069_proportional_3tier_os4_p64_k2__s077__w1000us,a069_proportional_3tier_os4_p64_k2__s077,proportional_3tier_os4_p64_k2,77,link_local_equal_share,0.001,20,0.021500000000000102,3f9604189374bc88,430,33deb263d3da7c0e06be1642b692cc07fa7b4d6ba09829bd2704732b69e2938d,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,6464260de08f51c1381ba97a68e3855cad4e6d5a20cf15ac75832b77eb0907ca,0ff6a7952c379a5c0b1de51a3630922bab51bd3a6eb367f3314c715fa27b31a7,41c2711965e970a2a24d2ee81699a644c232707b29be6a77c929a75369b5de14,22,798,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
a069_proportional_3tier_os4_p64_k2__s077__w1000us,a069_proportional_3tier_os4_p64_k2__s077,proportional_3tier_os4_p64_k2,77,network_maxmin,0.001,20,0.021500000000000102,3f9604189374bc88,430,33deb263d3da7c0e06be1642b692cc07fa7b4d6ba09829bd2704732b69e2938d,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,6464260de08f51c1381ba97a68e3855cad4e6d5a20cf15ac75832b77eb0907ca,0ff6a7952c379a5c0b1de51a3630922bab51bd3a6eb367f3314c715fa27b31a7,41c2711965e970a2a24d2ee81699a644c232707b29be6a77c929a75369b5de14,22,798,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
a069_proportional_3tier_os4_p64_k2__s077__w2000us,a069_proportional_3tier_os4_p64_k2__s077,proportional_3tier_os4_p64_k2,77,link_local_equal_share,0.002,40,0.021500000000000102,3f9604189374bc88,430,e03214a0b1d7aa4c16fbe775c54172368ff4f2b3bf7b296cf31e0baf2f7a9d0c,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,6464260de08f51c1381ba97a68e3855cad4e6d5a20cf15ac75832b77eb0907ca,0ff6a7952c379a5c0b1de51a3630922bab51bd3a6eb367f3314c715fa27b31a7,41c2711965e970a2a24d2ee81699a644c232707b29be6a77c929a75369b5de14,11,428,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
a069_proportional_3tier_os4_p64_k2__s077__w2000us,a069_proportional_3tier_os4_p64_k2__s077,proportional_3tier_os4_p64_k2,77,network_maxmin,0.002,40,0.021500000000000102,3f9604189374bc88,430,e03214a0b1d7aa4c16fbe775c54172368ff4f2b3bf7b296cf31e0baf2f7a9d0c,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,6464260de08f51c1381ba97a68e3855cad4e6d5a20cf15ac75832b77eb0907ca,0ff6a7952c379a5c0b1de51a3630922bab51bd3a6eb367f3314c715fa27b31a7,41c2711965e970a2a24d2ee81699a644c232707b29be6a77c929a75369b5de14,11,428,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
a069_proportional_3tier_os4_p64_k2__s088__w0500us,a069_proportional_3tier_os4_p64_k2__s088,proportional_3tier_os4_p64_k2,88,link_local_equal_share,0.0005,10,0.026900000000000257,3f9b8bac710cb2e0,538,119a425db7648e91ee59798a054f2341007b10f9c840647098da3af8dc0865cb,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,44c1bda499d05d4b86602a0e0442090bc18930bbbbc9464f4250557c5f183461,27131f30e49e091316041e1cb3e1dcbf63b17e3552fbd348959648e52431a056,5dab49f23eb2d87b52fbc41adcdb6cf228a7fd573d9e3819386b341a1e3b40b1,54,1558,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9.5367431640625e-07,0.0,0.0,9.5367431640625e-07,0.0,0
a069_proportional_3tier_os4_p64_k2__s088__w0500us,a069_proportional_3tier_os4_p64_k2__s088,proportional_3tier_os4_p64_k2,88,network_maxmin,0.0005,10,0.026900000000000257,3f9b8bac710cb2e0,538,119a425db7648e91ee59798a054f2341007b10f9c840647098da3af8dc0865cb,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,44c1bda499d05d4b86602a0e0442090bc18930bbbbc9464f4250557c5f183461,27131f30e49e091316041e1cb3e1dcbf63b17e3552fbd348959648e52431a056,5dab49f23eb2d87b52fbc41adcdb6cf228a7fd573d9e3819386b341a1e3b40b1,54,1558,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9.5367431640625e-07,0.0,0.0,9.5367431640625e-07,0.0,0
a069_proportional_3tier_os4_p64_k2__s088__w1000us,a069_proportional_3tier_os4_p64_k2__s088,proportional_3tier_os4_p64_k2,88,link_local_equal_share,0.001,20,0.026900000000000257,3f9b8bac710cb2e0,538,d84c14899f43469838b16c5739311231adb2dd9529a52ace6c12e952bbd2d118,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,44c1bda499d05d4b86602a0e0442090bc18930bbbbc9464f4250557c5f183461,27131f30e49e091316041e1cb3e1dcbf63b17e3552fbd348959648e52431a056,a27cf445a18da631a77500cda88f4666d30d32ecb1f30e7319bd4cb72db864ba,27,789,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9.5367431640625e-07,0.0,0.0,9.5367431640625e-07,0.0,0
a069_proportional_3tier_os4_p64_k2__s088__w1000us,a069_proportional_3tier_os4_p64_k2__s088,proportional_3tier_os4_p64_k2,88,network_maxmin,0.001,20,0.026900000000000257,3f9b8bac710cb2e0,538,d84c14899f43469838b16c5739311231adb2dd9529a52ace6c12e952bbd2d118,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,44c1bda499d05d4b86602a0e0442090bc18930bbbbc9464f4250557c5f183461,27131f30e49e091316041e1cb3e1dcbf63b17e3552fbd348959648e52431a056,a27cf445a18da631a77500cda88f4666d30d32ecb1f30e7319bd4cb72db864ba,27,789,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9.5367431640625e-07,0.0,0.0,9.5367431640625e-07,0.0,0
a069_proportional_3tier_os4_p64_k2__s088__w2000us,a069_proportional_3tier_os4_p64_k2__s088,proportional_3tier_os4_p64_k2,88,link_local_equal_share,0.002,40,0.026900000000000257,3f9b8bac710cb2e0,538,8625c8b99f412c64497bceaf66cde2bbceaa88aa88a94c8ebf05134391d7de9f,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,44c1bda499d05d4b86602a0e0442090bc18930bbbbc9464f4250557c5f183461,27131f30e49e091316041e1cb3e1dcbf63b17e3552fbd348959648e52431a056,a27cf445a18da631a77500cda88f4666d30d32ecb1f30e7319bd4cb72db864ba,14,424,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9.5367431640625e-07,0.0,0.0,9.5367431640625e-07,0.0,0
a069_proportional_3tier_os4_p64_k2__s088__w2000us,a069_proportional_3tier_os4_p64_k2__s088,proportional_3tier_os4_p64_k2,88,network_maxmin,0.002,40,0.026900000000000257,3f9b8bac710cb2e0,538,8625c8b99f412c64497bceaf66cde2bbceaa88aa88a94c8ebf05134391d7de9f,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,44c1bda499d05d4b86602a0e0442090bc18930bbbbc9464f4250557c5f183461,27131f30e49e091316041e1cb3e1dcbf63b17e3552fbd348959648e52431a056,a27cf445a18da631a77500cda88f4666d30d32ecb1f30e7319bd4cb72db864ba,14,424,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9.5367431640625e-07,0.0,0.0,9.5367431640625e-07,0.0,0
a069_proportional_3tier_os4_p64_k2__s099__w0500us,a069_proportional_3tier_os4_p64_k2__s099,proportional_3tier_os4_p64_k2,99,link_local_equal_share,0.0005,10,0.021500000000000102,3f9604189374bc88,430,51202c3ae1022889f793be7be836262fd5f605d48bd8356657ae7523a4e1bc38,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,6888e4484986ad870b8206d94ea0e28abd921ffdbc89bede6d7cb2ba05aa8c7e,571b0025618268d6cd1a85e89e3756a4b833835f0d8ddf4876f0e366aaf9ac5d,600bece416bc11bab70936582894ffa9e634cf6baf439c616c0d37db108151fd,44,1685,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.470348358154297e-07,1.4901161193847656e-08,0.0,4.470348358154297e-07,0.0,0
a069_proportional_3tier_os4_p64_k2__s099__w0500us,a069_proportional_3tier_os4_p64_k2__s099,proportional_3tier_os4_p64_k2,99,network_maxmin,0.0005,10,0.021500000000000102,3f9604189374bc88,430,51202c3ae1022889f793be7be836262fd5f605d48bd8356657ae7523a4e1bc38,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,6888e4484986ad870b8206d94ea0e28abd921ffdbc89bede6d7cb2ba05aa8c7e,571b0025618268d6cd1a85e89e3756a4b833835f0d8ddf4876f0e366aaf9ac5d,600bece416bc11bab70936582894ffa9e634cf6baf439c616c0d37db108151fd,44,1685,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.470348358154297e-07,1.4901161193847656e-08,0.0,4.470348358154297e-07,0.0,0
a069_proportional_3tier_os4_p64_k2__s099__w1000us,a069_proportional_3tier_os4_p64_k2__s099,proportional_3tier_os4_p64_k2,99,link_local_equal_share,0.001,20,0.021500000000000102,3f9604189374bc88,430,208163efbf6a741a8ad7d9ca9a410bc67f0f3bed820a2f55fdc83fdbe89051fe,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,6888e4484986ad870b8206d94ea0e28abd921ffdbc89bede6d7cb2ba05aa8c7e,571b0025618268d6cd1a85e89e3756a4b833835f0d8ddf4876f0e366aaf9ac5d,67ef8579f42bd68fa6c0417d4d3765b5d5f4497a2b760ebbf3a1bb87896ed84a,22,857,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.129243850708008e-07,7.450580596923828e-09,0.0,3.129243850708008e-07,0.0,0
a069_proportional_3tier_os4_p64_k2__s099__w1000us,a069_proportional_3tier_os4_p64_k2__s099,proportional_3tier_os4_p64_k2,99,network_maxmin,0.001,20,0.021500000000000102,3f9604189374bc88,430,208163efbf6a741a8ad7d9ca9a410bc67f0f3bed820a2f55fdc83fdbe89051fe,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,6888e4484986ad870b8206d94ea0e28abd921ffdbc89bede6d7cb2ba05aa8c7e,571b0025618268d6cd1a85e89e3756a4b833835f0d8ddf4876f0e366aaf9ac5d,67ef8579f42bd68fa6c0417d4d3765b5d5f4497a2b760ebbf3a1bb87896ed84a,22,857,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.129243850708008e-07,7.450580596923828e-09,0.0,3.129243850708008e-07,0.0,0
a069_proportional_3tier_os4_p64_k2__s099__w2000us,a069_proportional_3tier_os4_p64_k2__s099,proportional_3tier_os4_p64_k2,99,link_local_equal_share,0.002,40,0.021500000000000102,3f9604189374bc88,430,df3b45653571f5173d13e238840be566b1d46ea026a915606db0cc24359260e2,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,6888e4484986ad870b8206d94ea0e28abd921ffdbc89bede6d7cb2ba05aa8c7e,571b0025618268d6cd1a85e89e3756a4b833835f0d8ddf4876f0e366aaf9ac5d,cab574b94815f7eb2ea7e84f48d0742e1d62411d379228158f81909a0c8b7202,11,456,1,1,1,1,0,0,0,0,0,0,1,5449027.125000078,0.5,0.0,0.0,0.0,2.980232238769531e-07,7.450580596923828e-09,0.0,2.8312206268310547e-07,0.0,0
a069_proportional_3tier_os4_p64_k2__s099__w2000us,a069_proportional_3tier_os4_p64_k2__s099,proportional_3tier_os4_p64_k2,99,network_maxmin,0.002,40,0.021500000000000102,3f9604189374bc88,430,df3b45653571f5173d13e238840be566b1d46ea026a915606db0cc24359260e2,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,6888e4484986ad870b8206d94ea0e28abd921ffdbc89bede6d7cb2ba05aa8c7e,571b0025618268d6cd1a85e89e3756a4b833835f0d8ddf4876f0e366aaf9ac5d,cab574b94815f7eb2ea7e84f48d0742e1d62411d379228158f81909a0c8b7202,11,456,1,1,1,1,0,0,0,0,0,0,1,5449027.125000078,0.5,0.0,0.0,0.0,2.980232238769531e-07,7.450580596923828e-09,0.0,2.8312206268310547e-07,0.0,0
a072_proportional_3tier_os4_p64_k16__s000__w0500us,a072_proportional_3tier_os4_p64_k16__s000,proportional_3tier_os4_p64_k16,0,link_local_equal_share,0.0005,10,0.005899999999999992,3f782a9930be0de4,118,3914225df9765d7a1fe1e8bbf0e2a44be0c0a196848ebf85f26eeb42ad70b113,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,02b8b93c846ec5f679f63d5afcacddba0972d2f5532fd0d0b699941360977e2e,2c9bfc09fe35ec684fc0ae4a07f97ab5956b5ef62a09f788bb47cba48e59551a,4d8ee6a3d27011a73a26abfdae37255adeed37df7d782e2001e71edc2ed0753b,12,724,9,9,0,0,0,0,0,0,0,0,0,39487.16163581009,0.125,0.0,0.0,0.0,5.960464477539063e-08,1.4901161193847656e-08,0.0,5.960464477539063e-08,0.0,2
a072_proportional_3tier_os4_p64_k16__s000__w0500us,a072_proportional_3tier_os4_p64_k16__s000,proportional_3tier_os4_p64_k16,0,network_maxmin,0.0005,10,0.005399999999999995,3f761e4f765fd8a8,108,3914225df9765d7a1fe1e8bbf0e2a44be0c0a196848ebf85f26eeb42ad70b113,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,02b8b93c846ec5f679f63d5afcacddba0972d2f5532fd0d0b699941360977e2e,2c9bfc09fe35ec684fc0ae4a07f97ab5956b5ef62a09f788bb47cba48e59551a,37cb341b703fdc03645a8f8dfada21f8f8ac081b7ea87a4df97b5ca3a12c1b09,11,704,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.6391277313232422e-07,1.4901161193847656e-08,0.0,5.960464477539063e-08,0.0,0
a072_proportional_3tier_os4_p64_k16__s000__w1000us,a072_proportional_3tier_os4_p64_k16__s000,proportional_3tier_os4_p64_k16,0,link_local_equal_share,0.001,20,0.005899999999999992,3f782a9930be0de4,118,52923d5640ac52f22ffb19d8c3880756cc00e1c56d0bd55c0a4e96def1bfd0a0,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,02b8b93c846ec5f679f63d5afcacddba0972d2f5532fd0d0b699941360977e2e,2c9bfc09fe35ec684fc0ae4a07f97ab5956b5ef62a09f788bb47cba48e59551a,f22152962a9e9e473af36b188252d7752d2f7505fba9de3dda9429d3e2b3ec5f,6,384,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.9802322387695312e-08,1.4901161193847656e-08,0.0,2.9802322387695312e-08,0.0,2
a072_proportional_3tier_os4_p64_k16__s000__w1000us,a072_proportional_3tier_os4_p64_k16__s000,proportional_3tier_os4_p64_k16,0,network_maxmin,0.001,20,0.005399999999999995,3f761e4f765fd8a8,108,52923d5640ac52f22ffb19d8c3880756cc00e1c56d0bd55c0a4e96def1bfd0a0,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,02b8b93c846ec5f679f63d5afcacddba0972d2f5532fd0d0b699941360977e2e,2c9bfc09fe35ec684fc0ae4a07f97ab5956b5ef62a09f788bb47cba48e59551a,4dd19733e7762b61989dc10fe9817d0f0c94063b1e3ef536111efb2f9cd77b77,6,384,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.341104507446289e-07,1.4901161193847656e-08,0.0,2.9802322387695312e-08,0.0,0
a072_proportional_3tier_os4_p64_k16__s000__w2000us,a072_proportional_3tier_os4_p64_k16__s000,proportional_3tier_os4_p64_k16,0,link_local_equal_share,0.002,40,0.005899999999999992,3f782a9930be0de4,118,53544125defeed1ec631ae6c29e1f701f6d303b0e8b777c86ea8f752610f5055,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,02b8b93c846ec5f679f63d5afcacddba0972d2f5532fd0d0b699941360977e2e,2c9bfc09fe35ec684fc0ae4a07f97ab5956b5ef62a09f788bb47cba48e59551a,48586d8ed3441e79e507a8244b20c7dee20ad838ecee9f8bf9ccd3b7ff150ee1,3,192,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.4901161193847656e-08,1.4901161193847656e-08,0.0,2.2351741790771484e-08,0.0,2
a072_proportional_3tier_os4_p64_k16__s000__w2000us,a072_proportional_3tier_os4_p64_k16__s000,proportional_3tier_os4_p64_k16,0,network_maxmin,0.002,40,0.005399999999999995,3f761e4f765fd8a8,108,53544125defeed1ec631ae6c29e1f701f6d303b0e8b777c86ea8f752610f5055,b041c414a3dfa3a4fe4aa0d2f2bc35892cd097d6ff94645a7df5117e16a6aafc,02b8b93c846ec5f679f63d5afcacddba0972d2f5532fd0d0b699941360977e2e,2c9bfc09fe35ec684fc0ae4a07f97ab5956b5ef62a09f788bb47cba48e59551a,c267adedd568f290f51324f29a71bcc92666643b61de982e49503207f7012f32,3,192,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.1175870895385742e-07,1.4901161193847656e-08,0.0,2.9802322387695312e-08,0.0,0
