run,seed,flows_per_neighbor,ring_size,msg_bytes,affected_fraction,allreduce_time_s,simple_transfer_time_s,mean_step_s,std_step_s,max_step_s,p99_step_s,total_steps
3,20064208,1,16,268435456,0.0,0.04050000000000065,0.021500000000000102,0.005220000000000082,0.0006734983296193104,0.005400000000000155,0.005400000000000155,30
3,20064208,1,16,268435456,0.3,0.05455000000000105,0.06115000000000124,0.006928333333333463,0.0016767370760564439,0.01085000000000031,0.010574500000000304,30
3,20064208,1,16,268435456,0.5,0.05905000000000118,0.05080000000000094,0.0077383333333334876,0.002687492118851597,0.012700000000000364,0.012598500000000361,30
3,20064208,2,16,268435456,0.0,0.04050000000000065,0.021500000000000102,0.005220000000000082,0.0006734983296193104,0.005400000000000155,0.005400000000000155,30
3,20064208,2,16,268435456,0.3,0.04730000000000084,0.03785000000000057,0.006175000000000109,0.0011749290758736734,0.007950000000000228,0.007950000000000228,30
3,20064208,2,16,268435456,0.5,0.04725000000000084,0.037250000000000554,0.00622000000000011,0.0009745597296557562,0.008550000000000245,0.008390500000000242,30
3,20064208,4,16,268435456,0.0,0.04050000000000065,0.021500000000000102,0.005220000000000082,0.0006734983296193104,0.005400000000000155,0.005400000000000155,30
3,20064208,4,16,268435456,0.3,0.045650000000000794,0.027550000000000276,0.005933333333333435,0.0008502287273956627,0.0066499999999999875,0.0066499999999999875,30
1,64206,1,16,268435456,0.0,0.04050000000000065,0.021500000000000102,0.005220000000000082,0.0006734983296193104,0.005400000000000155,0.005400000000000155,30
1,64206,1,16,268435456,0.3,0.05670000000000111,0.021500000000000102,0.007380000000000144,0.003454649041509269,0.016200000000000464,0.015895500000000458,30
1,64206,1,16,268435456,0.5,0.06015000000000121,0.07080000000000036,0.007913333333333493,0.0020013301132553126,0.012350000000000354,0.012031000000000345,30
1,64206,2,16,268435456,0.0,0.04050000000000065,0.021500000000000102,0.005220000000000082,0.0006734983296193104,0.005400000000000155,0.005400000000000155,30
1,64206,2,16,268435456,0.3,0.04725000000000084,0.030050000000000347,0.006238333333333444,0.0014039042781551813,0.010050000000000288,0.009934000000000285,30
1,64206,2,16,268435456,0.5,0.052750000000001,0.042550000000000705,0.006798333333333458,0.0012469618634460835,0.00875000000000025,0.00872100000000025,30
1,64206,4,16,268435456,0.0,0.04050000000000065,0.021500000000000102,0.005220000000000082,0.0006734983296193104,0.005400000000000155,0.005400000000000155,30
1,64206,4,16,268435456,0.3,0.04440000000000076,0.023350000000000155,0.00582333333333343,0.0009551381517293526,0.008900000000000255,0.008769500000000251,30
1,64206,4,16,268435456,0.5,0.04545000000000079,0.027600000000000277,0.0059216666666667694,0.0009993900917837704,0.007600000000000218,0.007469500000000215,30
1,64206,8,16,268435456,0.0,0.04050000000000065,0.021500000000000102,0.005220000000000082,0.0006734983296193104,0.005400000000000155,0.005400000000000155,30
1,64206,8,16,268435456,0.3,0.044250000000000754,0.023800000000000168,0.005736666666666761,0.0006536988773297932,0.006600000000000189,0.006585500000000188,30
1,64206,8,16,268435456,0.5,0.04420000000000075,0.024300000000000183,0.0057466666666667636,0.0008855255815365188,0.006850000000000196,0.006835500000000196,30
2,10064207,1,16,268435456,0.0,0.04050000000000065,0.021500000000000102,0.005220000000000082,0.0006734983296193104,0.005400000000000155,0.005400000000000155,30
2,10064207,1,16,268435456,0.3,0.05180000000000097,0.021500000000000102,0.006705000000000123,0.0017751690060386221,0.010700000000000306,0.0104825000000003,30
2,10064207,1,16,268435456,0.5,0.058550000000001164,0.0767999999999997,0.007703333333333484,0.0024554338833607386,0.013800000000000395,0.013669500000000391,30
2,10064207,2,16,268435456,0.0,0.04050000000000065,0.021500000000000102,0.005220000000000082,0.0006734983296193104,0.005400000000000155,0.005400000000000155,30
2,10064207,2,16,268435456,0.3,0.04490000000000077,0.021500000000000102,0.005828333333333432,0.0008779410888867191,0.007650000000000219,0.007621000000000219,30
2,10064207,2,16,268435456,0.5,0.05105000000000095,0.041450000000000674,0.00659000000000012,0.0018093921631310889,0.01115000000000032,0.011106500000000318,30
2,10064207,4,16,268435456,0.0,0.04050000000000065,0.021500000000000102,0.005220000000000082,0.0006734983296193104,0.005400000000000155,0.005400000000000155,30
2,10064207,4,16,268435456,0.3,0.044950000000000774,0.026750000000000253,0.005748333333333429,0.0007769044700319039,0.007050000000000202,0.0070210000000002016,30
2,10064207,4,16,268435456,0.5,0.045700000000000796,0.03155000000000039,0.006008333333333437,0.0009722039680826221,0.00800000000000023,0.007927500000000228,30
2,10064207,8,16,268435456,0.0,0.04050000000000065,0.021500000000000102,0.005220000000000082,0.0006734983296193104,0.005400000000000155,0.005400000000000155,30
2,10064207,8,16,268435456,0.3,0.046400000000000816,0.023800000000000168,0.0058733333333334335,0.0005046010525377658,0.006550000000000188,0.006550000000000188,30
2,10064207,8,16,268435456,0.5,0.04420000000000075,0.028950000000000316,0.005768333333333431,0.0007708743232344859,0.0065500000000000575,0.0065500000000000575,30
5,40064210,1,16,268435456,0.0,0.04050000000000065,0.021500000000000102,0.005220000000000082,0.0006734983296193104,0.005400000000000155,0.005400000000000155,30
5,40064210,1,16,268435456,0.3,0.05100000000000095,0.05220000000000098,0.00657000000000012,0.0018694740793425333,0.011800000000000338,0.011539000000000332,30
5,40064210,1,16,268435456,0.5,0.056850000000001115,0.03930000000000061,0.007456666666666811,0.002603610740661764,0.013650000000000391,0.01357750000000039,30
5,40064210,2,16,268435456,0.0,0.04050000000000065,0.021500000000000102,0.005220000000000082,0.0006734983296193104,0.005400000000000155,0.005400000000000155,30
5,40064210,2,16,268435456,0.3,0.046350000000000814,0.036950000000000545,0.005986666666666768,0.0013172530339899356,0.00940000000000027,0.00940000000000027,30
5,40064210,2,16,268435456,0.5,0.047450000000000846,0.028600000000000306,0.00622500000000011,0.000826110363894184,0.0073500000000002105,0.007350000000000179,30
5,40064210,4,16,268435456,0.0,0.04050000000000065,0.021500000000000102,0.005220000000000082,0.0006734983296193104,0.005400000000000155,0.005400000000000155,30
5,40064210,4,16,268435456,0.3,0.044950000000000774,0.03370000000000045,0.005765000000000098,0.0007982428619578532,0.006750000000000193,0.006750000000000193,30
3,20064208,4,16,268435456,0.5,0.04485000000000077,0.03290000000000043,0.005838333333333431,0.0008544670203635019,0.006850000000000196,0.006748500000000136,30
3,20064208,8,16,268435456,0.0,0.04050000000000065,0.021500000000000102,0.005220000000000082,0.0006734983296193104,0.005400000000000155,0.005400000000000155,30
