model,seed,k,completion_time_s
iid,19,2,0.021900000000000114
iid,19,4,0.021700000000000108
iid,19,8,0.021650000000000107
iid,20,1,0.023000000000000145
iid,20,2,0.022300000000000125
iid,20,4,0.021950000000000115
iid,20,8,0.021950000000000115
iid,21,1,0.021500000000000102
iid,21,2,0.021500000000000102
iid,21,4,0.021500000000000102
iid,21,8,0.021650000000000107
iid,22,1,0.023000000000000145
iid,22,2,0.022400000000000128
iid,22,4,0.022400000000000128
iid,22,8,0.02250000000000013
iid,23,1,0.021500000000000102
iid,23,2,0.022050000000000118
iid,23,4,0.022050000000000118
iid,23,8,0.022350000000000127
iid,24,1,0.023750000000000167
iid,24,2,0.022200000000000122
iid,24,4,0.022200000000000122
iid,24,8,0.021950000000000115
iid,25,1,0.022750000000000138
iid,25,2,0.021700000000000108
iid,25,4,0.021700000000000108
iid,25,8,0.021550000000000104
iid,26,1,0.02355000000000016
iid,26,2,0.022200000000000122
iid,26,4,0.022200000000000122
iid,26,8,0.022050000000000118
iid,27,1,0.021500000000000102
iid,27,2,0.021700000000000108
iid,27,4,0.021700000000000108
iid,27,8,0.021850000000000112
iid,28,1,0.023300000000000154
iid,28,2,0.022000000000000117
iid,28,4,0.022000000000000117
iid,28,8,0.021950000000000115
iid,29,1,0.022750000000000138
iid,29,2,0.02180000000000011
iid,29,4,0.021700000000000108
iid,29,8,0.021650000000000107
iid,30,1,0.023050000000000147
iid,30,2,0.021850000000000112
iid,30,4,0.021850000000000112
iid,30,8,0.021600000000000105
iid,31,1,0.023000000000000145
iid,31,2,0.022350000000000127
iid,31,4,0.02180000000000011
iid,31,8,0.022000000000000117
iid,32,1,0.023950000000000173
iid,32,2,0.02210000000000012
iid,32,4,0.02210000000000012
iid,32,8,0.021650000000000107
iid,33,1,0.021500000000000102
iid,33,2,0.022000000000000117
iid,33,4,0.022000000000000117
iid,33,8,0.022250000000000124
iid,34,1,0.02280000000000014
iid,34,2,0.022000000000000117
iid,34,4,0.022000000000000117
