run,seed,ring_size,affected_fraction,method,completion_time_s,final_k_mean,final_k_max
39,380052004,32,0.1,adaptive,0.021500000000000102,1.0,1
39,380052004,32,0.3,adaptive,0.0424500000000007,1.25,4
39,380052004,32,0.5,adaptive,0.03950000000000062,1.3125,4
40,390052005,16,0.0,adaptive,0.021500000000000102,1.0,1
40,390052005,16,0.1,adaptive,0.0318000000000004,1.1875,4
40,390052005,16,0.3,adaptive,0.02600000000000023,1.125,3
40,390052005,16,0.5,adaptive,0.035900000000000515,1.1875,4
40,390052005,32,0.0,adaptive,0.021500000000000102,1.0,1
40,390052005,32,0.1,adaptive,0.0318000000000004,1.15625,4
40,390052005,32,0.3,adaptive,0.043950000000000745,1.21875,4
40,390052005,32,0.5,adaptive,0.042550000000000705,1.25,4
41,400052006,16,0.0,adaptive,0.021500000000000102,1.0,1
41,400052006,16,0.1,adaptive,0.032400000000000415,1.1875,4
41,400052006,16,0.3,adaptive,0.03370000000000045,1.375,4
41,400052006,16,0.5,adaptive,0.030250000000000353,1.125,3
41,400052006,32,0.0,adaptive,0.021500000000000102,1.0,1
41,400052006,32,0.1,adaptive,0.032400000000000415,1.15625,4
41,400052006,32,0.3,adaptive,0.03330000000000044,1.25,4
41,400052006,32,0.5,adaptive,0.03085000000000037,1.0625,3
42,410052007,16,0.0,adaptive,0.021500000000000102,1.0,1
42,410052007,16,0.1,adaptive,0.03335000000000044,1.1875,4
42,410052007,16,0.3,adaptive,0.021500000000000102,1.0,1
42,410052007,16,0.5,adaptive,0.040450000000000645,1.1875,4
42,410052007,32,0.0,adaptive,0.021500000000000102,1.0,1
42,410052007,32,0.1,adaptive,0.03335000000000044,1.09375,4
42,410052007,32,0.3,adaptive,0.021500000000000102,1.0,1
42,410052007,32,0.5,adaptive,0.040450000000000645,1.15625,4
43,420052008,16,0.0,adaptive,0.021500000000000102,1.0,1
43,420052008,16,0.1,adaptive,0.021500000000000102,1.0,1
43,420052008,16,0.3,adaptive,0.02730000000000027,1.125,3
43,420052008,16,0.5,adaptive,0.03495000000000049,1.3125,4
43,420052008,32,0.0,adaptive,0.021500000000000102,1.0,1
43,420052008,32,0.1,adaptive,0.03680000000000054,1.125,4
43,420052008,32,0.3,adaptive,0.03600000000000052,1.1875,4
43,420052008,32,0.5,adaptive,0.031750000000000396,1.125,3
44,430052009,16,0.0,adaptive,0.021500000000000102,1.0,1
44,430052009,16,0.1,adaptive,0.029650000000000336,1.125,3
44,430052009,16,0.3,adaptive,0.021500000000000102,1.0,1
44,430052009,16,0.5,adaptive,0.035950000000000516,1.3125,4
44,430052009,32,0.0,adaptive,0.021500000000000102,1.0,1
44,430052009,32,0.1,adaptive,0.029650000000000336,1.0625,3
44,430052009,32,0.3,adaptive,0.04980000000000091,1.15625,4
44,430052009,32,0.5,adaptive,0.035950000000000516,1.34375,4
45,440052010,16,0.0,adaptive,0.021500000000000102,1.0,1
45,440052010,16,0.1,adaptive,0.021500000000000102,1.0,1
45,440052010,16,0.3,adaptive,0.021500000000000102,1.0,1
45,440052010,16,0.5,adaptive,0.03985000000000063,1.375,4
45,440052010,32,0.0,adaptive,0.021500000000000102,1.0,1
45,440052010,32,0.1,adaptive,0.021500000000000102,1.0,1
45,440052010,32,0.3,adaptive,0.021500000000000102,1.0,1
45,440052010,32,0.5,adaptive,0.038650000000000594,1.375,4
46,450052011,16,0.0,adaptive,0.021500000000000102,1.0,1
46,450052011,16,0.1,adaptive,0.021500000000000102,1.0,1
46,450052011,16,0.3,adaptive,0.03165000000000039,1.25,3
46,450052011,16,0.5,adaptive,0.032100000000000406,1.3125,4
46,450052011,32,0.0,adaptive,0.021500000000000102,1.0,1
46,450052011,32,0.1,adaptive,0.0354500000000005,1.0625,3
46,450052011,32,0.3,adaptive,0.044950000000000774,1.28125,4
46,450052011,32,0.5,adaptive,0.03990000000000063,1.3125,4
47,460052012,16,0.0,adaptive,0.021500000000000102,1.0,1
47,460052012,16,0.1,adaptive,0.021500000000000102,1.0,1
47,460052012,16,0.3,adaptive,0.021500000000000102,1.0,1
47,460052012,16,0.5,adaptive,0.03340000000000044,1.3125,4
47,460052012,32,0.0,adaptive,0.021500000000000102,1.0,1
47,460052012,32,0.1,adaptive,0.024450000000000187,1.03125,2
47,460052012,32,0.3,adaptive,0.03500000000000049,1.25,4
47,460052012,32,0.5,adaptive,0.03990000000000063,1.375,4
48,470052013,16,0.0,adaptive,0.021500000000000102,1.0,1
48,470052013,16,0.1,adaptive,0.021500000000000102,1.0,1
48,470052013,16,0.3,adaptive,0.029600000000000334,1.25,3
48,470052013,16,0.5,adaptive,0.0355000000000005,1.375,4
48,470052013,32,0.0,adaptive,0.021500000000000102,1.0,1
48,470052013,32,0.1,adaptive,0.021500000000000102,1.0,1
48,470052013,32,0.3,adaptive,0.04065000000000065,1.34375,4
48,470052013,32,0.5,adaptive,0.0355000000000005,1.25,4
49,480052014,16,0.0,adaptive,0.021500000000000102,1.0,1
49,480052014,16,0.1,adaptive,0.021500000000000102,1.0,1
49,480052014,16,0.3,adaptive,0.032050000000000405,1.1875,4
49,480052014,16,0.5,adaptive,0.034550000000000476,1.3125,4
49,480052014,32,0.0,adaptive,0.021500000000000102,1.0,1
49,480052014,32,0.1,adaptive,0.021500000000000102,1.0,1
49,480052014,32,0.3,adaptive,0.040050000000000634,1.28125,4
49,480052014,32,0.5,adaptive,0.036650000000000536,1.1875,4
50,490052015,16,0.0,adaptive,0.021500000000000102,1.0,1
50,490052015,16,0.1,adaptive,0.021500000000000102,1.0,1
50,490052015,16,0.3,adaptive,0.021500000000000102,1.0,1
50,490052015,16,0.5,adaptive,0.03085000000000037,1.1875,4
50,490052015,32,0.0,adaptive,0.021500000000000102,1.0,1
50,490052015,32,0.1,adaptive,0.021500000000000102,1.0,1
50,490052015,32,0.3,adaptive,0.046000000000000804,1.09375,4
50,490052015,32,0.5,adaptive,0.04385000000000074,1.34375,4
51,500052016,16,0.0,adaptive,0.021500000000000102,1.0,1
51,500052016,16,0.1,adaptive,0.021500000000000102,1.0,1
51,500052016,16,0.3,adaptive,0.021500000000000102,1.0,1
51,500052016,16,0.5,adaptive,0.03355000000000045,1.1875,4
51,500052016,32,0.0,adaptive,0.021500000000000102,1.0,1
