ring_size,k,affected_fraction,n_seeds,speedup,speedup_ci_low,speedup_ci_high,total_qps
64,1,0.5,1000,1.0,1.0,1.0,64
64,2,0.5,1000,1.504148967188854,1.4890788640591872,1.5188851273584543,128
64,4,0.5,1000,2.145969942611857,2.1231217532969486,2.1682956410086205,256
64,8,0.5,1000,2.8435397332828636,2.8151023468415355,2.871443951410293,512
