run,k,completion_time_s
266,2,0.09189999999999804
266,4,0.06910000000000055
266,8,0.05535000000000107
267,1,0.11699999999999527
267,2,0.10269999999999685
267,4,0.07090000000000035
267,8,0.05115000000000095
270,1,0.14824999999999183
270,2,0.0912999999999981
270,4,0.06850000000000062
270,8,0.045700000000000796
271,1,0.1386499999999929
271,2,0.09369999999999784
271,4,0.07609999999999978
271,8,0.051650000000000966
272,1,0.13439999999999336
272,2,0.09444999999999776
272,4,0.05450000000000105
272,8,0.05035000000000093
273,1,0.13254999999999356
273,2,0.11864999999999509
273,4,0.0677500000000007
273,8,0.047450000000000846
276,1,0.10959999999999609
276,2,0.08874999999999839
276,4,0.07070000000000037
276,8,0.054750000000001055
277,1,0.1331999999999935
277,2,0.09019999999999823
277,4,0.05805000000000115
277,8,0.04875000000000088
274,1,0.12984999999999386
274,2,0.06855000000000061
274,4,0.059250000000001184
274,8,0.0388000000000006
275,1,0.1503499999999916
275,2,0.07609999999999978
275,4,0.07624999999999976
275,8,0.04340000000000073
278,1,0.12799999999999406
278,2,0.0785999999999995
278,4,0.050950000000000946
278,8,0.042900000000000715
279,1,0.12319999999999459
279,2,0.11664999999999531
279,4,0.08204999999999912
279,8,0.055800000000001085
280,1,0.14524999999999216
280,2,0.12444999999999445
280,4,0.07145000000000029
280,8,0.05075000000000094
281,1,0.12029999999999491
281,2,0.07479999999999992
281,4,0.056500000000001105
281,8,0.04420000000000075
284,1,0.14424999999999227
284,2,0.07634999999999975
284,4,0.06525000000000097
284,8,0.03860000000000059
285,1,0.119499999999995
285,2,0.08364999999999895
285,4,0.05210000000000098
285,8,0.040800000000000655
282,1,0.1350499999999933
282,2,0.08789999999999848
282,4,0.05495000000000106
282,8,0.04130000000000067
283,1,0.13534999999999325
283,2,0.08844999999999842
283,4,0.06215000000000127
283,8,0.046400000000000816
286,1,0.1530499999999913
286,2,0.08964999999999829
286,4,0.05710000000000112
286,8,0.050200000000000924
287,1,0.1213499999999948
287,2,0.07474999999999993
287,4,0.06045000000000122
287,8,0.05535000000000107
288,1,0.14459999999999223
288,2,0.08899999999999836
288,4,0.064950000000001
288,8,0.049200000000000896
289,1,0.13154999999999367
289,2,0.10394999999999671
289,4,0.06230000000000127
289,8,0.04515000000000078
290,1,0.11164999999999586
290,2,0.11174999999999585
290,4,0.06705000000000078
290,8,0.04735000000000084
291,1,0.15819999999999074
291,2,0.10969999999999608
291,4,0.08694999999999858
291,8,0.047450000000000846
294,1,0.11659999999999532
294,2,0.0903999999999982
294,4,0.05850000000000116
294,8,0.04645000000000082
295,1,0.12929999999999392
295,2,0.10669999999999641
295,4,0.07080000000000036
295,8,0.04000000000000063
292,1,0.12614999999999427
292,2,0.07974999999999938
292,4,0.061000000000001234
292,8,0.05105000000000095
293,1,0.15604999999999097
293,2,0.09669999999999751
293,4,0.10109999999999703
293,8,0.06050000000000122
296,1,0.1350499999999933
296,2,0.08734999999999854
296,4,0.06025000000000121
296,8,0.04310000000000072
297,1,0.13344999999999346
297,2,0.1176999999999952
297,4,0.06755000000000072
297,8,0.04735000000000084
298,1,0.1302999999999938
298,2,0.10139999999999699
298,4,0.06745000000000073
298,8,0.04055000000000065
299,1,0.1911499999999871
299,2,0.09534999999999766
299,4,0.05660000000000111
299,8,0.046700000000000824
300,1,0.1511499999999915
300,2,0.08619999999999867
300,4,0.05850000000000116
300,8,0.040100000000000635
301,1,0.12604999999999428
301,2,0.0804499999999993
301,4,0.052750000000001
301,8,0.04480000000000077
304,1,0.12999999999999384
304,2,0.08199999999999913
304,4,0.06445000000000106
304,8,0.05215000000000098
305,1,0.13719999999999305
305,2,0.08454999999999885
305,4,0.07070000000000037
305,8,0.058250000000001155
306,1,0.1329999999999935
306,2,0.07869999999999949
306,4,0.057950000000001146
306,8,0.047050000000000834
307,1,0.13459999999999334
307,2,0.09544999999999765
307,4,0.05770000000000114
307,8,0.04160000000000068
308,1,0.12469999999999443
308,2,0.08899999999999836
308,4,0.05590000000000109
308,8,0.04060000000000065
309,1,0.14294999999999242
309,2,0.08349999999999896
309,4,0.06075000000000123
309,8,0.05000000000000092
302,1,0.12059999999999488
302,2,0.09479999999999772
302,4,0.0641500000000011
302,8,0.046750000000000826
303,1,0.11544999999999545
303,2,0.14414999999999228
303,4,0.08419999999999889
303,8,0.07484999999999992
310,1,0.15554999999999103
310,2,0.08919999999999834
310,4,0.05920000000000118
310,8,0.04475000000000077
311,1,0.13179999999999364
311,2,0.06725000000000075
311,4,0.04790000000000086
311,8,0.04380000000000074
312,1,0.1458999999999921
312,2,0.09759999999999741
312,4,0.06180000000000126
312,8,0.04480000000000077
313,1,0.13334999999999347
313,2,0.0840499999999989
313,4,0.058550000000001164
313,8,0.05100000000000095
314,1,0.1531999999999913
314,2,0.10529999999999656
314,4,0.0659500000000009
314,8,0.04540000000000079
315,1,0.13359999999999345
315,2,0.08544999999999875
315,4,0.06045000000000122
315,8,0.041850000000000685
316,1,0.14639999999999204
316,2,0.09724999999999745
316,4,0.0659000000000009
316,8,0.04380000000000074
317,1,0.1322499999999936
317,2,0.128649999999994
317,4,0.07514999999999988
317,8,0.057600000000001136
318,1,0.1502499999999916
318,2,0.10259999999999686
318,4,0.0750499999999999
318,8,0.05050000000000093
319,1,0.13694999999999308
319,2,0.08264999999999906
319,4,0.05400000000000103
319,8,0.06445000000000106
320,1,0.12994999999999385
320,2,0.08449999999999885
320,4,0.06475000000000103
320,8,0.0632000000000012
321,1,0.13164999999999366
321,2,0.09094999999999814
321,4,0.06445000000000106
321,8,0.04645000000000082
324,1,0.13819999999999294
324,2,0.07285000000000014
324,4,0.05250000000000099
324,8,0.040400000000000644
325,1,0.146849999999992
325,2,0.0776999999999996
325,4,0.08474999999999883
325,8,0.042500000000000704
322,1,0.13704999999999307
322,2,0.08704999999999857
322,4,0.07330000000000009
322,8,0.04555000000000079
323,1,0.1521499999999914
323,2,0.08524999999999877
323,4,0.07085000000000036
323,8,0.05255000000000099
326,1,0.13834999999999292
326,2,0.08194999999999913
326,4,0.06540000000000096
326,8,0.05490000000000106
327,1,0.1348499999999933
327,2,0.07829999999999954
327,4,0.06250000000000128
327,8,0.04440000000000076
328,1,0.13899999999999285
328,2,0.07969999999999938
328,4,0.06250000000000128
328,8,0.05065000000000094
329,1,0.12814999999999405
329,2,0.09019999999999823
329,4,0.05905000000000118
329,8,0.04440000000000076
330,1,0.14054999999999268
330,2,0.07489999999999991
330,4,0.06560000000000094
330,8,0.04480000000000077
331,1,0.13609999999999317
331,2,0.08024999999999932
331,4,0.05040000000000093
331,8,0.045650000000000794
332,1,0.10814999999999625
332,2,0.10689999999999639
332,4,0.0705000000000004
332,8,0.048100000000000864
333,1,0.1167999999999953
333,2,0.08094999999999924
333,4,0.07065000000000038
333,8,0.046000000000000804
334,1,0.13174999999999365
334,2,0.10654999999999643
334,4,0.0564500000000011
334,8,0.04905000000000089
335,1,0.13814999999999295
335,2,0.10354999999999676
335,4,0.06615000000000087
335,8,0.06540000000000096
336,1,0.16269999999999024
336,2,0.11599999999999538
336,4,0.0750499999999999
336,8,0.05220000000000098
337,1,0.1348499999999933
337,2,0.08519999999999878
337,4,0.06465000000000104
337,8,0.05500000000000106
338,1,0.17019999999998942
338,2,0.10894999999999616
338,4,0.08109999999999923
338,8,0.05325000000000101
339,1,0.14084999999999265
339,2,0.09384999999999782
339,4,0.05735000000000113
339,8,0.04510000000000078
342,1,0.11534999999999546
342,2,0.07415
342,4,0.0564000000000011
342,8,0.043950000000000745
343,1,0.15094999999999154
343,2,0.09579999999999761
343,4,0.05210000000000098
343,8,0.04100000000000066
340,1,0.11839999999999512
340,2,0.06610000000000088
340,4,0.06805000000000067
340,8,0.041100000000000664
341,1,0.174049999999989
341,2,0.1222499999999947
341,4,0.09914999999999724
341,8,0.07569999999999982
348,1,0.12424999999999448
348,2,0.07999999999999935
348,4,0.06690000000000079
348,8,0.04830000000000087
349,1,0.1394999999999928
349,2,0.09334999999999788
349,4,0.057150000000001124
349,8,0.04280000000000071
346,1,0.1331999999999935
346,2,0.08514999999999878
346,4,0.06440000000000107
346,8,0.05035000000000093
347,1,0.11664999999999531
347,2,0.09144999999999809
347,4,0.06555000000000094
347,8,0.06020000000000121
344,1,0.15474999999999112
344,2,0.08189999999999914
344,4,0.058300000000001156
344,8,0.044300000000000755
345,1,0.15719999999999085
345,2,0.09944999999999721
345,4,0.06510000000000099
345,8,0.051250000000000955
350,1,0.12989999999999385
350,2,0.08564999999999873
350,4,0.07095000000000035
350,8,0.0459500000000008
351,1,0.14659999999999201
351,2,0.08799999999999847
351,4,0.07065000000000038
351,8,0.046400000000000816
352,1,0.1820999999999881
352,2,0.13174999999999365
352,4,0.08439999999999886
352,8,0.05700000000000112
353,1,0.11539999999999545
353,2,0.07614999999999977
353,4,0.06115000000000124
353,8,0.05495000000000106
354,1,0.15964999999999058
354,2,0.0913999999999981
354,4,0.059600000000001194
354,8,0.05045000000000093
355,1,0.11849999999999511
355,2,0.08424999999999888
355,4,0.0677000000000007
355,8,0.04525000000000078
356,1,0.1257499999999943
356,2,0.07969999999999938
356,4,0.04960000000000091
356,8,0.038650000000000594
357,1,0.15614999999999096
357,2,0.09694999999999748
357,4,0.07370000000000004
357,8,0.04725000000000084
358,1,0.13989999999999275
358,2,0.11104999999999593
358,4,0.06650000000000084
358,8,0.04340000000000073
359,1,0.11794999999999517
359,2,0.0967499999999975
359,4,0.06130000000000124
359,8,0.038300000000000584
360,1,0.10719999999999635
360,2,0.06520000000000098
360,4,0.05535000000000107
360,8,0.04555000000000079
361,1,0.17079999999998935
361,2,0.09719999999999746
361,4,0.0695000000000005
361,8,0.05525000000000107
362,1,0.15729999999999084
362,2,0.08574999999999872
362,4,0.06475000000000103
362,8,0.05220000000000098
363,1,0.13289999999999352
363,2,0.07899999999999946
363,4,0.06455000000000105
363,8,0.04900000000000089
364,1,0.13779999999999298
364,2,0.08469999999999883
364,4,0.06080000000000123
364,8,0.04510000000000078
365,1,0.12749999999999412
365,2,0.08879999999999838
365,4,0.05320000000000101
365,8,0.04310000000000072
366,1,0.1749999999999889
366,2,0.10259999999999686
366,4,0.07929999999999943
366,8,0.04870000000000088
367,1,0.11909999999999504
367,2,0.07484999999999992
367,4,0.059000000000001177
367,8,0.03925000000000061
368,1,0.12994999999999385
368,2,0.083149999999999
368,4,0.06455000000000105
368,8,0.06200000000000126
369,1,0.15609999999999097
369,2,0.09174999999999806
369,4,0.05330000000000101
369,8,0.03920000000000061
370,1,0.13104999999999373
370,2,0.09209999999999802
370,4,0.05390000000000103
370,8,0.054450000000001046
371,1,0.16629999999998984
371,2,0.09634999999999755
371,4,0.06695000000000079
371,8,0.054750000000001055
372,1,0.16639999999998983
372,2,0.08239999999999909
372,4,0.053750000000001026
372,8,0.04750000000000085
373,1,0.12969999999999388
373,2,0.0867499999999986
373,4,0.08104999999999923
373,8,0.04625000000000081
374,1,0.14614999999999206
374,2,0.12004999999999494
374,4,0.07534999999999986
374,8,0.04620000000000081
375,1,0.14429999999999227
375,2,0.07729999999999965
375,4,0.056800000000001113
375,8,0.06115000000000124
376,1,0.12514999999999438
376,2,0.09104999999999813
376,4,0.06995000000000046
376,8,0.05080000000000094
377,1,0.1340499999999934
377,2,0.09544999999999765
377,4,0.06380000000000113
377,8,0.051600000000000965
378,1,0.1502999999999916
378,2,0.08089999999999925
378,4,0.05610000000000109
378,8,0.03930000000000061
379,1,0.1322999999999936
379,2,0.09979999999999717
379,4,0.07784999999999959
379,8,0.04340000000000073
382,1,0.11894999999999506
382,2,0.07330000000000009
382,4,0.06195000000000126
382,8,0.042850000000000714
383,1,0.12194999999999473
383,2,0.08934999999999832
383,4,0.06580000000000091
383,8,0.047050000000000834
380,1,0.146849999999992
380,2,0.07764999999999961
380,4,0.04830000000000087
380,8,0.04445000000000076
381,1,0.13814999999999295
381,2,0.09519999999999768
381,4,0.06840000000000063
381,8,0.054450000000001046
384,1,0.12484999999999441
384,2,0.08544999999999875
384,4,0.06825000000000064
384,8,0.05135000000000096
385,1,0.12599999999999428
385,2,0.09429999999999777
385,4,0.05880000000000117
385,8,0.04550000000000079
386,1,0.15064999999999157
386,2,0.1204499999999949
386,4,0.08264999999999906
386,8,0.052800000000001
387,1,0.11609999999999537
387,2,0.08734999999999854
387,4,0.05330000000000101
387,8,0.04275000000000071
388,1,0.14879999999999177
388,2,0.11664999999999531
388,4,0.09214999999999801
388,8,0.08019999999999933
389,1,0.14289999999999242
389,2,0.08334999999999898
389,4,0.05135000000000096
389,8,0.044650000000000765
390,1,0.11459999999999554
390,2,0.0804999999999993
390,4,0.06295000000000123
390,8,0.04340000000000073
391,1,0.13249999999999357
391,2,0.09564999999999763
391,4,0.09089999999999815
391,8,0.05330000000000101
392,1,0.10544999999999655
392,2,0.07165000000000027
392,4,0.05450000000000105
392,8,0.048850000000000886
393,1,0.1303499999999938
393,2,0.08534999999999876
393,4,0.06355000000000116
393,8,0.05485000000000106
394,1,0.13019999999999382
394,2,0.09364999999999785
394,4,0.07015000000000043
394,8,0.044950000000000774
395,1,0.18319999999998798
395,2,0.07794999999999958
395,4,0.05540000000000107
395,8,0.04515000000000078
396,1,0.12199999999999472
396,2,0.10704999999999637
396,4,0.053700000000001025
396,8,0.04895000000000089
397,1,0.1230999999999946
397,2,0.09569999999999762
397,4,0.05080000000000094
397,8,0.040450000000000645
398,1,0.12814999999999405
398,2,0.10334999999999678
398,4,0.06255000000000127
398,8,0.041500000000000675
399,1,0.1785999999999885
399,2,0.13149999999999368
399,4,0.09194999999999803
399,8,0.06725000000000075
400,1,0.13164999999999366
400,2,0.0859499999999987
400,4,0.06965000000000049
400,8,0.04210000000000069
401,1,0.15189999999999143
401,2,0.10424999999999668
401,4,0.059350000000001187
401,8,0.044650000000000765
404,1,0.14069999999999266
404,2,0.08579999999999871
404,4,0.05120000000000095
404,8,0.03965000000000062
405,1,0.16099999999999043
405,2,0.12114999999999482
405,4,0.06840000000000063
405,8,0.05005000000000092
402,1,0.15069999999999156
402,2,0.10539999999999655
402,4,0.06530000000000097
402,8,0.0493000000000009
403,1,0.146699999999992
403,2,0.10999999999999605
403,4,0.08324999999999899
403,8,0.06200000000000126
408,1,0.10889999999999617
408,2,0.09379999999999783
408,4,0.06095000000000123
408,8,0.04330000000000073
409,1,0.1476999999999919
409,2,0.09349999999999786
409,4,0.06525000000000097
409,8,0.05075000000000094
406,1,0.1430499999999924
406,2,0.11269999999999575
406,4,0.07839999999999953
406,8,0.05140000000000096
407,1,0.15274999999999134
407,2,0.08509999999999879
407,4,0.07994999999999935
407,8,0.060300000000001214
410,1,0.11614999999999537
410,2,0.08454999999999885
410,4,0.06295000000000123
410,8,0.06260000000000127
411,1,0.13644999999999313
411,2,0.0803999999999993
411,4,0.06730000000000075
411,8,0.05700000000000112
412,1,0.14544999999999214
412,2,0.11084999999999595
412,4,0.05395000000000103
412,8,0.04480000000000077
413,1,0.15264999999999135
413,2,0.10639999999999644
413,4,0.0563000000000011
413,8,0.04025000000000064
414,1,0.16054999999999048
414,2,0.08634999999999865
414,4,0.05815000000000115
414,8,0.04490000000000077
415,1,0.13169999999999366
415,2,0.08234999999999909
415,4,0.05905000000000118
415,8,0.05030000000000093
416,1,0.1295499999999939
416,2,0.0641000000000011
416,4,0.054800000000001056
416,8,0.054800000000001056
417,1,0.13379999999999342
417,2,0.11654999999999532
417,4,0.07579999999999981
417,8,0.048450000000000874
418,1,0.137649999999993
418,2,0.09384999999999782
418,4,0.058950000000001175
418,8,0.045350000000000786
419,1,0.1367999999999931
419,2,0.09939999999999721
419,4,0.07115000000000032
419,8,0.07454999999999995
420,1,0.1302999999999938
420,2,0.08079999999999926
420,4,0.055100000000001065
420,8,0.041500000000000675
421,1,0.1293999999999939
421,2,0.07944999999999941
421,4,0.06420000000000109
421,8,0.05910000000000118
422,1,0.13989999999999275
422,2,0.07884999999999948
422,4,0.06110000000000124
422,8,0.04165000000000068
423,1,0.1440499999999923
423,2,0.09019999999999823
423,4,0.06940000000000052
423,8,0.04660000000000082
426,1,0.1149499999999955
426,2,0.07000000000000045
426,4,0.05705000000000112
426,8,0.04660000000000082
427,1,0.1366499999999931
427,2,0.07325000000000009
427,4,0.06270000000000125
427,8,0.044600000000000764
424,1,0.1620499999999903
424,2,0.08799999999999847
424,4,0.06730000000000075
424,8,0.0494000000000009
425,1,0.14344999999999236
425,2,0.10464999999999663
425,4,0.059600000000001194
425,8,0.04210000000000069
428,1,0.15249999999999136
428,2,0.0732000000000001
428,4,0.07819999999999955
428,8,0.04905000000000089
429,1,0.1513499999999915
429,2,0.0885999999999984
429,4,0.0758999999999998
429,8,0.046750000000000826
430,1,0.13184999999999364
430,2,0.07784999999999959
430,4,0.06190000000000126
430,8,0.045350000000000786
431,1,0.1449999999999922
431,2,0.10504999999999659
431,4,0.06280000000000124
431,8,0.05345000000000102
432,1,0.13539999999999325
432,2,0.0750499999999999
432,4,0.05850000000000116
432,8,0.05460000000000105
433,1,0.15464999999999113
433,2,0.12869999999999399
433,4,0.07569999999999982
433,8,0.05310000000000101
434,1,0.13169999999999366
434,2,0.09889999999999727
434,4,0.05770000000000114
434,8,0.040100000000000635
435,1,0.12349999999999456
435,2,0.10004999999999714
435,4,0.06450000000000106
435,8,0.055450000000001075
436,1,0.15874999999999068
436,2,0.08104999999999923
436,4,0.06700000000000078
436,8,0.050550000000000934
437,1,0.1203999999999949
437,2,0.12484999999999441
437,4,0.0785999999999995
437,8,0.050250000000000926
438,1,0.1603999999999905
438,2,0.09834999999999733
438,4,0.09744999999999743
438,8,0.07360000000000005
439,1,0.13734999999999303
439,2,0.07340000000000008
439,4,0.05870000000000117
439,8,0.04730000000000084
440,1,0.12824999999999404
440,2,0.08009999999999934
440,4,0.05490000000000106
440,8,0.04155000000000068
441,1,0.1339499999999934
441,2,0.11669999999999531
441,4,0.06545000000000095
441,8,0.050600000000000936
442,1,0.13334999999999347
442,2,0.0912999999999981
442,4,0.060700000000001225
442,8,0.045300000000000784
443,1,0.10574999999999651
443,2,0.0904499999999982
443,4,0.08639999999999864
443,8,0.06610000000000088
444,1,0.12294999999999462
444,2,0.0687000000000006
444,4,0.059250000000001184
444,8,0.043600000000000735
445,1,0.14699999999999197
445,2,0.1094999999999961
445,4,0.06020000000000121
445,8,0.044300000000000755
446,1,0.12329999999999458
446,2,0.0804499999999993
446,4,0.05805000000000115
446,8,0.04540000000000079
447,1,0.14889999999999176
447,2,0.12609999999999427
447,4,0.09399999999999781
447,8,0.06230000000000127
448,1,0.1313499999999937
448,2,0.08109999999999923
448,4,0.053750000000001026
448,8,0.04735000000000084
449,1,0.1340999999999934
449,2,0.07210000000000022
449,4,0.06910000000000055
449,8,0.04450000000000076
450,1,0.12279999999999464
450,2,0.06375000000000114
450,4,0.06705000000000078
450,8,0.03995000000000063
451,1,0.13264999999999355
451,2,0.0940499999999978
451,4,0.06055000000000122
451,8,0.04210000000000069
452,1,0.12634999999999424
452,2,0.09559999999999763
452,4,0.05430000000000104
452,8,0.044300000000000755
453,1,0.12099999999999483
453,2,0.07529999999999987
453,4,0.058250000000001155
453,8,0.04470000000000077
454,1,0.12269999999999465
454,2,0.07759999999999961
454,4,0.05695000000000112
454,8,0.04155000000000068
455,1,0.15249999999999136
455,2,0.0804999999999993
455,4,0.048150000000000866
455,8,0.0459500000000008
456,1,0.13184999999999364
456,2,0.07904999999999945
456,4,0.07809999999999956
456,8,0.053050000000001006
457,1,0.12514999999999438
457,2,0.08729999999999855
457,4,0.05845000000000116
457,8,0.04665000000000082
458,1,0.14839999999999182
458,2,0.10759999999999631
458,4,0.07115000000000032
458,8,0.04865000000000088
459,1,0.1431499999999924
459,2,0.09979999999999717
459,4,0.06385000000000113
459,8,0.052300000000000985
460,1,0.14544999999999214
460,2,0.10424999999999668
460,4,0.08339999999999897
460,8,0.0493500000000009
461,1,0.13204999999999362
461,2,0.08854999999999841
461,4,0.06655000000000083
461,8,0.037300000000000555
462,1,0.13109999999999372
462,2,0.10609999999999647
462,4,0.06005000000000121
462,8,0.04155000000000068
463,1,0.1430999999999924
463,2,0.10569999999999652
463,4,0.06765000000000071
463,8,0.05155000000000096
464,1,0.1431999999999924
464,2,0.09564999999999763
464,4,0.07375000000000004
464,8,0.05915000000000118
465,1,0.12904999999999395
465,2,0.11684999999999529
465,4,0.05745000000000113
465,8,0.04470000000000077
466,1,0.13689999999999308
466,2,0.07060000000000038
466,4,0.05695000000000112
466,8,0.04405000000000075
467,1,0.14534999999999215
467,2,0.0768499999999997
467,4,0.057250000000001126
467,8,0.045650000000000794
468,1,0.17799999999998856
468,2,0.09919999999999723
468,4,0.07434999999999997
468,8,0.05950000000000119
469,1,0.1058499999999965
469,2,0.08214999999999911
469,4,0.05345000000000102
469,8,0.043200000000000724
470,1,0.1185999999999951
470,2,0.08004999999999934
470,4,0.06095000000000123
470,8,0.050600000000000936
471,1,0.13439999999999336
471,2,0.08279999999999904
471,4,0.06345000000000117
471,8,0.04345000000000073
474,1,0.12434999999999446
474,2,0.09609999999999758
474,4,0.06600000000000089
474,8,0.04065000000000065
475,1,0.10394999999999671
475,2,0.0913499999999981
475,4,0.04750000000000085
475,8,0.04765000000000085
472,1,0.16979999999998946
472,2,0.09389999999999782
472,4,0.05770000000000114
472,8,0.04785000000000086
473,1,0.15204999999999141
473,2,0.11964999999999498
473,4,0.05905000000000118
473,8,0.04445000000000076
476,1,0.11749999999999522
476,2,0.08279999999999904
476,4,0.058900000000001174
476,8,0.04060000000000065
477,1,0.12869999999999399
477,2,0.08559999999999873
477,4,0.0659000000000009
477,8,0.0459500000000008
478,1,0.12339999999999457
478,2,0.07210000000000022
478,4,0.06120000000000124
478,8,0.05150000000000096
479,1,0.17834999999998852
479,2,0.0930999999999979
479,4,0.07659999999999972
479,8,0.040800000000000655
480,1,0.10929999999999612
480,2,0.08574999999999872
480,4,0.051950000000000975
480,8,0.048100000000000864
481,1,0.15084999999999155
481,2,0.08204999999999912
481,4,0.056850000000001115
481,8,0.05845000000000116
482,1,0.13249999999999357
482,2,0.08259999999999906
482,4,0.05875000000000117
482,8,0.05780000000000114
483,1,0.1212499999999948
483,2,0.09244999999999798
483,4,0.0686500000000006
483,8,0.05065000000000094
484,1,0.15644999999999093
484,2,0.10939999999999611
484,4,0.06910000000000055
484,8,0.04275000000000071
485,1,0.12969999999999388
485,2,0.10989999999999606
485,4,0.06280000000000124
485,8,0.04660000000000082
486,1,0.1395499999999928
486,2,0.10119999999999701
486,4,0.07609999999999978
486,8,0.0562500000000011
487,1,0.11394999999999561
487,2,0.11104999999999593
487,4,0.07844999999999952
487,8,0.042200000000000695
488,1,0.1249999999999944
488,2,0.0850499999999988
488,4,0.05030000000000093
488,8,0.04755000000000085
489,1,0.1494499999999917
489,2,0.08084999999999926
489,4,0.058600000000001165
489,8,0.049200000000000896
490,1,0.12284999999999463
490,2,0.08554999999999874
490,4,0.07075000000000037
490,8,0.04905000000000089
491,1,0.1631499999999902
491,2,0.08924999999999833
491,4,0.06620000000000087
491,8,0.05520000000000107
492,1,0.13324999999999348
492,2,0.08689999999999859
492,4,0.06550000000000095
492,8,0.06115000000000124
493,1,0.13554999999999323
493,2,0.10834999999999623
493,4,0.05355000000000102
493,8,0.040800000000000655
494,1,0.1258499999999943
494,2,0.07614999999999977
494,4,0.05745000000000113
494,8,0.0492500000000009
495,1,0.13464999999999333
495,2,0.08519999999999878
495,4,0.06445000000000106
495,8,0.04210000000000069
496,1,0.1131499999999957
496,2,0.07689999999999969
496,4,0.06825000000000064
496,8,0.04350000000000073
497,1,0.1276499999999941
497,2,0.09159999999999807
497,4,0.06905000000000056
497,8,0.049550000000000906
498,1,0.12749999999999412
498,2,0.09559999999999763
498,4,0.060000000000001205
498,8,0.057600000000001136
499,1,0.12919999999999393
499,2,0.1003999999999971
499,4,0.052900000000001
499,8,0.04510000000000078
500,1,0.15159999999999146
500,2,0.11759999999999521
500,4,0.059600000000001194
500,8,0.04515000000000078
501,1,0.12149999999999478
501,2,0.09449999999999775
501,4,0.054050000000001035
501,8,0.043900000000000744
502,1,0.14444999999999225
502,2,0.08464999999999884
502,4,0.05775000000000114
502,8,0.04660000000000082
503,1,0.14474999999999222
503,2,0.12839999999999402
503,4,0.06655000000000083
503,8,0.0457500000000008
504,1,0.13419999999999338
504,2,0.0868499999999986
504,4,0.09564999999999763
504,8,0.07604999999999978
505,1,0.14604999999999208
505,2,0.09894999999999726
505,4,0.05320000000000101
505,8,0.04100000000000066
508,1,0.12114999999999482
508,2,0.08379999999999893
508,4,0.06025000000000121
508,8,0.05595000000000109
509,1,0.13819999999999294
509,2,0.08929999999999833
509,4,0.06040000000000122
509,8,0.05840000000000116
506,1,0.14094999999999264
506,2,0.09879999999999728
506,4,0.0598500000000012
506,8,0.04310000000000072
507,1,0.17619999999998875
507,2,0.09894999999999726
507,4,0.07824999999999954
507,8,0.0714000000000003
510,1,0.12509999999999438
510,2,0.08834999999999843
510,4,0.06060000000000122
510,8,0.049150000000000894
511,1,0.12564999999999432
511,2,0.08629999999999866
511,4,0.05665000000000111
511,8,0.04840000000000087
512,1,0.13919999999999283
512,2,0.09979999999999717
512,4,0.05555000000000108
512,8,0.054100000000001036
513,1,0.11544999999999545
513,2,0.07130000000000031
513,4,0.05030000000000093
513,8,0.04630000000000081
514,1,0.1303499999999938
514,2,0.08174999999999916
514,4,0.05215000000000098
514,8,0.051950000000000975
515,1,0.14354999999999235
515,2,0.10384999999999672
515,4,0.05520000000000107
515,8,0.04755000000000085
516,1,0.19074999999998715
516,2,0.1357999999999932
516,4,0.10329999999999678
516,8,0.06510000000000099
517,1,0.1531999999999913
517,2,0.08654999999999863
517,4,0.07924999999999943
517,8,0.05590000000000109
518,1,0.15929999999999062
518,2,0.09809999999999736
518,4,0.07395000000000002
518,8,0.06010000000000121
519,1,0.13144999999999368
519,2,0.08284999999999904
519,4,0.05035000000000093
519,8,0.03785000000000057
520,1,0.1457499999999921
520,2,0.10119999999999701
520,4,0.06905000000000056
520,8,0.05460000000000105
521,1,0.1185999999999951
521,2,0.09914999999999724
521,4,0.07115000000000032
521,8,0.07130000000000031
522,1,0.13354999999999345
522,2,0.0804499999999993
522,4,0.05205000000000098
522,8,0.04375000000000074
523,1,0.12709999999999416
523,2,0.10094999999999704
523,4,0.0659000000000009
523,8,0.05215000000000098
524,1,0.13184999999999364
524,2,0.0967499999999975
524,4,0.05425000000000104
524,8,0.042550000000000705
525,1,0.12084999999999485
525,2,0.06445000000000106
525,4,0.05870000000000117
525,8,0.04405000000000075
526,1,0.13604999999999318
526,2,0.06995000000000046
526,4,0.0563500000000011
526,8,0.046350000000000814
527,1,0.11079999999999596
527,2,0.08804999999999846
527,4,0.07290000000000013
527,8,0.052700000000000996
530,1,0.1067499999999964
530,2,0.07544999999999985
530,4,0.057950000000001146
530,8,0.04545000000000079
531,1,0.12999999999999384
531,2,0.10344999999999677
531,4,0.055450000000001075
531,8,0.04380000000000074
528,1,0.11459999999999554
528,2,0.09304999999999791
528,4,0.06850000000000062
528,8,0.057250000000001126
529,1,0.12279999999999464
529,2,0.09569999999999762
529,4,0.052900000000001
529,8,0.04475000000000077
532,1,0.14829999999999183
532,2,0.08814999999999845
532,4,0.06580000000000091
532,8,0.05030000000000093
533,1,0.15449999999999114
533,2,0.083149999999999
533,4,0.05880000000000117
533,8,0.041800000000000684
534,1,0.12559999999999433
534,2,0.07160000000000027
534,4,0.060300000000001214
534,8,0.04140000000000067
535,1,0.1266999999999942
535,2,0.0913999999999981
535,4,0.05250000000000099
535,8,0.04700000000000083
536,1,0.11894999999999506
536,2,0.0877499999999985
536,4,0.059600000000001194
536,8,0.05955000000000119
537,1,0.12789999999999407
537,2,0.09094999999999814
