fabric,P,seed,k,t_sim,opt_time,equal_split_gap,Bstar_Bps,top_used,max_top_contention
3tier_os4,64,21,1,0.04295000000000072,0.04294967296,7.614493386709498e-06,1562500000.0,111,2
3tier_os4,64,21,2,0.03225000000000041,0.03221225472,0.0011717677116520608,2083333333.3333333,217,3
3tier_os4,64,21,4,0.01614999999999995,0.01073741824,0.5040859580039931,6250000000.0,408,3
3tier_os4,64,21,8,0.01614999999999995,0.007198269211173185,1.2435948873559561,9322916666.666666,721,6
2tier,64,21,1,0.01614999999999995,0.01610612736,0.002723972002661945,4166666666.6666665,107,3
2tier,64,21,2,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,163,4
2tier,64,21,4,0.008099999999999979,0.007158278826666666,0.1315569281578035,9375000000.0,226,6
2tier,64,21,8,0.007399999999999983,0.005983700567182662,0.23669289880328437,11215277777.777779,250,11
3tier_nb,16,24,1,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,27,2
3tier_nb,16,24,2,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,55,2
3tier_nb,16,24,4,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,108,2
3tier_nb,16,24,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,207,3
3tier_os2,16,24,1,0.021500000000000102,0.02147483648,0.0011717677116442893,3125000000.0,27,2
3tier_os2,16,24,2,0.010749999999999963,0.007158278826666666,0.501757651567454,9375000000.0,55,2
3tier_os2,16,24,4,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,108,2
3tier_os2,16,24,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,207,3
3tier_os4,16,24,1,0.04295000000000072,0.04294967296,7.614493386709498e-06,1562500000.0,27,2
3tier_os4,16,24,2,0.021500000000000102,0.014316557653333332,0.5017576515674664,4687500000.0,55,2
3tier_os4,16,24,4,0.010749999999999963,0.007158278826666666,0.501757651567454,9375000000.0,108,2
3tier_os4,16,24,8,0.008099999999999979,0.0056021312556521746,0.4458782970905264,11979166666.666666,207,3
2tier,16,24,1,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,29,2
2tier,16,24,2,0.008099999999999979,0.00805306368,0.005828380584714132,8333333333.333333,48,3
2tier,16,24,4,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,81,4
2tier,16,24,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,125,6
3tier_nb,64,24,1,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,116,2
3tier_nb,64,24,2,0.008099999999999979,0.00805306368,0.005828380584714132,8333333333.333333,220,2
3tier_nb,64,24,4,0.006749999999999987,0.006316128376470588,0.0686926543712596,10625000000.0,417,3
3tier_nb,64,24,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,737,4
3tier_os2,64,24,1,0.021500000000000102,0.02147483648,0.0011717677116442893,3125000000.0,116,2
3tier_os2,64,24,2,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,220,2
3tier_os2,64,24,4,0.008099999999999979,0.006442450944,0.25728547573089267,10416666666.666666,417,3
3tier_os2,64,24,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,737,4
3tier_os4,64,24,1,0.04295000000000072,0.04294967296,7.614493386709498e-06,1562500000.0,116,2
3tier_os4,64,24,2,0.021500000000000102,0.02147483648,0.0011717677116442893,3125000000.0,220,2
3tier_os4,64,24,4,0.01614999999999995,0.01073741824,0.5040859580039931,6250000000.0,417,3
3tier_os4,64,24,8,0.010749999999999963,0.00696481183135135,0.5434731418887724,9635416666.666668,737,4
2tier,64,24,1,0.01614999999999995,0.01610612736,0.002723972002661945,4166666666.6666665,98,3
2tier,64,24,2,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,152,4
2tier,64,24,4,0.009399999999999971,0.007158278826666666,0.3131648302078207,9375000000.0,214,7
2tier,64,24,8,0.006049999999999991,0.005769359054328358,0.048643348945510256,11631944444.444445,247,9
3tier_nb,16,26,1,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,32,1
3tier_nb,16,26,2,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,64,1
3tier_nb,16,26,4,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,122,2
3tier_nb,16,26,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,222,3
3tier_os2,16,26,1,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,32,1
3tier_os2,16,26,2,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,64,1
3tier_os2,16,26,4,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,122,2
3tier_os2,16,26,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,222,3
3tier_os4,16,26,1,0.021500000000000102,0.02147483648,0.0011717677116442893,3125000000.0,32,1
3tier_os4,16,26,2,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,64,1
3tier_os4,16,26,4,0.010749999999999963,0.007158278826666666,0.501757651567454,9375000000.0,122,2
3tier_os4,16,26,8,0.008099999999999979,0.006135667565714287,0.320149749517437,10937499999.999998,222,3
2tier,16,26,1,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,29,2
2tier,16,26,2,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,52,2
2tier,16,26,4,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,86,4
2tier,16,26,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,118,6
3tier_nb,64,26,1,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,119,2
3tier_nb,64,26,2,0.008099999999999979,0.00805306368,0.005828380584714132,8333333333.333333,227,2
3tier_nb,64,26,4,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,416,3
3tier_nb,64,26,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,735,4
3tier_os2,64,26,1,0.021500000000000102,0.02147483648,0.0011717677116442893,3125000000.0,119,2
3tier_os2,64,26,2,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,227,2
3tier_os2,64,26,4,0.008099999999999979,0.006442450944,0.25728547573089267,10416666666.666666,416,3
3tier_os2,64,26,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,735,4
3tier_os4,64,26,1,0.04295000000000072,0.04294967296,7.614493386709498e-06,1562500000.0,119,2
3tier_os4,64,26,2,0.021500000000000102,0.02147483648,0.0011717677116442893,3125000000.0,227,2
3tier_os4,64,26,4,0.01614999999999995,0.01171354717090909,0.3787454615036603,5729166666.666667,416,3
3tier_os4,64,26,8,0.010749999999999963,0.0073628010788571435,0.4600421612461356,9114583333.333332,735,4
2tier,64,26,1,0.01614999999999995,0.01610612736,0.002723972002661945,4166666666.6666665,99,3
2tier,64,26,2,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,160,4
2tier,64,26,4,0.008099999999999979,0.00805306368,0.005828380584714132,8333333333.333333,221,6
2tier,64,26,8,0.006749999999999987,0.0059652323555555555,0.13155692815780418,11250000000.0,253,10
3tier_nb,16,27,1,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,27,2
3tier_nb,16,27,2,0.008099999999999979,0.00805306368,0.005828380584714132,8333333333.333333,55,2
3tier_nb,16,27,4,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,108,2
3tier_nb,16,27,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,204,4
3tier_os2,16,27,1,0.021500000000000102,0.02147483648,0.0011717677116442893,3125000000.0,27,2
3tier_os2,16,27,2,0.010749999999999963,0.00920350134857143,0.1680337289969085,7291666666.666666,55,2
3tier_os2,16,27,4,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,108,2
3tier_os2,16,27,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,204,4
3tier_os4,16,27,1,0.04295000000000072,0.04294967296,7.614493386709498e-06,1562500000.0,27,2
3tier_os4,16,27,2,0.021500000000000102,0.014316557653333332,0.5017576515674664,4687500000.0,55,2
3tier_os4,16,27,4,0.010749999999999963,0.007158278826666666,0.501757651567454,9375000000.0,108,2
3tier_os4,16,27,8,0.010749999999999963,0.006135667565714285,0.752050593495363,10937500000.0,204,4
2tier,16,27,1,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,29,2
2tier,16,27,2,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,54,2
2tier,16,27,4,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,97,3
2tier,16,27,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,141,5
3tier_nb,64,27,1,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,118,1
3tier_nb,64,27,2,0.008099999999999979,0.00805306368,0.005828380584714132,8333333333.333333,226,3
3tier_nb,64,27,4,0.006749999999999987,0.006316128376470588,0.0686926543712596,10625000000.0,409,3
3tier_nb,64,27,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,730,4
3tier_os2,64,27,1,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,118,1
3tier_os2,64,27,2,0.01614999999999995,0.01073741824,0.5040859580039931,6250000000.0,226,3
3tier_os2,64,27,4,0.008099999999999979,0.007002664069565217,0.15670263767242143,9583333333.333334,409,3
3tier_os2,64,27,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,730,4
3tier_os4,64,27,1,0.021500000000000102,0.02147483648,0.0011717677116442893,3125000000.0,118,1
3tier_os4,64,27,2,0.03225000000000041,0.02147483648,0.5017576515674782,3125000000.0,226,3
3tier_os4,64,27,4,0.01614999999999995,0.01073741824,0.5040859580039931,6250000000.0,409,3
3tier_os4,64,27,8,0.010749999999999963,0.006964811831351352,0.5434731418887719,9635416666.666666,730,4
2tier,64,27,1,0.01614999999999995,0.01610612736,0.002723972002661945,4166666666.6666665,103,3
2tier,64,27,2,0.013449999999999946,0.0134217728,0.002103090286250886,5000000000.0,156,5
2tier,64,27,4,0.012099999999999955,0.00920350134857143,0.31471703449884547,7291666666.666666,215,9
2tier,64,27,8,0.008749999999999975,0.006749234322285715,0.296443356709043,9943181818.181816,250,13
3tier_nb,16,29,1,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,28,1
3tier_nb,16,29,2,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,56,1
3tier_nb,16,29,4,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,108,2
3tier_nb,16,29,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,206,3
3tier_os2,16,29,1,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,28,1
3tier_os2,16,29,2,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,56,1
3tier_os2,16,29,4,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,108,2
3tier_os2,16,29,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,206,3
3tier_os4,16,29,1,0.021500000000000102,0.02147483648,0.0011717677116442893,3125000000.0,28,1
3tier_os4,16,29,2,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,56,1
3tier_os4,16,29,4,0.010749999999999963,0.007158278826666666,0.501757651567454,9375000000.0,108,2
3tier_os4,16,29,8,0.008099999999999979,0.005856773585454546,0.3830140233039818,11458333333.333332,206,3
2tier,16,29,1,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,28,1
2tier,16,29,2,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,52,2
2tier,16,29,4,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,80,4
2tier,16,29,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,119,6
3tier_nb,64,29,1,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,116,2
3tier_nb,64,29,2,0.008099999999999979,0.00805306368,0.005828380584714132,8333333333.333333,216,3
3tier_nb,64,29,4,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,407,3
3tier_nb,64,29,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,730,5
3tier_os2,64,29,1,0.021500000000000102,0.02147483648,0.0011717677116442893,3125000000.0,116,2
3tier_os2,64,29,2,0.01614999999999995,0.012884901888,0.25340496500332743,5208333333.333333,216,3
3tier_os2,64,29,4,0.008099999999999979,0.006442450944,0.25728547573089267,10416666666.666666,407,3
3tier_os2,64,29,8,0.006749999999999987,0.005651272757894737,0.19442120194434875,11875000000.0,730,5
3tier_os4,64,29,1,0.04295000000000072,0.04294967296,7.614493386709498e-06,1562500000.0,116,2
3tier_os4,64,29,2,0.03225000000000041,0.025769803776,0.251464709639565,2604166666.6666665,216,3
3tier_os4,64,29,4,0.01614999999999995,0.011713547170909092,0.3787454615036603,5729166666.666666,407,3
3tier_os4,64,29,8,0.013449999999999946,0.007002664069565219,0.9206975897153138,9583333333.333332,730,5
2tier,64,29,1,0.01614999999999995,0.01610612736,0.002723972002661945,4166666666.6666665,97,3
2tier,64,29,2,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,158,4
2tier,64,29,4,0.008099999999999979,0.007320966981818182,0.10641121864318559,9166666666.666666,220,6
2tier,64,29,8,0.006749999999999987,0.0059652323555555555,0.13155692815780418,11250000000.0,252,10
3tier_nb,16,28,1,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,30,1
3tier_nb,16,28,2,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,58,2
3tier_nb,16,28,4,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,116,2
3tier_nb,16,28,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,228,2
3tier_os2,16,28,1,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,30,1
3tier_os2,16,28,2,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,58,2
3tier_os2,16,28,4,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,116,2
3tier_os2,16,28,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,228,2
3tier_os4,16,28,1,0.021500000000000102,0.02147483648,0.0011717677116442893,3125000000.0,30,1
3tier_os4,16,28,2,0.021500000000000102,0.02147483648,0.0011717677116442893,3125000000.0,58,2
3tier_os4,16,28,4,0.010749999999999963,0.007158278826666666,0.501757651567454,9375000000.0,116,2
3tier_os4,16,28,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,228,2
2tier,16,28,1,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,29,2
2tier,16,28,2,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,53,2
2tier,16,28,4,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,87,4
2tier,16,28,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,129,6
3tier_nb,64,28,1,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,115,2
3tier_nb,64,28,2,0.008099999999999979,0.00805306368,0.005828380584714132,8333333333.333333,222,2
3tier_nb,64,28,4,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,418,3
3tier_nb,64,28,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,736,5
3tier_os2,64,28,1,0.021500000000000102,0.02147483648,0.0011717677116442893,3125000000.0,115,2
3tier_os2,64,28,2,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,222,2
3tier_os2,64,28,4,0.008099999999999979,0.006442450944,0.25728547573089267,10416666666.666666,418,3
3tier_os2,64,28,8,0.006749999999999987,0.005651272757894737,0.19442120194434875,11875000000.0,736,5
3tier_os4,64,28,1,0.04295000000000072,0.04294967296,7.614493386709498e-06,1562500000.0,115,2
3tier_os4,64,28,2,0.021500000000000102,0.02147483648,0.0011717677116442893,3125000000.0,222,2
3tier_os4,64,28,4,0.01614999999999995,0.011713547170909092,0.3787454615036603,5729166666.666666,418,3
3tier_os4,64,28,8,0.013449999999999946,0.007002664069565217,0.9206975897153142,9583333333.333334,736,5
2tier,64,28,1,0.01614999999999995,0.01610612736,0.002723972002661945,4166666666.6666665,104,3
2tier,64,28,2,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,159,4
2tier,64,28,4,0.008099999999999979,0.007158278826666666,0.1315569281578035,9375000000.0,215,6
2tier,64,28,8,0.006049999999999991,0.005856773585454545,0.03299195567766677,11458333333.333334,241,9
3tier_nb,16,31,1,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,32,1
3tier_nb,16,31,2,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,63,2
3tier_nb,16,31,4,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,123,2
3tier_nb,16,31,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,236,3
3tier_os2,16,31,1,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,32,1
3tier_os2,16,31,2,0.010749999999999963,0.007158278826666666,0.501757651567454,9375000000.0,63,2
3tier_os2,16,31,4,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,123,2
3tier_os2,16,31,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,236,3
3tier_os4,16,31,1,0.021500000000000102,0.02147483648,0.0011717677116442893,3125000000.0,32,1
3tier_os4,16,31,2,0.021500000000000102,0.014316557653333332,0.5017576515674664,4687500000.0,63,2
3tier_os4,16,31,4,0.010749999999999963,0.007158278826666666,0.501757651567454,9375000000.0,123,2
3tier_os4,16,31,8,0.008099999999999979,0.005856773585454546,0.3830140233039818,11458333333.333332,236,3
2tier,16,31,1,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,32,1
2tier,16,31,2,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,60,2
2tier,16,31,4,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,98,3
2tier,16,31,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,151,4
3tier_nb,64,31,1,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,114,2
3tier_nb,64,31,2,0.008099999999999979,0.00805306368,0.005828380584714132,8333333333.333333,220,3
3tier_nb,64,31,4,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,415,3
3tier_nb,64,31,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,749,5
3tier_os2,64,31,1,0.021500000000000102,0.02147483648,0.0011717677116442893,3125000000.0,114,2
3tier_os2,64,31,2,0.01614999999999995,0.01073741824,0.5040859580039931,6250000000.0,220,3
3tier_os2,64,31,4,0.008099999999999979,0.006442450944,0.25728547573089267,10416666666.666666,415,3
3tier_os2,64,31,8,0.006749999999999987,0.005506368328205128,0.22585333883762115,12187500000.0,749,5
3tier_os4,64,31,1,0.04295000000000072,0.04294967296,7.614493386709498e-06,1562500000.0,114,2
3tier_os4,64,31,2,0.03225000000000041,0.02147483648,0.5017576515674782,3125000000.0,220,3
3tier_os4,64,31,4,0.01614999999999995,0.009911462990769232,0.6294264545043258,6770833333.333333,415,3
3tier_os4,64,31,8,0.013449999999999946,0.006710886400000001,1.0042061805725013,9999999999.999998,749,5
2tier,64,31,1,0.01614999999999995,0.01610612736,0.002723972002661945,4166666666.6666665,101,3
2tier,64,31,2,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,153,4
2tier,64,31,4,0.009399999999999971,0.007297274532038835,0.28815216677529065,9196428571.428572,206,7
2tier,64,31,8,0.008099999999999979,0.006442450944,0.25728547573089267,10416666666.666666,240,12
3tier_nb,16,32,1,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,32,1
3tier_nb,16,32,2,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,64,1
3tier_nb,16,32,4,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,125,2
3tier_nb,16,32,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,242,2
3tier_os2,16,32,1,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,32,1
3tier_os2,16,32,2,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,64,1
3tier_os2,16,32,4,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,125,2
3tier_os2,16,32,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,242,2
3tier_os4,16,32,1,0.021500000000000102,0.02147483648,0.0011717677116442893,3125000000.0,32,1
3tier_os4,16,32,2,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,64,1
3tier_os4,16,32,4,0.010749999999999963,0.007158278826666666,0.501757651567454,9375000000.0,125,2
3tier_os4,16,32,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,242,2
2tier,16,32,1,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,31,2
2tier,16,32,2,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,58,2
2tier,16,32,4,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,92,2
2tier,16,32,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,125,6
3tier_nb,64,32,1,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,120,2
3tier_nb,64,32,2,0.008099999999999979,0.00805306368,0.005828380584714132,8333333333.333333,229,3
3tier_nb,64,32,4,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,440,3
3tier_nb,64,32,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,752,4
3tier_os2,64,32,1,0.021500000000000102,0.02147483648,0.0011717677116442893,3125000000.0,120,2
3tier_os2,64,32,2,0.01614999999999995,0.012884901888,0.25340496500332743,5208333333.333333,229,3
3tier_os2,64,32,4,0.008099999999999979,0.005856773585454546,0.3830140233039818,11458333333.333332,440,3
3tier_os2,64,32,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,752,4
3tier_os4,64,32,1,0.04295000000000072,0.04294967296,7.614493386709498e-06,1562500000.0,120,2
3tier_os4,64,32,2,0.03225000000000041,0.025769803776,0.251464709639565,2604166666.6666665,229,3
3tier_os4,64,32,4,0.01614999999999995,0.011713547170909092,0.3787454615036603,5729166666.666666,440,3
3tier_os4,64,32,8,0.010749999999999963,0.007579354051764706,0.41832667092481746,8854166666.666666,752,4
2tier,64,32,1,0.01614999999999995,0.01610612736,0.002723972002661945,4166666666.6666665,102,3
2tier,64,32,2,0.013449999999999946,0.010066329600000002,0.33613745371500103,6666666666.666666,162,5
2tier,64,32,4,0.009399999999999971,0.007643585865762713,0.2297892854327208,8779761904.761904,212,7
2tier,64,32,8,0.008749999999999975,0.006646973196190476,0.3163886391199515,10096153846.153847,240,13
3tier_nb,16,33,1,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,32,1
3tier_nb,16,33,2,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,62,2
3tier_nb,16,33,4,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,120,2
3tier_nb,16,33,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,229,3
3tier_os2,16,33,1,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,32,1
3tier_os2,16,33,2,0.010749999999999963,0.007158278826666666,0.501757651567454,9375000000.0,62,2
3tier_os2,16,33,4,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,120,2
3tier_os2,16,33,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,229,3
3tier_os4,16,33,1,0.021500000000000102,0.02147483648,0.0011717677116442893,3125000000.0,32,1
3tier_os4,16,33,2,0.021500000000000102,0.014316557653333332,0.5017576515674664,4687500000.0,62,2
3tier_os4,16,33,4,0.010749999999999963,0.007158278826666666,0.501757651567454,9375000000.0,120,2
3tier_os4,16,33,8,0.008099999999999979,0.0056021312556521746,0.4458782970905264,11979166666.666666,229,3
2tier,16,33,1,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,31,2
2tier,16,33,2,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,56,2
2tier,16,33,4,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,90,4
2tier,16,33,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,130,6
3tier_nb,64,33,1,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,125,2
3tier_nb,64,33,2,0.008099999999999979,0.006442450944,0.25728547573089267,10416666666.666666,243,2
3tier_nb,64,33,4,0.006749999999999987,0.0059652323555555555,0.13155692815780418,11250000000.0,435,3
3tier_nb,64,33,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,757,5
3tier_os2,64,33,1,0.021500000000000102,0.02147483648,0.0011717677116442893,3125000000.0,125,2
3tier_os2,64,33,2,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,243,2
3tier_os2,64,33,4,0.008099999999999979,0.006442450944,0.25728547573089267,10416666666.666666,435,3
3tier_os2,64,33,8,0.006749999999999987,0.005651272757894737,0.19442120194434875,11875000000.0,757,5
3tier_os4,64,33,1,0.04295000000000072,0.04294967296,7.614493386709498e-06,1562500000.0,125,2
3tier_os4,64,33,2,0.021500000000000102,0.02147483648,0.0011717677116442893,3125000000.0,243,2
3tier_os4,64,33,4,0.01614999999999995,0.01073741824,0.5040859580039931,6250000000.0,435,3
3tier_os4,64,33,8,0.013449999999999946,0.008647585159731543,0.5553475047151186,7760416666.666667,757,5
2tier,64,33,1,0.01614999999999995,0.01610612736,0.002723972002661945,4166666666.6666665,97,3
2tier,64,33,2,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,148,4
2tier,64,33,4,0.009399999999999971,0.00939524096,0.0005065373011965413,7142857142.857142,207,7
2tier,64,33,8,0.008099999999999979,0.006947741214117647,0.16584653204137334,9659090909.09091,242,12
3tier_nb,16,34,1,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,28,1
3tier_nb,16,34,2,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,56,1
3tier_nb,16,34,4,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,109,2
3tier_nb,16,34,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,203,2
3tier_os2,16,34,1,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,28,1
3tier_os2,16,34,2,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,56,1
3tier_os2,16,34,4,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,109,2
3tier_os2,16,34,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,203,2
3tier_os4,16,34,1,0.021500000000000102,0.02147483648,0.0011717677116442893,3125000000.0,28,1
3tier_os4,16,34,2,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,56,1
3tier_os4,16,34,4,0.010749999999999963,0.007158278826666666,0.501757651567454,9375000000.0,109,2
3tier_os4,16,34,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,203,2
2tier,16,34,1,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,28,2
2tier,16,34,2,0.008099999999999979,0.00805306368,0.005828380584714132,8333333333.333333,54,3
2tier,16,34,4,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,80,4
2tier,16,34,8,0.005399999999999995,0.00536870912,0.005828380584715909,12500000000.0,113,5
3tier_nb,64,34,1,0.010749999999999963,0.01073741824,0.0011717677116360736,6250000000.0,115,2
3tier_nb,64,34,2,0.008099999999999979,0.00805306368,0.005828380584714132,8333333333.333333,224,2
3tier_nb,64,34,4,0.006749999999999987,0.0059652323555555555,0.13155692815780418,11250000000.0,417,3
