pair_id,arm_id,sample_id,family,runner,policy,placement_policy,fabric,ring_size,k,affected_fraction,congestion_model,arrival_rate_fps,frozen_method,legacy_time_s,maxmin_time_s,maxmin_over_legacy,maxmin_delta_pct,campaign_use
a028_equal_3tier_os4_p16_k8__s061,equal_3tier_os4_p16_k8,61,static_split,simple,equal,,3tier_os4,16,8,,,,,0.008099999999999979,0.008099999999999979,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s062,equal_3tier_os4_p16_k8,62,static_split,simple,equal,,3tier_os4,16,8,,,,,0.008099999999999979,0.008099999999999979,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s063,equal_3tier_os4_p16_k8,63,static_split,simple,equal,,3tier_os4,16,8,,,,,0.010749999999999963,0.010749999999999963,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s064,equal_3tier_os4_p16_k8,64,static_split,simple,equal,,3tier_os4,16,8,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s065,equal_3tier_os4_p16_k8,65,static_split,simple,equal,,3tier_os4,16,8,,,,,0.008099999999999979,0.008099999999999979,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s066,equal_3tier_os4_p16_k8,66,static_split,simple,equal,,3tier_os4,16,8,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s067,equal_3tier_os4_p16_k8,67,static_split,simple,equal,,3tier_os4,16,8,,,,,0.008099999999999979,0.008099999999999979,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s068,equal_3tier_os4_p16_k8,68,static_split,simple,equal,,3tier_os4,16,8,,,,,0.008099999999999979,0.008099999999999979,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s069,equal_3tier_os4_p16_k8,69,static_split,simple,equal,,3tier_os4,16,8,,,,,0.008099999999999979,0.008099999999999979,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s070,equal_3tier_os4_p16_k8,70,static_split,simple,equal,,3tier_os4,16,8,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s071,equal_3tier_os4_p16_k8,71,static_split,simple,equal,,3tier_os4,16,8,,,,,0.008099999999999979,0.008099999999999979,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s072,equal_3tier_os4_p16_k8,72,static_split,simple,equal,,3tier_os4,16,8,,,,,0.008099999999999979,0.008099999999999979,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s073,equal_3tier_os4_p16_k8,73,static_split,simple,equal,,3tier_os4,16,8,,,,,0.008099999999999979,0.008099999999999979,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s074,equal_3tier_os4_p16_k8,74,static_split,simple,equal,,3tier_os4,16,8,,,,,0.008099999999999979,0.008099999999999979,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s075,equal_3tier_os4_p16_k8,75,static_split,simple,equal,,3tier_os4,16,8,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s076,equal_3tier_os4_p16_k8,76,static_split,simple,equal,,3tier_os4,16,8,,,,,0.008099999999999979,0.008099999999999979,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s077,equal_3tier_os4_p16_k8,77,static_split,simple,equal,,3tier_os4,16,8,,,,,0.008099999999999979,0.008099999999999979,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s078,equal_3tier_os4_p16_k8,78,static_split,simple,equal,,3tier_os4,16,8,,,,,0.008099999999999979,0.008099999999999979,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s079,equal_3tier_os4_p16_k8,79,static_split,simple,equal,,3tier_os4,16,8,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s080,equal_3tier_os4_p16_k8,80,static_split,simple,equal,,3tier_os4,16,8,,,,,0.008099999999999979,0.008099999999999979,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s081,equal_3tier_os4_p16_k8,81,static_split,simple,equal,,3tier_os4,16,8,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s082,equal_3tier_os4_p16_k8,82,static_split,simple,equal,,3tier_os4,16,8,,,,,0.008099999999999979,0.008099999999999979,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s083,equal_3tier_os4_p16_k8,83,static_split,simple,equal,,3tier_os4,16,8,,,,,0.008099999999999979,0.008099999999999979,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s084,equal_3tier_os4_p16_k8,84,static_split,simple,equal,,3tier_os4,16,8,,,,,0.008099999999999979,0.008099999999999979,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s085,equal_3tier_os4_p16_k8,85,static_split,simple,equal,,3tier_os4,16,8,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s086,equal_3tier_os4_p16_k8,86,static_split,simple,equal,,3tier_os4,16,8,,,,,0.008099999999999979,0.008099999999999979,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s087,equal_3tier_os4_p16_k8,87,static_split,simple,equal,,3tier_os4,16,8,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s088,equal_3tier_os4_p16_k8,88,static_split,simple,equal,,3tier_os4,16,8,,,,,0.008099999999999979,0.008099999999999979,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s089,equal_3tier_os4_p16_k8,89,static_split,simple,equal,,3tier_os4,16,8,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s090,equal_3tier_os4_p16_k8,90,static_split,simple,equal,,3tier_os4,16,8,,,,,0.008099999999999979,0.008099999999999979,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s091,equal_3tier_os4_p16_k8,91,static_split,simple,equal,,3tier_os4,16,8,,,,,0.008099999999999979,0.008099999999999979,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s092,equal_3tier_os4_p16_k8,92,static_split,simple,equal,,3tier_os4,16,8,,,,,0.008099999999999979,0.008099999999999979,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s093,equal_3tier_os4_p16_k8,93,static_split,simple,equal,,3tier_os4,16,8,,,,,0.008099999999999979,0.008099999999999979,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s094,equal_3tier_os4_p16_k8,94,static_split,simple,equal,,3tier_os4,16,8,,,,,0.008099999999999979,0.008099999999999979,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s095,equal_3tier_os4_p16_k8,95,static_split,simple,equal,,3tier_os4,16,8,,,,,0.008099999999999979,0.008099999999999979,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s096,equal_3tier_os4_p16_k8,96,static_split,simple,equal,,3tier_os4,16,8,,,,,0.008099999999999979,0.008099999999999979,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s097,equal_3tier_os4_p16_k8,97,static_split,simple,equal,,3tier_os4,16,8,,,,,0.008099999999999979,0.008099999999999979,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s098,equal_3tier_os4_p16_k8,98,static_split,simple,equal,,3tier_os4,16,8,,,,,0.008099999999999979,0.008099999999999979,1.0,0.0,paired_n100_revalidation
a028_equal_3tier_os4_p16_k8__s099,equal_3tier_os4_p16_k8,99,static_split,simple,equal,,3tier_os4,16,8,,,,,0.008099999999999979,0.008099999999999979,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s000,equal_3tier_os4_p16_k16,0,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s001,equal_3tier_os4_p16_k16,1,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s002,equal_3tier_os4_p16_k16,2,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s003,equal_3tier_os4_p16_k16,3,static_split,simple,equal,,3tier_os4,16,16,,,,,0.006749999999999987,0.006749999999999987,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s004,equal_3tier_os4_p16_k16,4,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s005,equal_3tier_os4_p16_k16,5,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s006,equal_3tier_os4_p16_k16,6,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s007,equal_3tier_os4_p16_k16,7,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s008,equal_3tier_os4_p16_k16,8,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s009,equal_3tier_os4_p16_k16,9,static_split,simple,equal,,3tier_os4,16,16,,,,,0.006749999999999987,0.006749999999999987,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s010,equal_3tier_os4_p16_k16,10,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s011,equal_3tier_os4_p16_k16,11,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s012,equal_3tier_os4_p16_k16,12,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s013,equal_3tier_os4_p16_k16,13,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s014,equal_3tier_os4_p16_k16,14,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s015,equal_3tier_os4_p16_k16,15,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s016,equal_3tier_os4_p16_k16,16,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s017,equal_3tier_os4_p16_k16,17,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s018,equal_3tier_os4_p16_k16,18,static_split,simple,equal,,3tier_os4,16,16,,,,,0.006749999999999987,0.006749999999999987,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s019,equal_3tier_os4_p16_k16,19,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s020,equal_3tier_os4_p16_k16,20,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s021,equal_3tier_os4_p16_k16,21,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s022,equal_3tier_os4_p16_k16,22,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s023,equal_3tier_os4_p16_k16,23,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s024,equal_3tier_os4_p16_k16,24,static_split,simple,equal,,3tier_os4,16,16,,,,,0.006749999999999987,0.006749999999999987,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s025,equal_3tier_os4_p16_k16,25,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s026,equal_3tier_os4_p16_k16,26,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s027,equal_3tier_os4_p16_k16,27,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s028,equal_3tier_os4_p16_k16,28,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s029,equal_3tier_os4_p16_k16,29,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s030,equal_3tier_os4_p16_k16,30,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s031,equal_3tier_os4_p16_k16,31,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s032,equal_3tier_os4_p16_k16,32,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s033,equal_3tier_os4_p16_k16,33,static_split,simple,equal,,3tier_os4,16,16,,,,,0.006749999999999987,0.006749999999999987,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s034,equal_3tier_os4_p16_k16,34,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s035,equal_3tier_os4_p16_k16,35,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s036,equal_3tier_os4_p16_k16,36,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s037,equal_3tier_os4_p16_k16,37,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s038,equal_3tier_os4_p16_k16,38,static_split,simple,equal,,3tier_os4,16,16,,,,,0.006749999999999987,0.006749999999999987,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s039,equal_3tier_os4_p16_k16,39,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s040,equal_3tier_os4_p16_k16,40,static_split,simple,equal,,3tier_os4,16,16,,,,,0.006749999999999987,0.006749999999999987,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s041,equal_3tier_os4_p16_k16,41,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s042,equal_3tier_os4_p16_k16,42,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s043,equal_3tier_os4_p16_k16,43,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s044,equal_3tier_os4_p16_k16,44,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s045,equal_3tier_os4_p16_k16,45,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s046,equal_3tier_os4_p16_k16,46,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s047,equal_3tier_os4_p16_k16,47,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s048,equal_3tier_os4_p16_k16,48,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s049,equal_3tier_os4_p16_k16,49,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s050,equal_3tier_os4_p16_k16,50,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s051,equal_3tier_os4_p16_k16,51,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s052,equal_3tier_os4_p16_k16,52,static_split,simple,equal,,3tier_os4,16,16,,,,,0.006749999999999987,0.006749999999999987,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s053,equal_3tier_os4_p16_k16,53,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s054,equal_3tier_os4_p16_k16,54,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s055,equal_3tier_os4_p16_k16,55,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s056,equal_3tier_os4_p16_k16,56,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s057,equal_3tier_os4_p16_k16,57,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s058,equal_3tier_os4_p16_k16,58,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s059,equal_3tier_os4_p16_k16,59,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s060,equal_3tier_os4_p16_k16,60,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s061,equal_3tier_os4_p16_k16,61,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s062,equal_3tier_os4_p16_k16,62,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s063,equal_3tier_os4_p16_k16,63,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s064,equal_3tier_os4_p16_k16,64,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s065,equal_3tier_os4_p16_k16,65,static_split,simple,equal,,3tier_os4,16,16,,,,,0.006749999999999987,0.006749999999999987,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s066,equal_3tier_os4_p16_k16,66,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s067,equal_3tier_os4_p16_k16,67,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s068,equal_3tier_os4_p16_k16,68,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s069,equal_3tier_os4_p16_k16,69,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s070,equal_3tier_os4_p16_k16,70,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s071,equal_3tier_os4_p16_k16,71,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s072,equal_3tier_os4_p16_k16,72,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s073,equal_3tier_os4_p16_k16,73,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s074,equal_3tier_os4_p16_k16,74,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s075,equal_3tier_os4_p16_k16,75,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s076,equal_3tier_os4_p16_k16,76,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s077,equal_3tier_os4_p16_k16,77,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s078,equal_3tier_os4_p16_k16,78,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s079,equal_3tier_os4_p16_k16,79,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s080,equal_3tier_os4_p16_k16,80,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s081,equal_3tier_os4_p16_k16,81,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s082,equal_3tier_os4_p16_k16,82,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s083,equal_3tier_os4_p16_k16,83,static_split,simple,equal,,3tier_os4,16,16,,,,,0.008099999999999979,0.008099999999999979,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s084,equal_3tier_os4_p16_k16,84,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s085,equal_3tier_os4_p16_k16,85,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s086,equal_3tier_os4_p16_k16,86,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s087,equal_3tier_os4_p16_k16,87,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s088,equal_3tier_os4_p16_k16,88,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s089,equal_3tier_os4_p16_k16,89,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s090,equal_3tier_os4_p16_k16,90,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s091,equal_3tier_os4_p16_k16,91,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s092,equal_3tier_os4_p16_k16,92,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s093,equal_3tier_os4_p16_k16,93,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
a029_equal_3tier_os4_p16_k16__s094,equal_3tier_os4_p16_k16,94,static_split,simple,equal,,3tier_os4,16,16,,,,,0.005399999999999995,0.005399999999999995,1.0,0.0,paired_n100_revalidation
