policy,seed,k,t
compact_pod,101,1,0.08239999999999909
compact_pod,101,8,0.031700000000000395
compact_pod,102,1,0.06435000000000107
compact_pod,102,8,0.02590000000000023
compact_pod,103,1,0.0493500000000009
compact_pod,103,8,0.027100000000000263
compact_pod,88,1,0.07514999999999988
compact_pod,88,8,0.02870000000000031
compact_pod,89,1,0.0768499999999997
compact_pod,89,8,0.03395000000000046
compact_pod,90,1,0.058250000000001155
compact_pod,90,8,0.02975000000000034
compact_pod,91,1,0.05675000000000111
compact_pod,91,8,0.027150000000000264
compact_pod,104,1,0.0868499999999986
compact_pod,104,8,0.028200000000000294
compact_pod,105,1,0.059300000000001185
compact_pod,105,8,0.027900000000000286
compact_pod,106,1,0.05190000000000097
compact_pod,106,8,0.027850000000000284
compact_pod,107,1,0.07340000000000008
compact_pod,107,8,0.028950000000000316
compact_pod,128,1,0.04315000000000072
compact_pod,128,8,0.02630000000000024
compact_pod,129,1,0.06610000000000088
compact_pod,129,8,0.02665000000000025
compact_pod,130,1,0.08374999999999894
compact_pod,130,8,0.03510000000000049
compact_pod,131,1,0.07659999999999972
compact_pod,131,8,0.026150000000000236
compact_pod,80,1,0.06895000000000057
compact_pod,80,8,0.02880000000000031
compact_pod,81,1,0.05950000000000119
compact_pod,81,8,0.025500000000000217
compact_pod,82,1,0.07559999999999983
compact_pod,82,8,0.027850000000000284
compact_pod,83,1,0.09374999999999784
compact_pod,83,8,0.028250000000000296
compact_pod,112,1,0.07005000000000045
compact_pod,112,8,0.032400000000000415
compact_pod,113,1,0.06380000000000113
compact_pod,113,8,0.03055000000000036
compact_pod,114,1,0.057200000000001125
compact_pod,114,8,0.030600000000000363
compact_pod,115,1,0.06675000000000081
compact_pod,115,8,0.02730000000000027
compact_pod,96,1,0.053750000000001026
compact_pod,96,8,0.0284000000000003
compact_pod,97,1,0.08889999999999837
compact_pod,97,8,0.030350000000000356
compact_pod,98,1,0.07924999999999943
compact_pod,98,8,0.027600000000000277
compact_pod,99,1,0.055850000000001086
compact_pod,99,8,0.027850000000000284
compact_pod,116,1,0.062050000000001264
compact_pod,116,8,0.02705000000000026
compact_pod,117,1,0.06585000000000091
compact_pod,117,8,0.029550000000000333
compact_pod,118,1,0.07694999999999969
compact_pod,118,8,0.027800000000000283
compact_pod,119,1,0.07295000000000013
compact_pod,119,8,0.026450000000000244
compact_pod,140,1,0.07819999999999955
compact_pod,140,8,0.03085000000000037
compact_pod,141,1,0.06900000000000056
compact_pod,141,8,0.027500000000000274
compact_pod,142,1,0.047750000000000854
compact_pod,142,8,0.027550000000000276
compact_pod,143,1,0.0677500000000007
compact_pod,143,8,0.026150000000000236
compact_pod,108,1,0.08109999999999923
compact_pod,108,8,0.02880000000000031
compact_pod,109,1,0.08894999999999836
compact_pod,109,8,0.02775000000000028
compact_pod,110,1,0.059950000000001204
compact_pod,110,8,0.02880000000000031
compact_pod,111,1,0.06115000000000124
compact_pod,111,8,0.026750000000000253
compact_pod,120,1,0.05430000000000104
compact_pod,120,8,0.034550000000000476
compact_pod,121,1,0.06625000000000086
compact_pod,121,8,0.02555000000000022
compact_pod,122,1,0.08614999999999867
compact_pod,122,8,0.02595000000000023
compact_pod,123,1,0.07415
compact_pod,123,8,0.03580000000000051
compact_pod,144,1,0.07869999999999949
compact_pod,144,8,0.028200000000000294
compact_pod,145,1,0.08169999999999916
compact_pod,145,8,0.028650000000000307
compact_pod,146,1,0.05770000000000114
compact_pod,146,8,0.02805000000000029
compact_pod,147,1,0.054450000000001046
compact_pod,147,8,0.03215000000000041
compact_pod,132,1,0.06965000000000049
compact_pod,132,8,0.03215000000000041
compact_pod,133,1,0.07754999999999962
compact_pod,133,8,0.028650000000000307
compact_pod,134,1,0.0632000000000012
compact_pod,134,8,0.028600000000000306
compact_pod,135,1,0.05395000000000103
compact_pod,135,8,0.02765000000000028
compact_pod,124,1,0.06880000000000058
compact_pod,124,8,0.02765000000000028
compact_pod,125,1,0.05875000000000117
compact_pod,125,8,0.02665000000000025
compact_pod,126,1,0.07899999999999946
compact_pod,126,8,0.029000000000000317
compact_pod,127,1,0.08204999999999912
compact_pod,127,8,0.02945000000000033
compact_pod,136,1,0.0822499999999991
compact_pod,136,8,0.028250000000000296
compact_pod,137,1,0.05735000000000113
compact_pod,137,8,0.03015000000000035
compact_pod,138,1,0.07025000000000042
compact_pod,138,8,0.03270000000000042
compact_pod,139,1,0.07784999999999959
compact_pod,139,8,0.026450000000000244
compact_pod,84,1,0.07749999999999962
compact_pod,84,8,0.02695000000000026
compact_pod,85,1,0.09304999999999791
compact_pod,85,8,0.027900000000000286
compact_pod,86,1,0.06935000000000052
compact_pod,86,8,0.028950000000000316
compact_pod,87,1,0.07250000000000018
compact_pod,87,8,0.029650000000000336
compact_pod,152,1,0.0777499999999996
compact_pod,152,8,0.02700000000000026
compact_pod,153,1,0.07794999999999958
compact_pod,153,8,0.03465000000000048
compact_pod,154,1,0.06755000000000072
compact_pod,154,8,0.03400000000000046
compact_pod,155,1,0.06605000000000089
compact_pod,155,8,0.027800000000000283
compact_pod,148,1,0.07220000000000021
compact_pod,148,8,0.030350000000000356
compact_pod,149,1,0.08779999999999849
compact_pod,149,8,0.027100000000000263
compact_pod,150,1,0.07005000000000045
compact_pod,150,8,0.029650000000000336
compact_pod,151,1,0.06990000000000046
compact_pod,151,8,0.02525000000000021
compact_pod,156,1,0.07405
compact_pod,156,8,0.03305000000000043
compact_pod,157,1,0.08274999999999905
compact_pod,157,8,0.027100000000000263
compact_pod,158,1,0.08379999999999893
compact_pod,158,8,0.02630000000000024
compact_pod,159,1,0.045000000000000775
compact_pod,159,8,0.02635000000000024
compact_pod,160,1,0.07170000000000026
compact_pod,160,8,0.026850000000000256
compact_pod,161,1,0.050950000000000946
compact_pod,161,8,0.026800000000000254
compact_pod,162,1,0.06755000000000072
compact_pod,162,8,0.026750000000000253
compact_pod,163,1,0.04975000000000091
compact_pod,163,8,0.025450000000000216
compact_pod,168,1,0.05380000000000103
compact_pod,168,8,0.025800000000000226
compact_pod,169,1,0.06510000000000099
compact_pod,169,8,0.02630000000000024
compact_pod,170,1,0.07160000000000027
compact_pod,170,8,0.030250000000000353
compact_pod,171,1,0.07260000000000016
compact_pod,171,8,0.030950000000000373
compact_pod,192,1,0.06645000000000084
compact_pod,192,8,0.026800000000000254
compact_pod,193,1,0.0867499999999986
compact_pod,193,8,0.02735000000000027
compact_pod,194,1,0.07190000000000024
compact_pod,194,8,0.02630000000000024
compact_pod,195,1,0.03980000000000063
compact_pod,195,8,0.026050000000000233
compact_pod,204,1,0.0641500000000011
compact_pod,204,8,0.02740000000000027
compact_pod,205,1,0.07994999999999935
compact_pod,205,8,0.02765000000000028
compact_pod,206,1,0.06005000000000121
compact_pod,206,8,0.026200000000000237
compact_pod,207,1,0.055850000000001086
compact_pod,207,8,0.026800000000000254
compact_pod,180,1,0.09144999999999809
compact_pod,180,8,0.02705000000000026
compact_pod,181,1,0.07025000000000042
compact_pod,181,8,0.02770000000000028
compact_pod,182,1,0.06545000000000095
compact_pod,182,8,0.02695000000000026
compact_pod,183,1,0.05505000000000106
compact_pod,183,8,0.032050000000000405
compact_pod,208,1,0.06060000000000122
compact_pod,208,8,0.02800000000000029
compact_pod,209,1,0.08374999999999894
compact_pod,209,8,0.028550000000000304
compact_pod,210,1,0.060700000000001225
compact_pod,210,8,0.02700000000000026
compact_pod,211,1,0.0494000000000009
compact_pod,211,8,0.028650000000000307
compact_pod,172,1,0.06875000000000059
compact_pod,172,8,0.02555000000000022
compact_pod,173,1,0.06560000000000094
compact_pod,173,8,0.02775000000000028
compact_pod,174,1,0.07459999999999994
compact_pod,174,8,0.026450000000000244
compact_pod,175,1,0.07964999999999939
compact_pod,175,8,0.02560000000000022
compact_pod,200,1,0.052850000000001
compact_pod,200,8,0.02665000000000025
compact_pod,201,1,0.07709999999999967
compact_pod,201,8,0.02660000000000025
compact_pod,202,1,0.08279999999999904
compact_pod,202,8,0.026800000000000254
compact_pod,203,1,0.06180000000000126
compact_pod,203,8,0.02670000000000025
compact_pod,196,1,0.06835000000000063
compact_pod,196,8,0.026900000000000257
compact_pod,197,1,0.054750000000001055
compact_pod,197,8,0.027450000000000273
compact_pod,198,1,0.07694999999999969
compact_pod,198,8,0.02625000000000024
compact_pod,199,1,0.07559999999999983
compact_pod,199,8,0.027850000000000284
compact_pod,176,1,0.06445000000000106
compact_pod,176,8,0.027900000000000286
compact_pod,177,1,0.07799999999999957
compact_pod,177,8,0.03215000000000041
compact_pod,178,1,0.062100000000001265
compact_pod,178,8,0.02460000000000019
compact_pod,179,1,0.08579999999999871
compact_pod,179,8,0.02940000000000033
compact_pod,188,1,0.05350000000000102
compact_pod,188,8,0.02810000000000029
compact_pod,189,1,0.05745000000000113
compact_pod,189,8,0.0283500000000003
compact_pod,190,1,0.07824999999999954
compact_pod,190,8,0.027800000000000283
compact_pod,191,1,0.08179999999999915
compact_pod,191,8,0.027550000000000276
compact_pod,220,1,0.06180000000000126
compact_pod,220,8,0.02800000000000029
compact_pod,221,1,0.07869999999999949
compact_pod,221,8,0.028300000000000297
compact_pod,222,1,0.07170000000000026
compact_pod,222,8,0.028200000000000294
compact_pod,223,1,0.05390000000000103
compact_pod,223,8,0.026750000000000253
compact_pod,224,1,0.06705000000000078
compact_pod,224,8,0.028550000000000304
compact_pod,225,1,0.07015000000000043
compact_pod,225,8,0.02625000000000024
compact_pod,226,1,0.06060000000000122
compact_pod,226,8,0.027150000000000264
compact_pod,227,1,0.06480000000000102
compact_pod,227,8,0.02695000000000026
compact_pod,164,1,0.08834999999999843
compact_pod,164,8,0.028150000000000293
compact_pod,165,1,0.0677500000000007
compact_pod,165,8,0.025450000000000216
compact_pod,166,1,0.0795999999999994
compact_pod,166,8,0.031700000000000395
compact_pod,167,1,0.0849499999999988
compact_pod,167,8,0.028600000000000306
compact_pod,184,1,0.08269999999999905
compact_pod,184,8,0.027800000000000283
compact_pod,185,1,0.055800000000001085
compact_pod,185,8,0.02660000000000025
compact_pod,186,1,0.06780000000000069
compact_pod,186,8,0.033450000000000445
compact_pod,187,1,0.0803999999999993
compact_pod,187,8,0.037250000000000554
compact_pod,212,1,0.07739999999999964
compact_pod,212,8,0.025150000000000207
compact_pod,213,1,0.06905000000000056
compact_pod,213,8,0.0284000000000003
compact_pod,214,1,0.07180000000000025
compact_pod,214,8,0.02765000000000028
compact_pod,215,1,0.0867999999999986
compact_pod,215,8,0.02730000000000027
compact_pod,216,1,0.06380000000000113
compact_pod,216,8,0.027800000000000283
compact_pod,217,1,0.08259999999999906
compact_pod,217,8,0.028850000000000313
compact_pod,218,1,0.06230000000000127
compact_pod,218,8,0.02565000000000022
compact_pod,219,1,0.09154999999999808
compact_pod,219,8,0.034550000000000476
compact_pod,228,1,0.06400000000000111
compact_pod,228,8,0.02775000000000028
compact_pod,229,1,0.06655000000000083
compact_pod,229,8,0.02630000000000024
compact_pod,230,1,0.06605000000000089
compact_pod,230,8,0.02730000000000027
compact_pod,231,1,0.07215000000000021
compact_pod,231,8,0.03565000000000051
compact_pod,232,1,0.041800000000000684
compact_pod,232,8,0.028300000000000297
compact_pod,233,1,0.08054999999999929
compact_pod,233,8,0.026900000000000257
compact_pod,234,1,0.07624999999999976
compact_pod,234,8,0.026500000000000246
compact_pod,235,1,0.07400000000000001
compact_pod,235,8,0.033500000000000446
compact_pod,236,1,0.07355000000000006
compact_pod,236,8,0.026550000000000247
compact_pod,237,1,0.06970000000000048
compact_pod,237,8,0.03165000000000039
compact_pod,238,1,0.07844999999999952
compact_pod,238,8,0.02740000000000027
compact_pod,239,1,0.054100000000001036
compact_pod,239,8,0.032050000000000405
compact_pod,260,1,0.05325000000000101
compact_pod,260,8,0.028250000000000296
compact_pod,261,1,0.04435000000000076
compact_pod,261,8,0.027500000000000274
compact_pod,262,1,0.05145000000000096
compact_pod,262,8,0.028200000000000294
compact_pod,263,1,0.07489999999999991
compact_pod,263,8,0.028150000000000293
compact_pod,240,1,0.0768499999999997
compact_pod,240,8,0.029350000000000327
compact_pod,241,1,0.08029999999999932
compact_pod,241,8,0.030250000000000353
compact_pod,242,1,0.06395000000000112
compact_pod,242,8,0.028250000000000296
compact_pod,243,1,0.07010000000000044
compact_pod,243,8,0.028600000000000306
compact_pod,244,1,0.06975000000000048
compact_pod,244,8,0.027850000000000284
compact_pod,245,1,0.06260000000000127
compact_pod,245,8,0.027200000000000266
compact_pod,246,1,0.06935000000000052
compact_pod,246,8,0.02740000000000027
compact_pod,247,1,0.06060000000000122
compact_pod,247,8,0.027500000000000274
compact_pod,252,1,0.07300000000000012
compact_pod,252,8,0.027250000000000267
compact_pod,253,1,0.05250000000000099
compact_pod,253,8,0.02765000000000028
compact_pod,254,1,0.05360000000000102
compact_pod,254,8,0.02805000000000029
compact_pod,255,1,0.07429999999999998
compact_pod,255,8,0.02730000000000027
compact_pod,284,1,0.08334999999999898
compact_pod,284,8,0.028900000000000314
compact_pod,285,1,0.054750000000001055
compact_pod,285,8,0.032100000000000406
compact_pod,286,1,0.04520000000000078
compact_pod,286,8,0.02870000000000031
compact_pod,287,1,0.06130000000000124
compact_pod,287,8,0.02670000000000025
compact_pod,272,1,0.05465000000000105
compact_pod,272,8,0.02565000000000022
compact_pod,273,1,0.06605000000000089
compact_pod,273,8,0.02670000000000025
compact_pod,274,1,0.05840000000000116
compact_pod,274,8,0.02555000000000022
compact_pod,275,1,0.08699999999999858
compact_pod,275,8,0.0353000000000005
compact_pod,256,1,0.07559999999999983
compact_pod,256,8,0.02775000000000028
compact_pod,257,1,0.05520000000000107
compact_pod,257,8,0.027850000000000284
compact_pod,258,1,0.08084999999999926
compact_pod,258,8,0.027500000000000274
compact_pod,259,1,0.08024999999999932
compact_pod,259,8,0.026100000000000234
compact_pod,276,1,0.0813499999999992
compact_pod,276,8,0.02635000000000024
compact_pod,277,1,0.06235000000000127
compact_pod,277,8,0.024650000000000193
compact_pod,278,1,0.08034999999999931
compact_pod,278,8,0.028300000000000297
compact_pod,279,1,0.058650000000001166
compact_pod,279,8,0.029550000000000333
compact_pod,296,1,0.05140000000000096
compact_pod,296,8,0.02520000000000021
compact_pod,297,1,0.08469999999999883
compact_pod,297,8,0.029550000000000333
compact_pod,298,1,0.06660000000000083
compact_pod,298,8,0.026550000000000247
compact_pod,299,1,0.05945000000000119
compact_pod,299,8,0.027150000000000264
compact_pod,268,1,0.08979999999999827
compact_pod,268,8,0.03375000000000045
compact_pod,269,1,0.061750000000001255
compact_pod,269,8,0.025700000000000223
compact_pod,270,1,0.08329999999999899
compact_pod,270,8,0.034500000000000475
compact_pod,271,1,0.062450000000001275
compact_pod,271,8,0.02870000000000031
compact_pod,264,1,0.07934999999999942
compact_pod,264,8,0.027850000000000284
compact_pod,265,1,0.09399999999999781
compact_pod,265,8,0.03045000000000036
compact_pod,266,1,0.05835000000000116
compact_pod,266,8,0.0318000000000004
compact_pod,267,1,0.07809999999999956
compact_pod,267,8,0.024700000000000194
compact_pod,280,1,0.07944999999999941
compact_pod,280,8,0.02915000000000032
compact_pod,281,1,0.07335000000000008
compact_pod,281,8,0.026850000000000256
compact_pod,282,1,0.07519999999999988
compact_pod,282,8,0.028900000000000314
compact_pod,283,1,0.05500000000000106
compact_pod,283,8,0.02665000000000025
compact_pod,300,1,0.08924999999999833
compact_pod,300,8,0.029250000000000324
compact_pod,301,1,0.08269999999999905
compact_pod,301,8,0.02800000000000029
compact_pod,302,1,0.057550000000001135
compact_pod,302,8,0.02625000000000024
compact_pod,303,1,0.062050000000001264
compact_pod,303,8,0.02800000000000029
compact_pod,248,1,0.08639999999999864
compact_pod,248,8,0.028950000000000316
compact_pod,249,1,0.08244999999999908
compact_pod,249,8,0.027800000000000283
compact_pod,250,1,0.07639999999999975
compact_pod,250,8,0.02810000000000029
compact_pod,251,1,0.07260000000000016
compact_pod,251,8,0.03815000000000058
compact_pod,304,1,0.05810000000000115
compact_pod,304,8,0.024750000000000195
compact_pod,305,1,0.07599999999999979
compact_pod,305,8,0.02910000000000032
compact_pod,306,1,0.06670000000000081
compact_pod,306,8,0.02770000000000028
compact_pod,307,1,0.07065000000000038
compact_pod,307,8,0.025750000000000224
compact_pod,292,1,0.06370000000000114
compact_pod,292,8,0.026450000000000244
compact_pod,293,1,0.07854999999999951
compact_pod,293,8,0.028950000000000316
compact_pod,294,1,0.06480000000000102
compact_pod,294,8,0.027150000000000264
compact_pod,295,1,0.07380000000000003
compact_pod,295,8,0.026100000000000234
compact_pod,288,1,0.0749999999999999
compact_pod,288,8,0.034550000000000476
compact_pod,289,1,0.06655000000000083
compact_pod,289,8,0.026850000000000256
compact_pod,290,1,0.07879999999999948
compact_pod,290,8,0.034900000000000486
compact_pod,291,1,0.06675000000000081
compact_pod,291,8,0.026850000000000256
compact_pod,312,1,0.08544999999999875
compact_pod,312,8,0.02740000000000027
compact_pod,313,1,0.05315000000000101
compact_pod,313,8,0.026100000000000234
compact_pod,314,1,0.05805000000000115
compact_pod,314,8,0.03305000000000043
compact_pod,315,1,0.07914999999999944
compact_pod,315,8,0.027250000000000267
compact_pod,316,1,0.06695000000000079
compact_pod,316,8,0.035600000000000506
compact_pod,317,1,0.08924999999999833
compact_pod,317,8,0.028200000000000294
compact_pod,318,1,0.051600000000000965
compact_pod,318,8,0.026500000000000246
compact_pod,319,1,0.0632000000000012
compact_pod,319,8,0.02905000000000032
compact_pod,308,1,0.06220000000000127
compact_pod,308,8,0.02880000000000031
compact_pod,309,1,0.08099999999999924
compact_pod,309,8,0.02770000000000028
compact_pod,310,1,0.08869999999999839
compact_pod,310,8,0.02870000000000031
compact_pod,311,1,0.08889999999999837
compact_pod,311,8,0.025850000000000227
compact_pod,320,1,0.06525000000000097
compact_pod,320,8,0.025500000000000217
compact_pod,321,1,0.07120000000000032
compact_pod,321,8,0.02595000000000023
compact_pod,322,1,0.04540000000000079
compact_pod,322,8,0.024750000000000195
compact_pod,323,1,0.06435000000000107
compact_pod,323,8,0.027150000000000264
compact_pod,324,1,0.06900000000000056
compact_pod,324,8,0.027250000000000267
compact_pod,325,1,0.06515000000000098
compact_pod,325,8,0.02600000000000023
compact_pod,326,1,0.05520000000000107
compact_pod,326,8,0.026150000000000236
compact_pod,327,1,0.047400000000000844
compact_pod,327,8,0.02700000000000026
compact_pod,364,1,0.0459500000000008
compact_pod,364,8,0.027100000000000263
compact_pod,365,1,0.07729999999999965
compact_pod,365,8,0.02695000000000026
compact_pod,366,1,0.07464999999999994
compact_pod,366,8,0.026900000000000257
compact_pod,367,1,0.04785000000000086
compact_pod,367,8,0.030750000000000367
compact_pod,336,1,0.05850000000000116
compact_pod,336,8,0.027450000000000273
compact_pod,337,1,0.06845000000000062
compact_pod,337,8,0.032050000000000405
compact_pod,338,1,0.07604999999999978
compact_pod,338,8,0.027200000000000266
compact_pod,339,1,0.07639999999999975
compact_pod,339,8,0.02600000000000023
compact_pod,344,1,0.059300000000001185
compact_pod,344,8,0.03470000000000048
compact_pod,345,1,0.06365000000000115
compact_pod,345,8,0.02945000000000033
compact_pod,346,1,0.07529999999999987
compact_pod,346,8,0.028250000000000296
compact_pod,347,1,0.07100000000000034
compact_pod,347,8,0.02660000000000025
compact_pod,332,1,0.07659999999999972
compact_pod,332,8,0.02880000000000031
compact_pod,333,1,0.08154999999999918
compact_pod,333,8,0.038300000000000584
compact_pod,334,1,0.0886499999999984
compact_pod,334,8,0.026900000000000257
compact_pod,335,1,0.057600000000001136
compact_pod,335,8,0.02560000000000022
compact_pod,328,1,0.08669999999999861
compact_pod,328,8,0.028150000000000293
compact_pod,329,1,0.07729999999999965
compact_pod,329,8,0.0283500000000003
compact_pod,330,1,0.0641000000000011
compact_pod,330,8,0.03080000000000037
compact_pod,331,1,0.08724999999999855
compact_pod,331,8,0.02905000000000032
compact_pod,348,1,0.07270000000000015
compact_pod,348,8,0.030000000000000346
compact_pod,349,1,0.07479999999999992
compact_pod,349,8,0.026100000000000234
compact_pod,350,1,0.07489999999999991
compact_pod,350,8,0.032800000000000426
compact_pod,351,1,0.056800000000001113
compact_pod,351,8,0.02625000000000024
compact_pod,388,1,0.0677000000000007
compact_pod,388,8,0.026500000000000246
compact_pod,389,1,0.050550000000000934
compact_pod,389,8,0.032800000000000426
compact_pod,390,1,0.0599000000000012
compact_pod,390,8,0.02455000000000019
compact_pod,391,1,0.07060000000000038
compact_pod,391,8,0.029600000000000334
compact_pod,340,1,0.06275000000000125
compact_pod,340,8,0.026400000000000243
compact_pod,341,1,0.09049999999999819
compact_pod,341,8,0.02880000000000031
compact_pod,342,1,0.0876999999999985
compact_pod,342,8,0.030250000000000353
compact_pod,343,1,0.07619999999999977
compact_pod,343,8,0.027150000000000264
compact_pod,380,1,0.0767999999999997
compact_pod,380,8,0.028550000000000304
compact_pod,381,1,0.06965000000000049
compact_pod,381,8,0.026550000000000247
compact_pod,382,1,0.07424999999999998
compact_pod,382,8,0.02625000000000024
compact_pod,383,1,0.05455000000000105
compact_pod,383,8,0.02770000000000028
compact_pod,352,1,0.07689999999999969
compact_pod,352,8,0.026450000000000244
compact_pod,353,1,0.08279999999999904
compact_pod,353,8,0.03445000000000047
compact_pod,354,1,0.07659999999999972
compact_pod,354,8,0.02665000000000025
compact_pod,355,1,0.06635000000000085
compact_pod,355,8,0.02740000000000027
