policy,seed,k,t
compact_pod,649,1,0.07969999999999938
compact_pod,649,8,0.02915000000000032
compact_pod,650,1,0.07200000000000023
compact_pod,650,8,0.027900000000000286
compact_pod,651,1,0.07479999999999992
compact_pod,651,8,0.02740000000000027
compact_pod,700,1,0.06480000000000102
compact_pod,700,8,0.02700000000000026
compact_pod,701,1,0.055450000000001075
compact_pod,701,8,0.027850000000000284
compact_pod,702,1,0.05710000000000112
compact_pod,702,8,0.02595000000000023
compact_pod,703,1,0.05490000000000106
compact_pod,703,8,0.02765000000000028
compact_pod,676,1,0.05085000000000094
compact_pod,676,8,0.03155000000000039
compact_pod,677,1,0.07260000000000016
compact_pod,677,8,0.026200000000000237
compact_pod,678,1,0.09244999999999798
compact_pod,678,8,0.02705000000000026
compact_pod,679,1,0.07469999999999993
compact_pod,679,8,0.02870000000000031
compact_pod,688,1,0.07629999999999976
compact_pod,688,8,0.027800000000000283
compact_pod,689,1,0.05325000000000101
compact_pod,689,8,0.02670000000000025
compact_pod,690,1,0.06340000000000118
compact_pod,690,8,0.02775000000000028
compact_pod,691,1,0.08549999999999874
compact_pod,691,8,0.02765000000000028
compact_pod,696,1,0.04330000000000073
compact_pod,696,8,0.027600000000000277
compact_pod,697,1,0.07415
compact_pod,697,8,0.030950000000000373
compact_pod,698,1,0.06660000000000083
compact_pod,698,8,0.026900000000000257
compact_pod,699,1,0.05870000000000117
compact_pod,699,8,0.0284000000000003
compact_pod,692,1,0.054400000000001045
compact_pod,692,8,0.02875000000000031
compact_pod,693,1,0.06935000000000052
compact_pod,693,8,0.027250000000000267
compact_pod,694,1,0.0759499999999998
compact_pod,694,8,0.030600000000000363
compact_pod,695,1,0.07529999999999987
compact_pod,695,8,0.027950000000000287
compact_pod,712,1,0.08079999999999926
compact_pod,712,8,0.025450000000000216
compact_pod,713,1,0.04725000000000084
compact_pod,713,8,0.025800000000000226
compact_pod,714,1,0.061350000000001244
compact_pod,714,8,0.025450000000000216
compact_pod,715,1,0.06400000000000111
compact_pod,715,8,0.026900000000000257
compact_pod,704,1,0.05845000000000116
compact_pod,704,8,0.03015000000000035
compact_pod,705,1,0.05110000000000095
compact_pod,705,8,0.02810000000000029
compact_pod,706,1,0.07704999999999967
compact_pod,706,8,0.02765000000000028
compact_pod,707,1,0.06885000000000058
compact_pod,707,8,0.02670000000000025
compact_pod,716,1,0.07624999999999976
compact_pod,716,8,0.02595000000000023
compact_pod,717,1,0.052350000000000986
compact_pod,717,8,0.02730000000000027
compact_pod,718,1,0.06635000000000085
compact_pod,718,8,0.028600000000000306
compact_pod,719,1,0.07275000000000015
compact_pod,719,8,0.034150000000000465
compact_pod,708,1,0.07854999999999951
compact_pod,708,8,0.02700000000000026
compact_pod,709,1,0.07065000000000038
compact_pod,709,8,0.03510000000000049
compact_pod,710,1,0.0695500000000005
compact_pod,710,8,0.029000000000000317
compact_pod,711,1,0.06465000000000104
compact_pod,711,8,0.026450000000000244
compact_pod,720,1,0.05535000000000107
compact_pod,720,8,0.026850000000000256
compact_pod,721,1,0.07130000000000031
compact_pod,721,8,0.03570000000000051
compact_pod,722,1,0.0493000000000009
compact_pod,722,8,0.027900000000000286
compact_pod,723,1,0.0758999999999998
compact_pod,723,8,0.02775000000000028
compact_pod,724,1,0.07385000000000003
compact_pod,724,8,0.026550000000000247
compact_pod,725,1,0.07260000000000016
compact_pod,725,8,0.028300000000000297
compact_pod,726,1,0.08114999999999922
compact_pod,726,8,0.026550000000000247
compact_pod,727,1,0.05845000000000116
compact_pod,727,8,0.02775000000000028
compact_pod,728,1,0.05660000000000111
compact_pod,728,8,0.027950000000000287
compact_pod,729,1,0.08174999999999916
compact_pod,729,8,0.02735000000000027
compact_pod,730,1,0.05570000000000108
compact_pod,730,8,0.027250000000000267
compact_pod,731,1,0.062050000000001264
compact_pod,731,8,0.02420000000000018
compact_pod,736,1,0.07275000000000015
compact_pod,736,8,0.02705000000000026
compact_pod,737,1,0.0749499999999999
compact_pod,737,8,0.027850000000000284
compact_pod,738,1,0.07265000000000016
compact_pod,738,8,0.02670000000000025
compact_pod,739,1,0.04830000000000087
compact_pod,739,8,0.026550000000000247
compact_pod,732,1,0.07634999999999975
compact_pod,732,8,0.027950000000000287
compact_pod,733,1,0.04560000000000079
compact_pod,733,8,0.029200000000000323
compact_pod,734,1,0.06640000000000085
compact_pod,734,8,0.028850000000000313
compact_pod,735,1,0.08994999999999825
compact_pod,735,8,0.027600000000000277
compact_pod,744,1,0.08264999999999906
compact_pod,744,8,0.025000000000000203
compact_pod,745,1,0.07145000000000029
compact_pod,745,8,0.027150000000000264
compact_pod,746,1,0.07110000000000033
compact_pod,746,8,0.028200000000000294
compact_pod,747,1,0.05535000000000107
compact_pod,747,8,0.02530000000000021
compact_pod,780,1,0.06670000000000081
compact_pod,780,8,0.027800000000000283
compact_pod,781,1,0.0459000000000008
compact_pod,781,8,0.026800000000000254
compact_pod,782,1,0.07904999999999945
compact_pod,782,8,0.030000000000000346
compact_pod,783,1,0.05505000000000106
compact_pod,783,8,0.027550000000000276
compact_pod,760,1,0.05400000000000103
compact_pod,760,8,0.025150000000000207
compact_pod,761,1,0.07375000000000004
compact_pod,761,8,0.028550000000000304
compact_pod,762,1,0.05485000000000106
compact_pod,762,8,0.02950000000000033
compact_pod,763,1,0.08159999999999917
compact_pod,763,8,0.028550000000000304
compact_pod,772,1,0.04795000000000086
compact_pod,772,8,0.025750000000000224
compact_pod,773,1,0.0677000000000007
compact_pod,773,8,0.034150000000000465
compact_pod,774,1,0.061750000000001255
compact_pod,774,8,0.02805000000000029
compact_pod,775,1,0.07105000000000034
compact_pod,775,8,0.02700000000000026
compact_pod,752,1,0.05745000000000113
compact_pod,752,8,0.026150000000000236
compact_pod,753,1,0.07375000000000004
compact_pod,753,8,0.027850000000000284
compact_pod,754,1,0.08529999999999877
compact_pod,754,8,0.031400000000000386
compact_pod,755,1,0.061750000000001255
compact_pod,755,8,0.02705000000000026
compact_pod,764,1,0.06395000000000112
compact_pod,764,8,0.029200000000000323
compact_pod,765,1,0.06940000000000052
compact_pod,765,8,0.02705000000000026
compact_pod,766,1,0.05800000000000115
compact_pod,766,8,0.02910000000000032
compact_pod,767,1,0.07355000000000006
compact_pod,767,8,0.0284000000000003
compact_pod,756,1,0.06080000000000123
compact_pod,756,8,0.02735000000000027
compact_pod,757,1,0.06340000000000118
compact_pod,757,8,0.027450000000000273
compact_pod,758,1,0.08389999999999892
compact_pod,758,8,0.03745000000000056
compact_pod,759,1,0.06790000000000068
compact_pod,759,8,0.024750000000000195
compact_pod,740,1,0.07804999999999956
compact_pod,740,8,0.02775000000000028
compact_pod,741,1,0.07839999999999953
compact_pod,741,8,0.027550000000000276
compact_pod,742,1,0.06710000000000077
compact_pod,742,8,0.02695000000000026
compact_pod,743,1,0.08154999999999918
compact_pod,743,8,0.03580000000000051
compact_pod,748,1,0.08554999999999874
compact_pod,748,8,0.027500000000000274
compact_pod,749,1,0.08194999999999913
compact_pod,749,8,0.028900000000000314
compact_pod,750,1,0.08089999999999925
compact_pod,750,8,0.02705000000000026
compact_pod,751,1,0.052900000000001
compact_pod,751,8,0.028650000000000307
compact_pod,776,1,0.08174999999999916
compact_pod,776,8,0.027550000000000276
compact_pod,777,1,0.061750000000001255
compact_pod,777,8,0.02775000000000028
compact_pod,778,1,0.052950000000001
compact_pod,778,8,0.02910000000000032
compact_pod,779,1,0.056800000000001113
compact_pod,779,8,0.03620000000000052
compact_pod,768,1,0.06745000000000073
compact_pod,768,8,0.028250000000000296
compact_pod,769,1,0.07444999999999996
compact_pod,769,8,0.029600000000000334
compact_pod,770,1,0.08184999999999915
compact_pod,770,8,0.027600000000000277
compact_pod,771,1,0.061050000000001235
compact_pod,771,8,0.0283500000000003
compact_pod,784,1,0.061050000000001235
compact_pod,784,8,0.028950000000000316
compact_pod,785,1,0.07095000000000035
compact_pod,785,8,0.02520000000000021
compact_pod,786,1,0.08109999999999923
compact_pod,786,8,0.027950000000000287
compact_pod,787,1,0.06305000000000122
compact_pod,787,8,0.02600000000000023
compact_pod,788,1,0.052800000000001
compact_pod,788,8,0.028550000000000304
compact_pod,789,1,0.0777499999999996
compact_pod,789,8,0.031350000000000385
compact_pod,790,1,0.05070000000000094
compact_pod,790,8,0.029600000000000334
compact_pod,791,1,0.07524999999999987
compact_pod,791,8,0.02560000000000022
compact_pod,796,1,0.059350000000001187
compact_pod,796,8,0.027800000000000283
compact_pod,797,1,0.05240000000000099
compact_pod,797,8,0.026550000000000247
compact_pod,798,1,0.07974999999999938
compact_pod,798,8,0.02805000000000029
compact_pod,799,1,0.05605000000000109
compact_pod,799,8,0.031000000000000374
compact_pod,792,1,0.0849999999999988
compact_pod,792,8,0.02805000000000029
compact_pod,793,1,0.06160000000000125
compact_pod,793,8,0.02975000000000034
compact_pod,794,1,0.07055000000000039
compact_pod,794,8,0.028600000000000306
compact_pod,795,1,0.07380000000000003
compact_pod,795,8,0.029350000000000327
compact_pod,800,1,0.0598500000000012
compact_pod,800,8,0.027600000000000277
compact_pod,801,1,0.06690000000000079
compact_pod,801,8,0.02705000000000026
compact_pod,802,1,0.0732000000000001
compact_pod,802,8,0.02880000000000031
compact_pod,803,1,0.07844999999999952
compact_pod,803,8,0.02730000000000027
compact_pod,804,1,0.04965000000000091
compact_pod,804,8,0.03090000000000037
compact_pod,805,1,0.07290000000000013
compact_pod,805,8,0.025450000000000216
compact_pod,806,1,0.054450000000001046
compact_pod,806,8,0.025450000000000216
compact_pod,807,1,0.0599000000000012
compact_pod,807,8,0.02705000000000026
compact_pod,812,1,0.07419999999999999
compact_pod,812,8,0.02665000000000025
compact_pod,813,1,0.052800000000001
compact_pod,813,8,0.02630000000000024
compact_pod,814,1,0.08109999999999923
compact_pod,814,8,0.026150000000000236
compact_pod,815,1,0.06515000000000098
compact_pod,815,8,0.02595000000000023
compact_pod,808,1,0.06905000000000056
compact_pod,808,8,0.028900000000000314
compact_pod,809,1,0.07330000000000009
compact_pod,809,8,0.02670000000000025
compact_pod,810,1,0.07999999999999935
compact_pod,810,8,0.02985000000000034
compact_pod,811,1,0.06915000000000054
compact_pod,811,8,0.02600000000000023
compact_pod,816,1,0.058550000000001164
compact_pod,816,8,0.02975000000000034
compact_pod,817,1,0.07569999999999982
compact_pod,817,8,0.02980000000000034
compact_pod,818,1,0.0714000000000003
compact_pod,818,8,0.024350000000000184
compact_pod,819,1,0.05905000000000118
compact_pod,819,8,0.026750000000000253
compact_pod,848,1,0.07929999999999943
compact_pod,848,8,0.028950000000000316
compact_pod,849,1,0.038700000000000595
compact_pod,849,8,0.03085000000000037
compact_pod,850,1,0.065000000000001
compact_pod,850,8,0.025350000000000213
compact_pod,851,1,0.059000000000001177
compact_pod,851,8,0.029000000000000317
compact_pod,824,1,0.04830000000000087
compact_pod,824,8,0.036600000000000535
compact_pod,825,1,0.059600000000001194
compact_pod,825,8,0.02980000000000034
compact_pod,826,1,0.07714999999999966
compact_pod,826,8,0.027950000000000287
compact_pod,827,1,0.0813999999999992
compact_pod,827,8,0.027850000000000284
compact_pod,836,1,0.06655000000000083
compact_pod,836,8,0.026900000000000257
compact_pod,837,1,0.04980000000000091
compact_pod,837,8,0.029350000000000327
compact_pod,838,1,0.07345000000000007
compact_pod,838,8,0.026800000000000254
compact_pod,839,1,0.07569999999999982
compact_pod,839,8,0.026550000000000247
compact_pod,832,1,0.08009999999999934
compact_pod,832,8,0.02700000000000026
compact_pod,833,1,0.08779999999999849
compact_pod,833,8,0.026850000000000256
compact_pod,834,1,0.060000000000001205
compact_pod,834,8,0.026800000000000254
compact_pod,835,1,0.06780000000000069
compact_pod,835,8,0.027250000000000267
compact_pod,828,1,0.08724999999999855
compact_pod,828,8,0.02810000000000029
compact_pod,829,1,0.0659000000000009
compact_pod,829,8,0.027600000000000277
compact_pod,830,1,0.06630000000000086
compact_pod,830,8,0.026750000000000253
compact_pod,831,1,0.0741
compact_pod,831,8,0.025050000000000204
compact_pod,868,1,0.06460000000000105
compact_pod,868,8,0.026200000000000237
compact_pod,869,1,0.06660000000000083
compact_pod,869,8,0.027250000000000267
compact_pod,870,1,0.04475000000000077
compact_pod,870,8,0.02810000000000029
compact_pod,871,1,0.07434999999999997
compact_pod,871,8,0.02700000000000026
compact_pod,820,1,0.06335000000000118
compact_pod,820,8,0.02635000000000024
compact_pod,821,1,0.08619999999999867
compact_pod,821,8,0.030350000000000356
compact_pod,822,1,0.05780000000000114
compact_pod,822,8,0.03370000000000045
compact_pod,823,1,0.09179999999999805
compact_pod,823,8,0.030250000000000353
compact_pod,852,1,0.05430000000000104
compact_pod,852,8,0.027550000000000276
compact_pod,853,1,0.06965000000000049
compact_pod,853,8,0.027250000000000267
compact_pod,854,1,0.07599999999999979
compact_pod,854,8,0.028300000000000297
compact_pod,855,1,0.08194999999999913
compact_pod,855,8,0.02880000000000031
compact_pod,844,1,0.07115000000000032
compact_pod,844,8,0.030350000000000356
compact_pod,845,1,0.0768499999999997
compact_pod,845,8,0.027200000000000266
compact_pod,846,1,0.06130000000000124
compact_pod,846,8,0.0319000000000004
compact_pod,847,1,0.07489999999999991
compact_pod,847,8,0.0283500000000003
compact_pod,856,1,0.0659500000000009
compact_pod,856,8,0.028650000000000307
compact_pod,857,1,0.07844999999999952
compact_pod,857,8,0.02810000000000029
compact_pod,858,1,0.07385000000000003
compact_pod,858,8,0.02870000000000031
compact_pod,859,1,0.06450000000000106
compact_pod,859,8,0.02560000000000022
compact_pod,864,1,0.05175000000000097
compact_pod,864,8,0.02880000000000031
compact_pod,865,1,0.07804999999999956
compact_pod,865,8,0.02625000000000024
compact_pod,866,1,0.07190000000000024
compact_pod,866,8,0.032400000000000415
compact_pod,867,1,0.06740000000000074
compact_pod,867,8,0.026800000000000254
compact_pod,860,1,0.047400000000000844
compact_pod,860,8,0.027250000000000267
compact_pod,861,1,0.06735000000000074
compact_pod,861,8,0.026450000000000244
compact_pod,862,1,0.09019999999999823
compact_pod,862,8,0.030700000000000366
compact_pod,863,1,0.08389999999999892
compact_pod,863,8,0.03495000000000049
compact_pod,840,1,0.09559999999999763
compact_pod,840,8,0.02775000000000028
compact_pod,841,1,0.0804499999999993
compact_pod,841,8,0.0284500000000003
compact_pod,842,1,0.08294999999999902
compact_pod,842,8,0.028200000000000294
compact_pod,843,1,0.05240000000000099
compact_pod,843,8,0.026550000000000247
compact_pod,872,1,0.05525000000000107
compact_pod,872,8,0.026800000000000254
compact_pod,873,1,0.06690000000000079
compact_pod,873,8,0.027850000000000284
compact_pod,874,1,0.08514999999999878
compact_pod,874,8,0.026800000000000254
compact_pod,875,1,0.07799999999999957
compact_pod,875,8,0.025450000000000216
compact_pod,876,1,0.07649999999999973
compact_pod,876,8,0.02740000000000027
compact_pod,877,1,0.09524999999999767
compact_pod,877,8,0.028250000000000296
compact_pod,878,1,0.07874999999999949
compact_pod,878,8,0.02730000000000027
compact_pod,879,1,0.06720000000000076
compact_pod,879,8,0.02565000000000022
compact_pod,884,1,0.08804999999999846
compact_pod,884,8,0.028500000000000303
compact_pod,885,1,0.06310000000000121
compact_pod,885,8,0.026850000000000256
compact_pod,886,1,0.07390000000000002
compact_pod,886,8,0.026750000000000253
compact_pod,887,1,0.057850000000001144
compact_pod,887,8,0.027550000000000276
compact_pod,880,1,0.06530000000000097
compact_pod,880,8,0.028200000000000294
compact_pod,881,1,0.08664999999999862
compact_pod,881,8,0.029700000000000337
compact_pod,882,1,0.05605000000000109
compact_pod,882,8,0.0354000000000005
compact_pod,883,1,0.07979999999999937
compact_pod,883,8,0.027800000000000283
compact_pod,888,1,0.06795000000000068
compact_pod,888,8,0.02695000000000026
compact_pod,889,1,0.06720000000000076
compact_pod,889,8,0.025850000000000227
compact_pod,890,1,0.06360000000000116
compact_pod,890,8,0.027600000000000277
compact_pod,891,1,0.060700000000001225
compact_pod,891,8,0.026800000000000254
compact_pod,892,1,0.07340000000000008
compact_pod,892,8,0.026500000000000246
compact_pod,893,1,0.0785999999999995
compact_pod,893,8,0.026550000000000247
compact_pod,894,1,0.04265000000000071
compact_pod,894,8,0.028550000000000304
compact_pod,895,1,0.06985000000000047
compact_pod,895,8,0.028650000000000307
compact_pod,896,1,0.05945000000000119
compact_pod,896,8,0.026400000000000243
compact_pod,897,1,0.06840000000000063
compact_pod,897,8,0.027550000000000276
compact_pod,898,1,0.060650000000001224
compact_pod,898,8,0.030700000000000366
compact_pod,899,1,0.051650000000000966
compact_pod,899,8,0.03360000000000045
compact_pod,900,1,0.0677500000000007
compact_pod,900,8,0.02800000000000029
compact_pod,901,1,0.04760000000000085
compact_pod,901,8,0.027850000000000284
compact_pod,902,1,0.07025000000000042
compact_pod,902,8,0.02705000000000026
compact_pod,903,1,0.06930000000000053
compact_pod,903,8,0.02705000000000026
compact_pod,904,1,0.06280000000000124
compact_pod,904,8,0.026400000000000243
compact_pod,905,1,0.06490000000000101
compact_pod,905,8,0.02600000000000023
compact_pod,906,1,0.059600000000001194
compact_pod,906,8,0.02740000000000027
compact_pod,907,1,0.05850000000000116
compact_pod,907,8,0.02765000000000028
compact_pod,928,1,0.05845000000000116
compact_pod,928,8,0.027850000000000284
compact_pod,929,1,0.06825000000000064
compact_pod,929,8,0.029550000000000333
compact_pod,930,1,0.058950000000001175
compact_pod,930,8,0.027500000000000274
compact_pod,931,1,0.05670000000000111
compact_pod,931,8,0.03285000000000043
compact_pod,916,1,0.05250000000000099
compact_pod,916,8,0.026100000000000234
compact_pod,917,1,0.0758499999999998
compact_pod,917,8,0.028150000000000293
compact_pod,918,1,0.08414999999999889
compact_pod,918,8,0.026900000000000257
compact_pod,919,1,0.05010000000000092
compact_pod,919,8,0.02740000000000027
compact_pod,948,1,0.05500000000000106
compact_pod,948,8,0.02670000000000025
compact_pod,949,1,0.057250000000001126
compact_pod,949,8,0.0284500000000003
compact_pod,950,1,0.06915000000000054
compact_pod,950,8,0.026200000000000237
compact_pod,951,1,0.08334999999999898
compact_pod,951,8,0.027100000000000263
compact_pod,924,1,0.05500000000000106
compact_pod,924,8,0.02670000000000025
compact_pod,925,1,0.0849999999999988
compact_pod,925,8,0.030750000000000367
compact_pod,926,1,0.07025000000000042
compact_pod,926,8,0.02700000000000026
compact_pod,927,1,0.07439999999999997
compact_pod,927,8,0.02700000000000026
compact_pod,936,1,0.057500000000001134
compact_pod,936,8,0.027200000000000266
compact_pod,937,1,0.07285000000000014
compact_pod,937,8,0.028300000000000297
compact_pod,938,1,0.08709999999999857
compact_pod,938,8,0.027200000000000266
compact_pod,939,1,0.06485000000000102
compact_pod,939,8,0.026900000000000257
compact_pod,912,1,0.07554999999999984
compact_pod,912,8,0.028250000000000296
compact_pod,913,1,0.07579999999999981
compact_pod,913,8,0.02765000000000028
compact_pod,914,1,0.06055000000000122
compact_pod,914,8,0.03125000000000038
compact_pod,915,1,0.0804499999999993
compact_pod,915,8,0.028650000000000307
compact_pod,908,1,0.09329999999999788
compact_pod,908,8,0.027450000000000273
compact_pod,909,1,0.06725000000000075
compact_pod,909,8,0.031400000000000386
compact_pod,910,1,0.08614999999999867
compact_pod,910,8,0.027550000000000276
compact_pod,911,1,0.07285000000000014
compact_pod,911,8,0.026450000000000244
compact_pod,932,1,0.08299999999999902
compact_pod,932,8,0.03285000000000043
compact_pod,933,1,0.06340000000000118
compact_pod,933,8,0.03160000000000039
compact_pod,934,1,0.0849999999999988
compact_pod,934,8,0.027900000000000286
compact_pod,935,1,0.0563500000000011
compact_pod,935,8,0.026450000000000244
compact_pod,944,1,0.06510000000000099
compact_pod,944,8,0.0284500000000003
compact_pod,945,1,0.07360000000000005
compact_pod,945,8,0.02525000000000021
compact_pod,946,1,0.08289999999999903
compact_pod,946,8,0.027500000000000274
compact_pod,947,1,0.06235000000000127
compact_pod,947,8,0.026150000000000236
compact_pod,940,1,0.08334999999999898
compact_pod,940,8,0.02600000000000023
compact_pod,941,1,0.07634999999999975
compact_pod,941,8,0.02635000000000024
compact_pod,942,1,0.0714000000000003
compact_pod,942,8,0.029350000000000327
compact_pod,943,1,0.06575000000000092
compact_pod,943,8,0.030400000000000357
compact_pod,920,1,0.06970000000000048
compact_pod,920,8,0.028250000000000296
compact_pod,921,1,0.09704999999999747
compact_pod,921,8,0.031700000000000395
compact_pod,922,1,0.0795499999999994
compact_pod,922,8,0.03050000000000036
compact_pod,923,1,0.07749999999999962
compact_pod,923,8,0.02740000000000027
compact_pod,952,1,0.05495000000000106
compact_pod,952,8,0.025100000000000205
compact_pod,953,1,0.07205000000000022
compact_pod,953,8,0.02950000000000033
compact_pod,954,1,0.08349999999999896
compact_pod,954,8,0.028550000000000304
compact_pod,955,1,0.0850499999999988
compact_pod,955,8,0.027600000000000277
compact_pod,956,1,0.05170000000000097
compact_pod,956,8,0.02590000000000023
compact_pod,957,1,0.08654999999999863
compact_pod,957,8,0.02705000000000026
compact_pod,958,1,0.07479999999999992
compact_pod,958,8,0.032450000000000416
compact_pod,959,1,0.06740000000000074
compact_pod,959,8,0.02730000000000027
compact_pod,964,1,0.06060000000000122
compact_pod,964,8,0.03600000000000052
compact_pod,965,1,0.05110000000000095
compact_pod,965,8,0.027550000000000276
compact_pod,966,1,0.06660000000000083
compact_pod,966,8,0.03430000000000047
compact_pod,967,1,0.07150000000000029
compact_pod,967,8,0.03680000000000054
compact_pod,960,1,0.08834999999999843
compact_pod,960,8,0.02695000000000026
compact_pod,961,1,0.051950000000000975
compact_pod,961,8,0.02940000000000033
compact_pod,962,1,0.06970000000000048
compact_pod,962,8,0.03125000000000038
compact_pod,963,1,0.06200000000000126
compact_pod,963,8,0.02805000000000029
compact_pod,972,1,0.07010000000000044
compact_pod,972,8,0.02660000000000025
compact_pod,973,1,0.05100000000000095
compact_pod,973,8,0.02635000000000024
compact_pod,974,1,0.05910000000000118
compact_pod,974,8,0.027150000000000264
compact_pod,975,1,0.08259999999999906
compact_pod,975,8,0.029300000000000326
compact_pod,976,1,0.06755000000000072
compact_pod,976,8,0.02765000000000028
compact_pod,977,1,0.06420000000000109
compact_pod,977,8,0.03570000000000051
compact_pod,978,1,0.0563500000000011
compact_pod,978,8,0.03120000000000038
compact_pod,979,1,0.05665000000000111
compact_pod,979,8,0.026050000000000233
compact_pod,980,1,0.0794999999999994
compact_pod,980,8,0.02700000000000026
compact_pod,981,1,0.057250000000001126
compact_pod,981,8,0.026200000000000237
compact_pod,982,1,0.05045000000000093
compact_pod,982,8,0.02625000000000024
compact_pod,983,1,0.07479999999999992
compact_pod,983,8,0.028550000000000304
compact_pod,968,1,0.08634999999999865
compact_pod,968,8,0.027200000000000266
compact_pod,969,1,0.07390000000000002
compact_pod,969,8,0.029200000000000323
compact_pod,970,1,0.06155000000000125
compact_pod,970,8,0.029200000000000323
compact_pod,971,1,0.07110000000000033
compact_pod,971,8,0.02665000000000025
compact_pod,992,1,0.03920000000000061
compact_pod,992,8,0.028850000000000313
compact_pod,993,1,0.0494500000000009
compact_pod,993,8,0.02520000000000021
compact_pod,994,1,0.06510000000000099
compact_pod,994,8,0.0248500000000002
compact_pod,995,1,0.0722500000000002
compact_pod,995,8,0.027250000000000267
compact_pod,984,1,0.07519999999999988
compact_pod,984,8,0.033800000000000455
compact_pod,985,1,0.09234999999999799
compact_pod,985,8,0.031100000000000377
compact_pod,986,1,0.05800000000000115
compact_pod,986,8,0.027500000000000274
compact_pod,987,1,0.07754999999999962
compact_pod,987,8,0.03375000000000045
compact_pod,988,1,0.08869999999999839
compact_pod,988,8,0.02770000000000028
compact_pod,989,1,0.05435000000000104
compact_pod,989,8,0.026550000000000247
compact_pod,990,1,0.083199999999999
compact_pod,990,8,0.025500000000000217
compact_pod,991,1,0.056850000000001115
compact_pod,991,8,0.02980000000000034
compact_pod,996,1,0.07090000000000035
compact_pod,996,8,0.03270000000000042
compact_pod,997,1,0.07090000000000035
compact_pod,997,8,0.027600000000000277
compact_pod,998,1,0.05835000000000116
compact_pod,998,8,0.028500000000000303
compact_pod,999,1,0.07250000000000018
compact_pod,999,8,0.026200000000000237
random,20,1,0.31979999999997294
random,20,8,0.11559999999999543
random,21,1,0.4127499999999627
random,21,8,0.10789999999999628
random,22,1,0.32434999999997244
random,22,8,0.0958499999999976
random,23,1,0.3137499999999736
random,23,8,0.1331999999999935
random,12,1,0.3989499999999642
random,12,8,0.1049499999999966
random,13,1,0.30224999999997487
random,13,8,0.10174999999999695
random,14,1,0.5268499999999502
random,14,8,0.12824999999999404
random,15,1,0.33969999999997075
random,15,8,0.10534999999999656
random,16,1,0.364599999999968
random,16,8,0.10264999999999685
random,17,1,0.3594499999999686
random,17,8,0.11909999999999504
random,18,1,0.40954999999996305
random,18,8,0.10919999999999613
random,19,1,0.4216999999999617
random,19,8,0.10979999999999607
random,8,1,0.5813999999999442
random,8,8,0.10519999999999657
random,9,1,0.41969999999996194
random,9,8,0.1021999999999969
random,10,1,0.33234999999997156
random,10,8,0.10649999999999643
random,11,1,0.38039999999996627
random,11,8,0.09739999999999743
random,4,1,0.5682999999999456
random,4,8,0.110449999999996
random,5,1,0.3244999999999724
random,5,8,0.0912999999999981
random,6,1,0.43864999999995985
random,6,8,0.10869999999999619
random,7,1,0.4263499999999612
random,7,8,0.101349999999997
random,24,1,0.4746499999999559
random,24,8,0.12469999999999443
random,25,1,0.4844499999999548
random,25,8,0.10554999999999654
random,26,1,0.41874999999996204
random,26,8,0.128499999999994
random,27,1,0.319049999999973
random,27,8,0.11289999999999573
random,40,1,0.4210999999999618
random,40,8,0.10429999999999667
random,41,1,0.33429999999997134
random,41,8,0.1130999999999957
random,42,1,0.32334999999997255
random,42,8,0.10389999999999672
random,43,1,0.3926999999999649
random,43,8,0.09594999999999759
random,36,1,0.36604999999996785
random,36,8,0.12204999999999472
random,37,1,0.4537499999999582
random,37,8,0.11689999999999529
random,38,1,0.40789999999996324
random,38,8,0.12144999999999478
random,39,1,0.43314999999996046
random,39,8,0.10664999999999641
random,48,1,0.31329999999997366
random,48,8,0.1085999999999962
random,49,1,0.4265499999999612
random,49,8,0.09664999999999752
random,50,1,0.42589999999996125
random,50,8,0.1004499999999971
random,51,1,0.33079999999997173
random,51,8,0.12804999999999406
random,28,1,0.45309999999995826
random,28,8,0.11089999999999595
random,29,1,0.34314999999997037
random,29,8,0.13689999999999308
random,30,1,0.4816499999999551
random,30,8,0.1311999999999937
random,31,1,0.4407999999999596
random,31,8,0.15424999999999117
random,68,1,0.4473499999999589
random,68,8,0.10174999999999695
random,69,1,0.32164999999997274
random,69,8,0.11834999999999513
random,70,1,0.32769999999997207
random,70,8,0.10699999999999638
random,71,1,0.33229999999997156
random,71,8,0.11204999999999582
random,0,1,0.40764999999996326
random,0,8,0.09514999999999768
random,1,1,0.5447499999999482
random,1,8,0.10334999999999678
random,2,1,0.48114999999995517
random,2,8,0.16244999999999027
random,3,1,0.4310499999999607
random,3,8,0.16439999999999005
random,32,1,0.4183499999999621
random,32,8,0.1077499999999963
random,33,1,0.419199999999962
random,33,8,0.11984999999999496
random,34,1,0.5568499999999469
random,34,8,0.09824999999999734
random,35,1,0.5169499999999513
random,35,8,0.17229999999998918
random,56,1,0.3935499999999648
random,56,8,0.11824999999999514
random,57,1,0.3135999999999736
random,57,8,0.08929999999999833
random,58,1,0.4726499999999561
random,58,8,0.13619999999999316
random,59,1,0.4220499999999617
random,59,8,0.12319999999999459
random,44,1,0.45844999999995767
random,44,8,0.10839999999999622
random,45,1,0.3220999999999727
random,45,8,0.11849999999999511
random,46,1,0.3721499999999672
random,46,8,0.10869999999999619
random,47,1,0.5325499999999496
random,47,8,0.11114999999999592
random,64,1,0.46579999999995686
random,64,8,0.1367999999999931
random,65,1,0.3389999999999708
random,65,8,0.10914999999999614
random,66,1,0.3508999999999695
