policy,n,baseline_s,speedup_k8,ci_low,ci_high,edge_path_counts
compact_pod,1000,0.06895960000000025,2.460063932272842,2.4338537538282976,2.4874973120959223,"{1: 56, 8: 8}"
random,1000,0.40369594999996367,3.583171854659785,3.537903172421494,3.627671811560834,"{64: 59, 8: 3, 1: 2}"
spread,1000,0.4074010499999633,3.426367998295775,3.3657416676815948,3.4871883283260794,{64: 64}
