seed,k,t_equal,t_prop
95,2,0.03225000000000041,0.021500000000000102
95,4,0.01614999999999995,0.010849999999999962
95,8,0.010749999999999963,0.007099999999999985
95,16,0.008099999999999979,0.005749999999999993
95,32,0.005399999999999995,0.005399999999999995
94,1,0.04295000000000072,0.04295000000000072
94,2,0.021500000000000102,0.021500000000000102
94,4,0.01614999999999995,0.009199999999999972
94,8,0.013449999999999946,0.0071499999999999845
94,16,0.008099999999999979,0.005749999999999993
94,32,0.006049999999999991,0.005449999999999995
96,1,0.04295000000000072,0.04295000000000072
96,2,0.021500000000000102,0.019100000000000034
96,4,0.01614999999999995,0.009299999999999971
96,8,0.010749999999999963,0.006399999999999989
96,16,0.009399999999999971,0.005849999999999992
96,32,0.006049999999999991,0.005449999999999995
97,1,0.04295000000000072,0.04295000000000072
97,2,0.03225000000000041,0.026900000000000257
97,4,0.021500000000000102,0.011599999999999958
97,8,0.010749999999999963,0.0071499999999999845
97,16,0.010749999999999963,0.005949999999999992
97,32,0.006749999999999987,0.005549999999999994
99,1,0.04295000000000072,0.04295000000000072
99,2,0.03225000000000041,0.021500000000000102
99,4,0.021500000000000102,0.01109999999999996
99,8,0.010749999999999963,0.0066499999999999875
99,16,0.006749999999999987,0.005699999999999993
99,32,0.006049999999999991,0.0054999999999999945
102,1,0.04295000000000072,0.04295000000000072
102,2,0.03225000000000041,0.021500000000000102
102,4,0.021500000000000102,0.010999999999999961
102,8,0.010749999999999963,0.008049999999999979
102,16,0.006749999999999987,0.005749999999999993
102,32,0.006049999999999991,0.005449999999999995
100,1,0.04295000000000072,0.04295000000000072
100,2,0.03225000000000041,0.026900000000000257
100,4,0.01614999999999995,0.010249999999999966
100,8,0.010749999999999963,0.006949999999999986
100,16,0.008099999999999979,0.005949999999999992
100,32,0.006749999999999987,0.005549999999999994
101,1,0.04295000000000072,0.04295000000000072
101,2,0.03225000000000041,0.029550000000000333
101,4,0.021500000000000102,0.011799999999999956
101,8,0.010749999999999963,0.006499999999999988
101,16,0.008099999999999979,0.005849999999999992
101,32,0.006049999999999991,0.005449999999999995
103,1,0.04295000000000072,0.04295000000000072
103,2,0.021500000000000102,0.014349999999999941
103,4,0.01614999999999995,0.00954999999999997
103,8,0.010749999999999963,0.007249999999999984
103,16,0.008099999999999979,0.005849999999999992
103,32,0.005399999999999995,0.005399999999999995
105,1,0.04295000000000072,0.04295000000000072
105,2,0.021500000000000102,0.021500000000000102
105,4,0.01614999999999995,0.012049999999999955
105,8,0.013449999999999946,0.008299999999999978
105,16,0.012099999999999955,0.006549999999999988
105,32,0.007399999999999983,0.005649999999999994
104,1,0.04295000000000072,0.04295000000000072
104,2,0.03225000000000041,0.019100000000000034
