arm_id,family,policy,fabric,ring_size,k,n_pairs,ratio_mean,ratio_mean_ci_low,ratio_mean_ci_high,ratio_geometric_mean,ratio_geometric_ci_low,ratio_geometric_ci_high,ratio_median,ratio_min,ratio_max,maxmin_faster_count,bit_equal_count,maxmin_slower_count,inference
controller_p16_af05_baseline,controller,equal,3tier_nb,16,1,100,0.9963600717922968,0.9928401674514574,0.9989878226769866,0.9962220900239556,0.9925143733143347,0.9989716124813792,1.0,0.8727901614143047,1.0,9,91,0,maxmin_faster_pointwise_95pct_CI
controller_p16_af05_static_k4,controller,equal,3tier_nb,16,4,100,0.9561196398661513,0.9494087670815349,0.9623619501240244,0.9555192573356432,0.9486866763210556,0.9618810626763326,0.9622654423991949,0.8496815286624184,1.0,95,5,0,maxmin_faster_pointwise_95pct_CI
controller_p64_af00_adaptive,controller,adaptive,3tier_nb,64,1,100,0.9928409514596978,0.9904095922068212,0.9949132835082769,0.9927739790022341,0.990298274820992,0.9948859234612075,0.9934264185594295,0.931610942249239,1.005952380952381,55,41,4,diagnostic_frozen_controller_requires_recalibration
controller_p64_af00_baseline,controller,equal,3tier_nb,64,1,100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,100,0,bit_exact_no_allocator_effect
controller_p64_af00_static_k4,controller,equal,3tier_nb,64,4,100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,100,0,bit_exact_no_allocator_effect
controller_p64_af01_adaptive,controller,adaptive,3tier_nb,64,1,100,0.9815214023815879,0.9738695040155027,0.9893666950191273,0.9807148759183973,0.9730411669263469,0.9886489617946422,0.990296066048145,0.8923976608187122,1.0694597574421176,64,8,28,diagnostic_frozen_controller_requires_recalibration
controller_p64_af01_baseline,controller,equal,3tier_nb,64,1,100,0.9883670310336314,0.9829441773512501,0.9931612373542167,0.9879982449569175,0.982372984491526,0.9929515101562132,1.0,0.8597260273972728,1.0,27,73,0,maxmin_faster_pointwise_95pct_CI
controller_p64_af01_static_k4,controller,equal,3tier_nb,64,4,100,0.9763593469884274,0.9708140364753925,0.9815571123729262,0.9759726530136493,0.9703404785447254,0.9812684468976989,0.9870218837351665,0.8960943257185057,1.0,73,27,0,maxmin_faster_pointwise_95pct_CI
controller_p64_af03_adaptive,controller,adaptive,3tier_nb,64,1,100,0.9636834998597607,0.9560676778022609,0.97092268084657,0.9629156787382972,0.955197318294156,0.9703221881353076,0.9730414962203602,0.831558567279766,1.060135790494666,90,2,8,diagnostic_frozen_controller_requires_recalibration
controller_p64_af03_baseline,controller,equal,3tier_nb,64,1,100,0.9686728667658175,0.961612717459821,0.9754324393955431,0.9680377639544837,0.960896430991099,0.9748838097895312,0.9856115607229865,0.877022653721691,1.0,59,41,0,maxmin_faster_pointwise_95pct_CI
controller_p64_af03_static_k4,controller,equal,3tier_nb,64,4,100,0.9565501196711448,0.9481894008054692,0.9642681556930257,0.9556333260450625,0.9470876796623928,0.9635852607638755,0.9707700173261014,0.8280898876404474,1.0,90,10,0,maxmin_faster_pointwise_95pct_CI
controller_p64_af05_adaptive,controller,adaptive,3tier_nb,64,1,100,0.9522114772709718,0.9454660702274934,0.9587263306508716,0.9516027354063499,0.9448216688065741,0.9582056295565692,0.9562269488528423,0.8572418572418722,1.0213351686166527,95,2,3,diagnostic_frozen_controller_requires_recalibration
controller_p64_af05_baseline,controller,equal,3tier_nb,64,1,100,0.9568898293853547,0.9510030355739468,0.9626199638814225,0.9564151130771582,0.9504929279692672,0.9621923310155636,0.9582030946177207,0.8622754491018054,1.0,89,11,0,maxmin_faster_pointwise_95pct_CI
controller_p64_af05_static_k4,controller,equal,3tier_nb,64,4,100,0.949757591796187,0.9428836383798569,0.9563497509699901,0.9491350097459271,0.9421829971531848,0.955791962723365,0.9521650221239668,0.8538163001293816,1.0,95,5,0,maxmin_faster_pointwise_95pct_CI
equal_2tier_p16_k1,static_split,equal,2tier,16,1,100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,100,0,bit_exact_no_allocator_effect
equal_2tier_p16_k16,static_split,equal,2tier,16,16,100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,100,0,bit_exact_no_allocator_effect
equal_2tier_p16_k2,static_split,equal,2tier,16,2,100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,100,0,bit_exact_no_allocator_effect
equal_2tier_p16_k32,static_split,equal,2tier,16,32,100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,100,0,bit_exact_no_allocator_effect
equal_2tier_p16_k4,static_split,equal,2tier,16,4,100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,100,0,bit_exact_no_allocator_effect
equal_2tier_p16_k8,static_split,equal,2tier,16,8,100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,100,0,bit_exact_no_allocator_effect
equal_2tier_p64_k1,static_split,equal,2tier,64,1,100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,100,0,bit_exact_no_allocator_effect
equal_2tier_p64_k16,static_split,equal,2tier,64,16,100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,100,0,bit_exact_no_allocator_effect
equal_2tier_p64_k2,static_split,equal,2tier,64,2,100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,100,0,bit_exact_no_allocator_effect
equal_2tier_p64_k32,static_split,equal,2tier,64,32,100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,100,0,bit_exact_no_allocator_effect
equal_2tier_p64_k4,static_split,equal,2tier,64,4,100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,100,0,bit_exact_no_allocator_effect
equal_2tier_p64_k8,static_split,equal,2tier,64,8,100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,100,0,bit_exact_no_allocator_effect
equal_3tier_nb_p16_k1,static_split,equal,3tier_nb,16,1,100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,100,0,bit_exact_no_allocator_effect
equal_3tier_nb_p16_k16,static_split,equal,3tier_nb,16,16,100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,100,0,bit_exact_no_allocator_effect
equal_3tier_nb_p16_k2,static_split,equal,3tier_nb,16,2,100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,100,0,bit_exact_no_allocator_effect
equal_3tier_nb_p16_k32,static_split,equal,3tier_nb,16,32,100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,100,0,bit_exact_no_allocator_effect
equal_3tier_nb_p16_k4,static_split,equal,3tier_nb,16,4,100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,100,0,bit_exact_no_allocator_effect
equal_3tier_nb_p16_k8,static_split,equal,3tier_nb,16,8,100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,100,0,bit_exact_no_allocator_effect
