fabric,P,seed,k,t_prop
3tier_nb,64,53,4,0.005399999999999995
3tier_nb,64,53,8,0.005399999999999995
3tier_nb,64,53,16,0.005399999999999995
3tier_nb,64,54,2,0.008999999999999973
3tier_nb,64,54,4,0.006949999999999986
3tier_nb,64,54,8,0.005399999999999995
3tier_nb,64,54,16,0.005399999999999995
3tier_nb,64,55,2,0.010749999999999963
3tier_nb,64,55,4,0.006599999999999988
3tier_nb,64,55,8,0.005399999999999995
3tier_nb,64,55,16,0.005399999999999995
3tier_nb,64,56,2,0.007549999999999982
3tier_nb,64,56,4,0.005399999999999995
3tier_nb,64,56,8,0.005799999999999993
3tier_nb,64,56,16,0.005399999999999995
3tier_nb,64,57,2,0.008999999999999973
3tier_nb,64,57,4,0.006349999999999989
3tier_nb,64,57,8,0.005399999999999995
3tier_nb,64,57,16,0.005399999999999995
3tier_nb,64,58,2,0.007549999999999982
3tier_nb,64,58,4,0.0059999999999999915
3tier_nb,64,58,8,0.005399999999999995
3tier_nb,64,58,16,0.005399999999999995
3tier_nb,64,59,2,0.007549999999999982
3tier_nb,64,59,4,0.005399999999999995
3tier_nb,64,59,8,0.005399999999999995
3tier_nb,64,59,16,0.005399999999999995
3tier_nb,64,60,2,0.005399999999999995
3tier_nb,64,60,4,0.005399999999999995
3tier_nb,64,60,8,0.005399999999999995
3tier_nb,64,60,16,0.005399999999999995
3tier_nb,64,61,2,0.005399999999999995
3tier_nb,64,61,4,0.005399999999999995
3tier_nb,64,61,8,0.005399999999999995
3tier_nb,64,61,16,0.005399999999999995
3tier_nb,64,62,2,0.007549999999999982
3tier_nb,64,62,4,0.005399999999999995
3tier_nb,64,62,8,0.005399999999999995
3tier_nb,64,62,16,0.005399999999999995
3tier_nb,64,63,2,0.007549999999999982
3tier_nb,64,63,4,0.006349999999999989
3tier_nb,64,63,8,0.005399999999999995
3tier_nb,64,63,16,0.005399999999999995
3tier_nb,64,64,2,0.007549999999999982
3tier_nb,64,64,4,0.005399999999999995
3tier_nb,64,64,8,0.005399999999999995
3tier_nb,64,64,16,0.005399999999999995
3tier_nb,64,65,2,0.007549999999999982
3tier_nb,64,65,4,0.005399999999999995
3tier_nb,64,65,8,0.005399999999999995
3tier_nb,64,65,16,0.005399999999999995
3tier_nb,64,66,2,0.007549999999999982
3tier_nb,64,66,4,0.0059999999999999915
3tier_nb,64,66,8,0.005399999999999995
3tier_nb,64,66,16,0.005399999999999995
3tier_nb,64,67,2,0.007549999999999982
3tier_nb,64,67,4,0.005399999999999995
3tier_nb,64,67,8,0.005399999999999995
3tier_nb,64,67,16,0.005399999999999995
3tier_nb,64,68,2,0.007549999999999982
3tier_nb,64,68,4,0.005399999999999995
3tier_nb,64,68,8,0.005399999999999995
3tier_nb,64,68,16,0.005399999999999995
3tier_nb,64,69,2,0.007549999999999982
3tier_nb,64,69,4,0.00624999999999999
3tier_nb,64,69,8,0.005649999999999994
3tier_nb,64,69,16,0.005399999999999995
3tier_nb,64,70,2,0.007549999999999982
3tier_nb,64,70,4,0.006349999999999989
3tier_nb,64,70,8,0.005399999999999995
3tier_nb,64,70,16,0.005399999999999995
3tier_nb,64,71,2,0.007549999999999982
3tier_nb,64,71,4,0.006949999999999986
3tier_nb,64,71,8,0.005399999999999995
3tier_nb,64,71,16,0.005399999999999995
3tier_nb,64,72,2,0.007549999999999982
3tier_nb,64,72,4,0.006349999999999989
3tier_nb,64,72,8,0.005399999999999995
3tier_nb,64,72,16,0.005399999999999995
3tier_nb,64,73,2,0.00799999999999998
3tier_nb,64,73,4,0.005399999999999995
3tier_nb,64,73,8,0.005399999999999995
3tier_nb,64,73,16,0.005399999999999995
3tier_nb,64,74,2,0.007549999999999982
3tier_nb,64,74,4,0.005399999999999995
3tier_nb,64,74,8,0.005399999999999995
3tier_nb,64,74,16,0.005399999999999995
3tier_nb,64,75,2,0.006449999999999989
3tier_nb,64,75,4,0.005399999999999995
3tier_nb,64,75,8,0.005399999999999995
3tier_nb,64,75,16,0.005399999999999995
3tier_nb,64,76,2,0.007549999999999982
3tier_nb,64,76,4,0.005399999999999995
3tier_nb,64,76,8,0.005399999999999995
3tier_nb,64,76,16,0.005399999999999995
3tier_nb,64,77,2,0.007549999999999982
3tier_nb,64,77,4,0.005399999999999995
3tier_nb,64,77,8,0.005399999999999995
3tier_nb,64,77,16,0.005399999999999995
3tier_nb,64,78,2,0.007549999999999982
3tier_nb,64,78,4,0.005399999999999995
3tier_nb,64,78,8,0.005399999999999995
3tier_nb,64,78,16,0.005399999999999995
3tier_nb,64,79,2,0.007549999999999982
3tier_nb,64,79,4,0.005399999999999995
3tier_nb,64,79,8,0.005399999999999995
3tier_nb,64,79,16,0.005399999999999995
3tier_nb,64,80,2,0.006449999999999989
3tier_nb,64,80,4,0.005399999999999995
3tier_nb,64,80,8,0.005399999999999995
3tier_nb,64,80,16,0.005399999999999995
3tier_nb,64,81,2,0.010749999999999963
3tier_nb,64,81,4,0.0059999999999999915
3tier_nb,64,81,8,0.005399999999999995
3tier_nb,64,81,16,0.005399999999999995
3tier_nb,64,82,2,0.007549999999999982
3tier_nb,64,82,4,0.005399999999999995
3tier_nb,64,82,8,0.005399999999999995
3tier_nb,64,82,16,0.005399999999999995
3tier_nb,64,83,2,0.007549999999999982
3tier_nb,64,83,4,0.005399999999999995
3tier_nb,64,83,8,0.005399999999999995
3tier_nb,64,83,16,0.005399999999999995
3tier_nb,64,84,2,0.007549999999999982
3tier_nb,64,84,4,0.005399999999999995
3tier_nb,64,84,8,0.005399999999999995
3tier_nb,64,84,16,0.005399999999999995
3tier_nb,64,85,2,0.007549999999999982
3tier_nb,64,85,4,0.005399999999999995
3tier_nb,64,85,8,0.005399999999999995
3tier_nb,64,85,16,0.005399999999999995
3tier_nb,64,86,2,0.007549999999999982
3tier_nb,64,86,4,0.006549999999999988
3tier_nb,64,86,8,0.005399999999999995
3tier_nb,64,86,16,0.005399999999999995
3tier_nb,64,87,2,0.007549999999999982
3tier_nb,64,87,4,0.00629999999999999
3tier_nb,64,87,8,0.005399999999999995
3tier_nb,64,87,16,0.005399999999999995
3tier_nb,64,88,2,0.007549999999999982
3tier_nb,64,88,4,0.006349999999999989
3tier_nb,64,88,8,0.005399999999999995
3tier_nb,64,88,16,0.005399999999999995
3tier_nb,64,89,2,0.007549999999999982
3tier_nb,64,89,4,0.005399999999999995
3tier_nb,64,89,8,0.005399999999999995
3tier_nb,64,89,16,0.005399999999999995
3tier_nb,64,90,2,0.005399999999999995
3tier_nb,64,90,4,0.006349999999999989
3tier_nb,64,90,8,0.005399999999999995
3tier_nb,64,90,16,0.005399999999999995
3tier_nb,64,91,2,0.007549999999999982
3tier_nb,64,91,4,0.0059999999999999915
3tier_nb,64,91,8,0.005699999999999993
3tier_nb,64,91,16,0.005399999999999995
3tier_nb,64,92,2,0.007549999999999982
3tier_nb,64,92,4,0.005399999999999995
3tier_nb,64,92,8,0.005399999999999995
3tier_nb,64,92,16,0.005399999999999995
3tier_nb,64,93,2,0.007549999999999982
3tier_nb,64,93,4,0.005399999999999995
3tier_nb,64,93,8,0.005399999999999995
3tier_nb,64,93,16,0.005399999999999995
3tier_nb,64,94,2,0.007549999999999982
3tier_nb,64,94,4,0.005399999999999995
3tier_nb,64,94,8,0.005399999999999995
3tier_nb,64,94,16,0.005399999999999995
3tier_nb,64,95,2,0.007549999999999982
3tier_nb,64,95,4,0.005399999999999995
3tier_nb,64,95,8,0.005399999999999995
3tier_nb,64,95,16,0.005399999999999995
3tier_nb,64,96,2,0.008999999999999973
3tier_nb,64,96,4,0.006349999999999989
3tier_nb,64,96,8,0.005399999999999995
3tier_nb,64,96,16,0.005399999999999995
3tier_nb,64,97,2,0.007549999999999982
3tier_nb,64,97,4,0.005399999999999995
3tier_nb,64,97,8,0.005399999999999995
3tier_nb,64,97,16,0.005399999999999995
3tier_nb,64,98,2,0.006449999999999989
3tier_nb,64,98,4,0.005399999999999995
3tier_nb,64,98,8,0.005399999999999995
3tier_nb,64,98,16,0.005399999999999995
3tier_nb,64,99,2,0.008999999999999973
3tier_nb,64,99,4,0.00624999999999999
3tier_nb,64,99,8,0.005399999999999995
3tier_nb,64,99,16,0.005399999999999995
3tier_nb,64,100,2,0.007549999999999982
3tier_nb,64,100,4,0.005399999999999995
3tier_nb,64,100,8,0.005399999999999995
3tier_nb,64,100,16,0.005399999999999995
3tier_nb,64,101,2,0.00799999999999998
3tier_nb,64,101,4,0.005399999999999995
3tier_nb,64,101,8,0.005399999999999995
3tier_nb,64,101,16,0.005399999999999995
3tier_nb,64,102,2,0.007549999999999982
3tier_nb,64,102,4,0.0059999999999999915
3tier_nb,64,102,8,0.005399999999999995
3tier_nb,64,102,16,0.005399999999999995
3tier_nb,64,103,2,0.005399999999999995
3tier_nb,64,103,4,0.005399999999999995
3tier_nb,64,103,8,0.005399999999999995
3tier_nb,64,103,16,0.005399999999999995
3tier_nb,64,104,2,0.007549999999999982
3tier_nb,64,104,4,0.005399999999999995
3tier_nb,64,104,8,0.005399999999999995
3tier_nb,64,104,16,0.005399999999999995
3tier_nb,64,105,2,0.006449999999999989
3tier_nb,64,105,4,0.0059999999999999915
3tier_nb,64,105,8,0.005399999999999995
3tier_nb,64,105,16,0.005399999999999995
3tier_nb,64,106,2,0.007549999999999982
3tier_nb,64,106,4,0.005399999999999995
3tier_nb,64,106,8,0.005399999999999995
3tier_nb,64,106,16,0.005399999999999995
3tier_nb,64,107,2,0.007549999999999982
3tier_nb,64,107,4,0.005399999999999995
3tier_nb,64,107,8,0.005399999999999995
3tier_nb,64,107,16,0.005399999999999995
3tier_nb,64,108,2,0.007549999999999982
3tier_nb,64,108,4,0.006349999999999989
3tier_nb,64,108,8,0.005399999999999995
3tier_nb,64,108,16,0.005399999999999995
3tier_nb,64,109,2,0.005399999999999995
3tier_nb,64,109,4,0.005399999999999995
3tier_nb,64,109,8,0.005399999999999995
3tier_nb,64,109,16,0.005399999999999995
3tier_nb,64,110,2,0.008999999999999973
3tier_nb,64,110,4,0.0059999999999999915
3tier_nb,64,110,8,0.005399999999999995
3tier_nb,64,110,16,0.005399999999999995
3tier_nb,64,111,2,0.007549999999999982
3tier_nb,64,111,4,0.005399999999999995
3tier_nb,64,111,8,0.005399999999999995
3tier_nb,64,111,16,0.005399999999999995
3tier_nb,64,112,2,0.007549999999999982
3tier_nb,64,112,4,0.005399999999999995
3tier_nb,64,112,8,0.005399999999999995
3tier_nb,64,112,16,0.005399999999999995
3tier_nb,64,113,2,0.007549999999999982
3tier_nb,64,113,4,0.0059999999999999915
3tier_nb,64,113,8,0.005399999999999995
3tier_nb,64,113,16,0.005399999999999995
3tier_nb,64,114,2,0.006449999999999989
3tier_nb,64,114,4,0.005399999999999995
3tier_nb,64,114,8,0.005399999999999995
3tier_nb,64,114,16,0.005399999999999995
3tier_nb,64,115,2,0.006449999999999989
3tier_nb,64,115,4,0.005399999999999995
3tier_nb,64,115,8,0.005399999999999995
3tier_nb,64,115,16,0.005399999999999995
3tier_nb,64,116,2,0.005399999999999995
3tier_nb,64,116,4,0.006349999999999989
3tier_nb,64,116,8,0.005399999999999995
3tier_nb,64,116,16,0.005399999999999995
3tier_nb,64,117,2,0.007549999999999982
3tier_nb,64,117,4,0.007199999999999984
3tier_nb,64,117,8,0.005399999999999995
3tier_nb,64,117,16,0.005399999999999995
3tier_nb,64,118,2,0.010749999999999963
3tier_nb,64,118,4,0.005399999999999995
3tier_nb,64,118,8,0.005399999999999995
3tier_nb,64,118,16,0.005399999999999995
3tier_nb,64,119,2,0.007549999999999982
3tier_nb,64,119,4,0.0059999999999999915
3tier_nb,64,119,8,0.005399999999999995
3tier_nb,64,119,16,0.005399999999999995
3tier_nb,64,120,2,0.007549999999999982
3tier_nb,64,120,4,0.005399999999999995
3tier_nb,64,120,8,0.005399999999999995
3tier_nb,64,120,16,0.005399999999999995
3tier_nb,64,121,2,0.007549999999999982
3tier_nb,64,121,4,0.005399999999999995
3tier_nb,64,121,8,0.005399999999999995
3tier_nb,64,121,16,0.005399999999999995
3tier_nb,64,122,2,0.007549999999999982
3tier_nb,64,122,4,0.005399999999999995
3tier_nb,64,122,8,0.005399999999999995
3tier_nb,64,122,16,0.005399999999999995
3tier_nb,64,123,2,0.007549999999999982
3tier_nb,64,123,4,0.005399999999999995
3tier_nb,64,123,8,0.005399999999999995
3tier_nb,64,123,16,0.005399999999999995
3tier_nb,64,124,2,0.006449999999999989
3tier_nb,64,124,4,0.005399999999999995
3tier_nb,64,124,8,0.005399999999999995
3tier_nb,64,124,16,0.005399999999999995
3tier_nb,64,125,2,0.007549999999999982
3tier_nb,64,125,4,0.005399999999999995
3tier_nb,64,125,8,0.005399999999999995
3tier_nb,64,125,16,0.005399999999999995
3tier_nb,64,126,2,0.007549999999999982
3tier_nb,64,126,4,0.005399999999999995
3tier_nb,64,126,8,0.005399999999999995
3tier_nb,64,126,16,0.005399999999999995
3tier_nb,64,127,2,0.007549999999999982
3tier_nb,64,127,4,0.005399999999999995
3tier_nb,64,127,8,0.005399999999999995
3tier_nb,64,127,16,0.005399999999999995
3tier_nb,64,128,2,0.007549999999999982
3tier_nb,64,128,4,0.005399999999999995
3tier_nb,64,128,8,0.005399999999999995
3tier_nb,64,128,16,0.005399999999999995
3tier_nb,64,129,2,0.006449999999999989
3tier_nb,64,129,4,0.005399999999999995
3tier_nb,64,129,8,0.005399999999999995
3tier_nb,64,129,16,0.005399999999999995
3tier_nb,64,130,2,0.007549999999999982
3tier_nb,64,130,4,0.00624999999999999
3tier_nb,64,130,8,0.005399999999999995
3tier_nb,64,130,16,0.005399999999999995
3tier_nb,64,131,2,0.007549999999999982
3tier_nb,64,131,4,0.006549999999999988
3tier_nb,64,131,8,0.005399999999999995
3tier_nb,64,131,16,0.005399999999999995
3tier_nb,64,132,2,0.007549999999999982
3tier_nb,64,132,4,0.0059999999999999915
3tier_nb,64,132,8,0.005399999999999995
3tier_nb,64,132,16,0.005399999999999995
3tier_nb,64,133,2,0.007549999999999982
3tier_nb,64,133,4,0.005399999999999995
3tier_nb,64,133,8,0.005399999999999995
3tier_nb,64,133,16,0.005399999999999995
3tier_nb,64,134,2,0.005399999999999995
3tier_nb,64,134,4,0.005399999999999995
3tier_nb,64,134,8,0.005399999999999995
3tier_nb,64,134,16,0.005399999999999995
3tier_nb,64,135,2,0.007549999999999982
3tier_nb,64,135,4,0.005399999999999995
3tier_nb,64,135,8,0.005399999999999995
3tier_nb,64,135,16,0.005399999999999995
3tier_nb,64,136,2,0.007549999999999982
3tier_nb,64,136,4,0.005399999999999995
3tier_nb,64,136,8,0.005399999999999995
3tier_nb,64,136,16,0.005399999999999995
3tier_nb,64,137,2,0.008299999999999978
3tier_nb,64,137,4,0.005399999999999995
3tier_nb,64,137,8,0.005399999999999995
3tier_nb,64,137,16,0.005399999999999995
3tier_nb,64,138,2,0.007549999999999982
3tier_nb,64,138,4,0.006349999999999989
3tier_nb,64,138,8,0.005399999999999995
3tier_nb,64,138,16,0.005399999999999995
3tier_nb,64,139,2,0.007549999999999982
3tier_nb,64,139,4,0.005399999999999995
3tier_nb,64,139,8,0.005399999999999995
3tier_nb,64,139,16,0.005399999999999995
3tier_nb,64,140,2,0.007549999999999982
3tier_nb,64,140,4,0.005399999999999995
3tier_nb,64,140,8,0.005399999999999995
3tier_nb,64,140,16,0.005399999999999995
3tier_nb,64,141,2,0.007549999999999982
3tier_nb,64,141,4,0.005399999999999995
3tier_nb,64,141,8,0.005399999999999995
3tier_nb,64,141,16,0.005399999999999995
3tier_nb,64,142,2,0.00799999999999998
3tier_nb,64,142,4,0.005399999999999995
3tier_nb,64,142,8,0.005399999999999995
3tier_nb,64,142,16,0.005399999999999995
3tier_nb,64,143,2,0.007549999999999982
3tier_nb,64,143,4,0.005399999999999995
3tier_nb,64,143,8,0.005399999999999995
3tier_nb,64,143,16,0.005399999999999995
3tier_nb,64,144,2,0.005399999999999995
3tier_nb,64,144,4,0.005399999999999995
3tier_nb,64,144,8,0.005399999999999995
3tier_nb,64,144,16,0.005399999999999995
3tier_nb,64,145,2,0.010749999999999963
3tier_nb,64,145,4,0.006349999999999989
3tier_nb,64,145,8,0.005399999999999995
3tier_nb,64,145,16,0.005399999999999995
3tier_nb,64,146,2,0.007549999999999982
3tier_nb,64,146,4,0.0059999999999999915
3tier_nb,64,146,8,0.005399999999999995
3tier_nb,64,146,16,0.005399999999999995
3tier_nb,64,147,2,0.005399999999999995
3tier_nb,64,147,4,0.005399999999999995
3tier_nb,64,147,8,0.005399999999999995
3tier_nb,64,147,16,0.005399999999999995
3tier_nb,64,148,2,0.007549999999999982
3tier_nb,64,148,4,0.005399999999999995
3tier_nb,64,148,8,0.005399999999999995
3tier_nb,64,148,16,0.005399999999999995
3tier_nb,64,149,2,0.007549999999999982
3tier_nb,64,149,4,0.005399999999999995
3tier_nb,64,149,8,0.005399999999999995
3tier_nb,64,149,16,0.005399999999999995
3tier_nb,64,150,2,0.007549999999999982
3tier_nb,64,150,4,0.005399999999999995
3tier_nb,64,150,8,0.005399999999999995
3tier_nb,64,150,16,0.005399999999999995
3tier_nb,64,151,2,0.007549999999999982
3tier_nb,64,151,4,0.006349999999999989
3tier_nb,64,151,8,0.005399999999999995
3tier_nb,64,151,16,0.005399999999999995
3tier_nb,64,152,2,0.007549999999999982
3tier_nb,64,152,4,0.006349999999999989
3tier_nb,64,152,8,0.005399999999999995
3tier_nb,64,152,16,0.005399999999999995
3tier_nb,64,153,2,0.007549999999999982
3tier_nb,64,153,4,0.006949999999999986
3tier_nb,64,153,8,0.005399999999999995
3tier_nb,64,153,16,0.005399999999999995
3tier_nb,64,154,2,0.007549999999999982
3tier_nb,64,154,4,0.005399999999999995
3tier_nb,64,154,8,0.005399999999999995
3tier_nb,64,154,16,0.005399999999999995
3tier_nb,64,155,2,0.007749999999999981
3tier_nb,64,155,4,0.0059999999999999915
3tier_nb,64,155,8,0.005699999999999993
3tier_nb,64,155,16,0.005399999999999995
3tier_nb,64,156,2,0.006449999999999989
3tier_nb,64,156,4,0.005399999999999995
3tier_nb,64,156,8,0.005399999999999995
3tier_nb,64,156,16,0.005399999999999995
3tier_nb,64,157,2,0.007549999999999982
3tier_nb,64,157,4,0.006349999999999989
3tier_nb,64,157,8,0.005399999999999995
3tier_nb,64,157,16,0.005399999999999995
3tier_nb,64,158,2,0.007549999999999982
3tier_nb,64,158,4,0.005399999999999995
3tier_nb,64,158,8,0.005399999999999995
3tier_nb,64,158,16,0.005399999999999995
3tier_nb,64,159,2,0.006449999999999989
3tier_nb,64,159,4,0.0059999999999999915
3tier_nb,64,159,8,0.005399999999999995
3tier_nb,64,159,16,0.005399999999999995
3tier_nb,64,160,2,0.005399999999999995
3tier_nb,64,160,4,0.005399999999999995
3tier_nb,64,160,8,0.005399999999999995
3tier_nb,64,160,16,0.005399999999999995
3tier_nb,64,161,2,0.007549999999999982
3tier_nb,64,161,4,0.0059999999999999915
3tier_nb,64,161,8,0.005399999999999995
3tier_nb,64,161,16,0.005399999999999995
3tier_nb,64,162,2,0.007549999999999982
3tier_nb,64,162,4,0.0059999999999999915
3tier_nb,64,162,8,0.005399999999999995
3tier_nb,64,162,16,0.005399999999999995
3tier_nb,64,163,2,0.006449999999999989
3tier_nb,64,163,4,0.005399999999999995
3tier_nb,64,163,8,0.005399999999999995
3tier_nb,64,163,16,0.005399999999999995
3tier_nb,64,164,2,0.007549999999999982
3tier_nb,64,164,4,0.005399999999999995
3tier_nb,64,164,8,0.005399999999999995
3tier_nb,64,164,16,0.005399999999999995
3tier_nb,64,165,2,0.007549999999999982
3tier_nb,64,165,4,0.005399999999999995
3tier_nb,64,165,8,0.005399999999999995
3tier_nb,64,165,16,0.005399999999999995
3tier_nb,64,166,2,0.010749999999999963
3tier_nb,64,166,4,0.006349999999999989
3tier_nb,64,166,8,0.005399999999999995
3tier_nb,64,166,16,0.005399999999999995
3tier_nb,64,167,2,0.007549999999999982
3tier_nb,64,167,4,0.007199999999999984
3tier_nb,64,167,8,0.005399999999999995
3tier_nb,64,167,16,0.005399999999999995
3tier_nb,64,168,2,0.007549999999999982
3tier_nb,64,168,4,0.005399999999999995
3tier_nb,64,168,8,0.005399999999999995
3tier_nb,64,168,16,0.005399999999999995
3tier_nb,64,169,2,0.007549999999999982
3tier_nb,64,169,4,0.005399999999999995
3tier_nb,64,169,8,0.005399999999999995
3tier_nb,64,169,16,0.005399999999999995
3tier_nb,64,170,2,0.008999999999999973
3tier_nb,64,170,4,0.005399999999999995
3tier_nb,64,170,8,0.005399999999999995
3tier_nb,64,170,16,0.005399999999999995
3tier_nb,64,171,2,0.007549999999999982
3tier_nb,64,171,4,0.005399999999999995
3tier_nb,64,171,8,0.005399999999999995
3tier_nb,64,171,16,0.005399999999999995
3tier_nb,64,172,2,0.005399999999999995
3tier_nb,64,172,4,0.005399999999999995
3tier_nb,64,172,8,0.005399999999999995
3tier_nb,64,172,16,0.005399999999999995
3tier_nb,64,173,2,0.006449999999999989
3tier_nb,64,173,4,0.005399999999999995
3tier_nb,64,173,8,0.005399999999999995
3tier_nb,64,173,16,0.005399999999999995
3tier_nb,64,174,2,0.007549999999999982
3tier_nb,64,174,4,0.005399999999999995
3tier_nb,64,174,8,0.005399999999999995
3tier_nb,64,174,16,0.005399999999999995
3tier_nb,64,175,2,0.007549999999999982
3tier_nb,64,175,4,0.005399999999999995
3tier_nb,64,175,8,0.005399999999999995
3tier_nb,64,175,16,0.005399999999999995
3tier_nb,64,176,2,0.007549999999999982
3tier_nb,64,176,4,0.005399999999999995
3tier_nb,64,176,8,0.005399999999999995
3tier_nb,64,176,16,0.005399999999999995
3tier_nb,64,177,2,0.007549999999999982
3tier_nb,64,177,4,0.005399999999999995
3tier_nb,64,177,8,0.005399999999999995
3tier_nb,64,177,16,0.005399999999999995
3tier_nb,64,178,2,0.007549999999999982
3tier_nb,64,178,4,0.0059999999999999915
3tier_nb,64,178,8,0.005399999999999995
3tier_nb,64,178,16,0.005399999999999995
3tier_nb,64,179,2,0.007549999999999982
3tier_nb,64,179,4,0.006549999999999988
3tier_nb,64,179,8,0.005399999999999995
3tier_nb,64,179,16,0.005399999999999995
3tier_nb,64,180,2,0.007549999999999982
3tier_nb,64,180,4,0.005399999999999995
3tier_nb,64,180,8,0.005399999999999995
3tier_nb,64,180,16,0.005399999999999995
3tier_nb,64,181,2,0.007549999999999982
3tier_nb,64,181,4,0.006349999999999989
3tier_nb,64,181,8,0.005399999999999995
3tier_nb,64,181,16,0.005399999999999995
3tier_nb,64,182,2,0.007549999999999982
3tier_nb,64,182,4,0.005399999999999995
3tier_nb,64,182,8,0.005399999999999995
3tier_nb,64,182,16,0.005399999999999995
3tier_nb,64,183,2,0.007549999999999982
3tier_nb,64,183,4,0.007749999999999981
3tier_nb,64,183,8,0.005699999999999993
3tier_nb,64,183,16,0.005399999999999995
3tier_nb,64,184,2,0.010749999999999963
3tier_nb,64,184,4,0.005399999999999995
3tier_nb,64,184,8,0.005399999999999995
3tier_nb,64,184,16,0.005399999999999995
3tier_nb,64,185,2,0.008999999999999973
3tier_nb,64,185,4,0.0059999999999999915
3tier_nb,64,185,8,0.005399999999999995
3tier_nb,64,185,16,0.005399999999999995
3tier_nb,64,186,2,0.007549999999999982
3tier_nb,64,186,4,0.005399999999999995
3tier_nb,64,186,8,0.005399999999999995
3tier_nb,64,186,16,0.005399999999999995
3tier_nb,64,187,2,0.008999999999999973
3tier_nb,64,187,4,0.0059999999999999915
3tier_nb,64,187,8,0.005399999999999995
3tier_nb,64,187,16,0.005399999999999995
3tier_nb,64,188,2,0.007549999999999982
3tier_nb,64,188,4,0.005399999999999995
3tier_nb,64,188,8,0.005399999999999995
3tier_nb,64,188,16,0.005399999999999995
3tier_nb,64,189,2,0.007549999999999982
3tier_nb,64,189,4,0.006349999999999989
3tier_nb,64,189,8,0.005399999999999995
3tier_nb,64,189,16,0.005399999999999995
3tier_nb,64,190,2,0.007549999999999982
3tier_nb,64,190,4,0.005399999999999995
3tier_nb,64,190,8,0.005399999999999995
3tier_nb,64,190,16,0.005399999999999995
3tier_nb,64,191,2,0.005399999999999995
3tier_nb,64,191,4,0.006349999999999989
3tier_nb,64,191,8,0.005399999999999995
3tier_nb,64,191,16,0.005399999999999995
3tier_nb,64,192,2,0.00799999999999998
3tier_nb,64,192,4,0.005399999999999995
3tier_nb,64,192,8,0.005399999999999995
3tier_nb,64,192,16,0.005399999999999995
3tier_nb,64,193,2,0.008099999999999979
3tier_nb,64,193,4,0.007549999999999982
3tier_nb,64,193,8,0.005399999999999995
3tier_nb,64,193,16,0.005399999999999995
3tier_nb,64,194,2,0.005399999999999995
3tier_nb,64,194,4,0.006349999999999989
3tier_nb,64,194,8,0.005399999999999995
3tier_nb,64,194,16,0.005399999999999995
3tier_nb,64,195,2,0.007549999999999982
3tier_nb,64,195,4,0.005399999999999995
3tier_nb,64,195,8,0.005399999999999995
3tier_nb,64,195,16,0.005399999999999995
3tier_nb,64,196,2,0.007549999999999982
3tier_nb,64,196,4,0.005399999999999995
3tier_nb,64,196,8,0.005399999999999995
3tier_nb,64,196,16,0.005399999999999995
3tier_nb,64,197,2,0.007549999999999982
3tier_nb,64,197,4,0.006549999999999988
3tier_nb,64,197,8,0.005399999999999995
3tier_nb,64,197,16,0.005399999999999995
3tier_nb,64,198,2,0.007549999999999982
3tier_nb,64,198,4,0.006349999999999989
3tier_nb,64,198,8,0.005399999999999995
3tier_nb,64,198,16,0.005399999999999995
3tier_nb,64,199,2,0.007549999999999982
3tier_nb,64,199,4,0.00944999999999997
3tier_nb,64,199,8,0.006599999999999988
3tier_nb,64,199,16,0.005649999999999994
3tier_nb,64,200,2,0.007549999999999982
3tier_nb,64,200,4,0.006549999999999988
3tier_nb,64,200,8,0.005399999999999995
3tier_nb,64,200,16,0.005399999999999995
3tier_nb,64,201,2,0.007549999999999982
3tier_nb,64,201,4,0.005399999999999995
3tier_nb,64,201,8,0.005399999999999995
3tier_nb,64,201,16,0.005399999999999995
3tier_nb,64,202,2,0.00944999999999997
3tier_nb,64,202,4,0.006749999999999987
3tier_nb,64,202,8,0.005399999999999995
3tier_nb,64,202,16,0.005399999999999995
3tier_nb,64,203,2,0.005399999999999995
3tier_nb,64,203,4,0.005399999999999995
3tier_nb,64,203,8,0.005399999999999995
3tier_nb,64,203,16,0.005399999999999995
3tier_nb,64,204,2,0.00799999999999998
3tier_nb,64,204,4,0.00624999999999999
3tier_nb,64,204,8,0.005399999999999995
3tier_nb,64,204,16,0.005399999999999995
3tier_nb,64,205,2,0.008999999999999973
3tier_nb,64,205,4,0.006949999999999986
3tier_nb,64,205,8,0.005399999999999995
3tier_nb,64,205,16,0.005399999999999995
3tier_nb,64,206,2,0.006449999999999989
3tier_nb,64,206,4,0.005399999999999995
3tier_nb,64,206,8,0.005399999999999995
3tier_nb,64,206,16,0.005399999999999995
3tier_nb,64,207,2,0.005399999999999995
3tier_nb,64,207,4,0.005399999999999995
3tier_nb,64,207,8,0.005399999999999995
3tier_nb,64,207,16,0.005399999999999995
3tier_nb,64,208,2,0.007749999999999981
3tier_nb,64,208,4,0.0059999999999999915
3tier_nb,64,208,8,0.005699999999999993
3tier_nb,64,208,16,0.005399999999999995
3tier_nb,64,209,2,0.008999999999999973
3tier_nb,64,209,4,0.005399999999999995
3tier_nb,64,209,8,0.005699999999999993
3tier_nb,64,209,16,0.005399999999999995
3tier_nb,64,210,2,0.012299999999999953
3tier_nb,64,210,4,0.0059999999999999915
3tier_nb,64,210,8,0.005399999999999995
3tier_nb,64,210,16,0.005399999999999995
3tier_nb,64,211,2,0.006449999999999989
3tier_nb,64,211,4,0.006549999999999988
3tier_nb,64,211,8,0.005399999999999995
