placement,model,k,n,speedup,ci_low,ci_high
contiguous,onoff,1,100,1.0,1.0,1.0
contiguous,onoff,2,100,1.6188495845272077,1.5719354373802947,1.6671558004842462
contiguous,onoff,4,100,1.8478795093053082,1.781182918727646,1.9154186586341975
contiguous,onoff,8,100,2.4531280458973512,2.366507798974179,2.539887273869196
random,onoff,1,100,1.0,1.0,1.0
random,onoff,2,100,1.4910480813001192,1.440943623401817,1.543650825755975
random,onoff,4,100,2.0741928928159257,1.9953684406515868,2.1541895079828026
random,onoff,8,100,2.7581355899654802,2.6548337694218036,2.863447690384101
