fabric,P,seed,k,t_prop
3tier_os4,16,6,8,0.005399999999999995
3tier_os4,16,6,16,0.005399999999999995
3tier_os4,16,6,32,0.005399999999999995
2tier,16,6,2,0.007549999999999982
2tier,16,6,4,0.005399999999999995
2tier,16,6,8,0.005399999999999995
2tier,16,6,16,0.005399999999999995
2tier,16,6,32,0.005399999999999995
3tier_nb,64,6,2,0.007549999999999982
3tier_nb,64,6,4,0.005399999999999995
3tier_nb,64,6,8,0.005399999999999995
3tier_nb,64,6,16,0.005399999999999995
3tier_nb,64,6,32,0.005399999999999995
3tier_os2,64,6,2,0.009199999999999972
3tier_os2,64,6,4,0.006399999999999989
3tier_os2,64,6,8,0.005399999999999995
3tier_os2,64,6,16,0.005399999999999995
3tier_os2,64,6,32,0.005399999999999995
3tier_os4,64,6,2,0.01795
3tier_os4,64,6,4,0.009699999999999969
3tier_os4,64,6,8,0.006849999999999986
3tier_os4,64,6,16,0.005899999999999992
3tier_os4,64,6,32,0.005599999999999994
2tier,64,6,2,0.010749999999999963
2tier,64,6,4,0.007449999999999983
2tier,64,6,8,0.006399999999999989
2tier,64,6,16,0.005599999999999994
2tier,64,6,32,0.0054999999999999945
3tier_nb,16,3,2,0.005399999999999995
3tier_nb,16,3,4,0.005399999999999995
3tier_nb,16,3,8,0.005399999999999995
3tier_nb,16,3,16,0.005399999999999995
3tier_nb,16,3,32,0.005399999999999995
3tier_os2,16,3,2,0.007199999999999984
3tier_os2,16,3,4,0.005399999999999995
3tier_os2,16,3,8,0.005399999999999995
3tier_os2,16,3,16,0.005399999999999995
3tier_os2,16,3,32,0.005399999999999995
3tier_os4,16,3,2,0.014349999999999941
3tier_os4,16,3,4,0.007099999999999985
3tier_os4,16,3,8,0.005849999999999992
3tier_os4,16,3,16,0.005599999999999994
3tier_os4,16,3,32,0.005399999999999995
2tier,16,3,2,0.007549999999999982
2tier,16,3,4,0.005399999999999995
2tier,16,3,8,0.005399999999999995
2tier,16,3,16,0.005399999999999995
2tier,16,3,32,0.005399999999999995
3tier_nb,64,3,2,0.007549999999999982
3tier_nb,64,3,4,0.005399999999999995
3tier_nb,64,3,8,0.005799999999999993
3tier_nb,64,3,16,0.005399999999999995
3tier_nb,64,3,32,0.005399999999999995
3tier_os2,64,3,2,0.010749999999999963
3tier_os2,64,3,4,0.005899999999999992
3tier_os2,64,3,8,0.005849999999999992
3tier_os2,64,3,16,0.005399999999999995
3tier_os2,64,3,32,0.005399999999999995
3tier_os4,64,3,2,0.021500000000000102
