fabric,P,seed,k,t_prop
3tier_os4,16,13,4,0.007199999999999984
3tier_os4,16,13,8,0.0061499999999999905
3tier_os4,16,13,16,0.005399999999999995
3tier_os4,16,13,32,0.005399999999999995
2tier,16,13,2,0.007549999999999982
2tier,16,13,4,0.005399999999999995
2tier,16,13,8,0.005399999999999995
2tier,16,13,16,0.005399999999999995
2tier,16,13,32,0.005399999999999995
3tier_nb,64,13,2,0.007549999999999982
3tier_nb,64,13,4,0.006349999999999989
3tier_nb,64,13,8,0.005399999999999995
3tier_nb,64,13,16,0.005399999999999995
3tier_nb,64,13,32,0.005399999999999995
3tier_os2,64,13,2,0.012099999999999955
3tier_os2,64,13,4,0.006749999999999987
3tier_os2,64,13,8,0.005399999999999995
3tier_os2,64,13,16,0.005399999999999995
3tier_os2,64,13,32,0.005399999999999995
3tier_os4,64,13,2,0.02420000000000018
3tier_os4,64,13,4,0.00964999999999997
3tier_os4,64,13,8,0.0076499999999999815
3tier_os4,64,13,16,0.006049999999999991
3tier_os4,64,13,32,0.005699999999999993
2tier,64,13,2,0.008099999999999979
2tier,64,13,4,0.006749999999999987
2tier,64,13,8,0.006099999999999991
2tier,64,13,16,0.005849999999999992
2tier,64,13,32,0.005399999999999995
3tier_nb,16,17,2,0.005399999999999995
3tier_nb,16,17,4,0.005399999999999995
3tier_nb,16,17,8,0.005399999999999995
3tier_nb,16,17,16,0.005399999999999995
3tier_nb,16,17,32,0.005399999999999995
3tier_os2,16,17,2,0.005399999999999995
3tier_os2,16,17,4,0.005399999999999995
3tier_os2,16,17,8,0.005399999999999995
3tier_os2,16,17,16,0.005399999999999995
3tier_os2,16,17,32,0.005399999999999995
3tier_os4,16,17,2,0.010749999999999963
3tier_os4,16,17,4,0.007199999999999984
3tier_os4,16,17,8,0.005399999999999995
3tier_os4,16,17,16,0.005399999999999995
3tier_os4,16,17,32,0.005399999999999995
2tier,16,17,2,0.007549999999999982
2tier,16,17,4,0.005399999999999995
2tier,16,17,8,0.005399999999999995
2tier,16,17,16,0.005399999999999995
2tier,16,17,32,0.005399999999999995
3tier_nb,64,17,2,0.008999999999999973
3tier_nb,64,17,4,0.0059999999999999915
3tier_nb,64,17,8,0.005699999999999993
3tier_nb,64,17,16,0.005399999999999995
3tier_nb,64,17,32,0.005399999999999995
3tier_os2,64,17,2,0.008999999999999973
3tier_os2,64,17,4,0.006399999999999989
3tier_os2,64,17,8,0.005699999999999993
3tier_os2,64,17,16,0.005399999999999995
3tier_os2,64,17,32,0.005399999999999995
3tier_os4,64,17,2,0.01795
3tier_os4,64,17,4,0.010149999999999966
3tier_os4,64,17,8,0.007549999999999982
3tier_os4,64,17,16,0.005849999999999992
3tier_os4,64,17,32,0.005449999999999995
2tier,64,17,2,0.010099999999999967
2tier,64,17,4,0.0077999999999999806
2tier,64,17,8,0.006349999999999989
2tier,64,17,16,0.005649999999999994
2tier,64,17,32,0.005549999999999994
3tier_nb,16,19,2,0.005399999999999995
3tier_nb,16,19,4,0.005399999999999995
3tier_nb,16,19,8,0.005399999999999995
3tier_nb,16,19,16,0.005399999999999995
3tier_nb,16,19,32,0.005399999999999995
3tier_os2,16,19,2,0.005399999999999995
3tier_os2,16,19,4,0.005399999999999995
3tier_os2,16,19,8,0.005399999999999995
3tier_os2,16,19,16,0.005399999999999995
3tier_os2,16,19,32,0.005399999999999995
3tier_os4,16,19,2,0.010749999999999963
3tier_os4,16,19,4,0.007199999999999984
3tier_os4,16,19,8,0.005849999999999992
3tier_os4,16,19,16,0.005399999999999995
3tier_os4,16,19,32,0.005399999999999995
2tier,16,19,2,0.005399999999999995
2tier,16,19,4,0.006349999999999989
2tier,16,19,8,0.005399999999999995
2tier,16,19,16,0.005399999999999995
2tier,16,19,32,0.005399999999999995
3tier_nb,64,19,2,0.006449999999999989
3tier_nb,64,19,4,0.005399999999999995
3tier_nb,64,19,8,0.005399999999999995
3tier_nb,64,19,16,0.005399999999999995
3tier_nb,64,19,32,0.005399999999999995
3tier_os2,64,19,2,0.009899999999999968
3tier_os2,64,19,4,0.006899999999999986
3tier_os2,64,19,8,0.005399999999999995
3tier_os2,64,19,16,0.005399999999999995
3tier_os2,64,19,32,0.005399999999999995
3tier_os4,64,19,2,0.019750000000000052
3tier_os4,64,19,4,0.00949999999999997
3tier_os4,64,19,8,0.006449999999999989
3tier_os4,64,19,16,0.005699999999999993
3tier_os4,64,19,32,0.0054999999999999945
2tier,64,19,2,0.010249999999999966
2tier,64,19,4,0.007249999999999984
2tier,64,19,8,0.00624999999999999
2tier,64,19,16,0.005699999999999993
2tier,64,19,32,0.005399999999999995
3tier_nb,16,18,2,0.007549999999999982
3tier_nb,16,18,4,0.006349999999999989
3tier_nb,16,18,8,0.005399999999999995
3tier_nb,16,18,16,0.005399999999999995
3tier_nb,16,18,32,0.005399999999999995
3tier_os2,16,18,2,0.010749999999999963
3tier_os2,16,18,4,0.006399999999999989
3tier_os2,16,18,8,0.005399999999999995
3tier_os2,16,18,16,0.005399999999999995
3tier_os2,16,18,32,0.005399999999999995
3tier_os4,16,18,2,0.021500000000000102
3tier_os4,16,18,4,0.008899999999999974
3tier_os4,16,18,8,0.005849999999999992
3tier_os4,16,18,16,0.005599999999999994
3tier_os4,16,18,32,0.005399999999999995
2tier,16,18,2,0.005399999999999995
2tier,16,18,4,0.0059999999999999915
2tier,16,18,8,0.005399999999999995
2tier,16,18,16,0.005399999999999995
2tier,16,18,32,0.005399999999999995
3tier_nb,64,18,2,0.007549999999999982
3tier_nb,64,18,4,0.006349999999999989
3tier_nb,64,18,8,0.005399999999999995
3tier_nb,64,18,16,0.005399999999999995
3tier_nb,64,18,32,0.005399999999999995
3tier_os2,64,18,2,0.010749999999999963
3tier_os2,64,18,4,0.006499999999999988
3tier_os2,64,18,8,0.005399999999999995
3tier_os2,64,18,16,0.005399999999999995
3tier_os2,64,18,32,0.005399999999999995
3tier_os4,64,18,2,0.021500000000000102
3tier_os4,64,18,4,0.00959999999999997
3tier_os4,64,18,8,0.007699999999999981
3tier_os4,64,18,16,0.005949999999999992
3tier_os4,64,18,32,0.005599999999999994
2tier,64,18,2,0.010749999999999963
2tier,64,18,4,0.007049999999999985
2tier,64,18,8,0.005799999999999993
2tier,64,18,16,0.005399999999999995
2tier,64,18,32,0.005399999999999995
3tier_nb,16,23,2,0.005399999999999995
3tier_nb,16,23,4,0.005399999999999995
3tier_nb,16,23,8,0.005399999999999995
3tier_nb,16,23,16,0.005399999999999995
3tier_nb,16,23,32,0.005399999999999995
3tier_os2,16,23,2,0.007199999999999984
3tier_os2,16,23,4,0.005399999999999995
3tier_os2,16,23,8,0.005399999999999995
3tier_os2,16,23,16,0.005399999999999995
3tier_os2,16,23,32,0.005399999999999995
3tier_os4,16,23,2,0.014349999999999941
3tier_os4,16,23,4,0.007699999999999981
3tier_os4,16,23,8,0.005899999999999992
3tier_os4,16,23,16,0.005399999999999995
3tier_os4,16,23,32,0.005399999999999995
2tier,16,23,2,0.005399999999999995
2tier,16,23,4,0.005399999999999995
2tier,16,23,8,0.005399999999999995
2tier,16,23,16,0.005399999999999995
2tier,16,23,32,0.005399999999999995
3tier_nb,64,23,2,0.007549999999999982
3tier_nb,64,23,4,0.005399999999999995
3tier_nb,64,23,8,0.005399999999999995
3tier_nb,64,23,16,0.005399999999999995
3tier_nb,64,23,32,0.005399999999999995
3tier_os2,64,23,2,0.008999999999999973
3tier_os2,64,23,4,0.006399999999999989
3tier_os2,64,23,8,0.005699999999999993
3tier_os2,64,23,16,0.005399999999999995
3tier_os2,64,23,32,0.005399999999999995
3tier_os4,64,23,2,0.01795
3tier_os4,64,23,4,0.010099999999999967
3tier_os4,64,23,8,0.007549999999999982
3tier_os4,64,23,16,0.0061499999999999905
3tier_os4,64,23,32,0.005449999999999995
2tier,64,23,2,0.010549999999999964
2tier,64,23,4,0.007599999999999982
2tier,64,23,8,0.0059999999999999915
2tier,64,23,16,0.005599999999999994
2tier,64,23,32,0.005549999999999994
3tier_nb,16,21,2,0.005399999999999995
3tier_nb,16,21,4,0.005399999999999995
3tier_nb,16,21,8,0.005399999999999995
3tier_nb,16,21,16,0.005399999999999995
3tier_nb,16,21,32,0.005399999999999995
3tier_os2,16,21,2,0.005399999999999995
3tier_os2,16,21,4,0.005399999999999995
3tier_os2,16,21,8,0.005399999999999995
3tier_os2,16,21,16,0.005399999999999995
3tier_os2,16,21,32,0.005399999999999995
3tier_os4,16,21,2,0.010749999999999963
3tier_os4,16,21,4,0.0061499999999999905
3tier_os4,16,21,8,0.005899999999999992
3tier_os4,16,21,16,0.005399999999999995
3tier_os4,16,21,32,0.005399999999999995
2tier,16,21,2,0.005399999999999995
2tier,16,21,4,0.005399999999999995
2tier,16,21,8,0.005399999999999995
2tier,16,21,16,0.005399999999999995
2tier,16,21,32,0.005399999999999995
3tier_nb,64,21,2,0.007549999999999982
3tier_nb,64,21,4,0.005399999999999995
3tier_nb,64,21,8,0.005399999999999995
3tier_nb,64,21,16,0.005399999999999995
3tier_nb,64,21,32,0.005399999999999995
3tier_os2,64,21,2,0.013449999999999946
3tier_os2,64,21,4,0.006399999999999989
3tier_os2,64,21,8,0.006099999999999991
3tier_os2,64,21,16,0.005399999999999995
3tier_os2,64,21,32,0.005399999999999995
3tier_os4,64,21,2,0.026900000000000257
3tier_os4,64,21,4,0.009249999999999972
3tier_os4,64,21,8,0.007199999999999984
3tier_os4,64,21,16,0.005849999999999992
3tier_os4,64,21,32,0.005449999999999995
2tier,64,21,2,0.010749999999999963
2tier,64,21,4,0.006849999999999986
2tier,64,21,8,0.0059999999999999915
2tier,64,21,16,0.005649999999999994
2tier,64,21,32,0.005399999999999995
3tier_nb,16,24,2,0.005399999999999995
3tier_nb,16,24,4,0.005399999999999995
3tier_nb,16,24,8,0.005399999999999995
3tier_nb,16,24,16,0.005399999999999995
3tier_nb,16,24,32,0.005399999999999995
3tier_os2,16,24,2,0.007199999999999984
3tier_os2,16,24,4,0.005399999999999995
3tier_os2,16,24,8,0.005399999999999995
3tier_os2,16,24,16,0.005399999999999995
3tier_os2,16,24,32,0.005399999999999995
3tier_os4,16,24,2,0.014349999999999941
3tier_os4,16,24,4,0.007099999999999985
3tier_os4,16,24,8,0.005649999999999994
3tier_os4,16,24,16,0.005599999999999994
3tier_os4,16,24,32,0.005399999999999995
2tier,16,24,2,0.007549999999999982
2tier,16,24,4,0.005399999999999995
2tier,16,24,8,0.005399999999999995
2tier,16,24,16,0.005399999999999995
2tier,16,24,32,0.005399999999999995
3tier_nb,64,24,2,0.007549999999999982
3tier_nb,64,24,4,0.006349999999999989
3tier_nb,64,24,8,0.005399999999999995
3tier_nb,64,24,16,0.005399999999999995
3tier_nb,64,24,32,0.005399999999999995
3tier_os2,64,24,2,0.010749999999999963
3tier_os2,64,24,4,0.006399999999999989
3tier_os2,64,24,8,0.005399999999999995
3tier_os2,64,24,16,0.005399999999999995
3tier_os2,64,24,32,0.005399999999999995
3tier_os4,64,24,2,0.021500000000000102
3tier_os4,64,24,4,0.009199999999999972
3tier_os4,64,24,8,0.006749999999999987
3tier_os4,64,24,16,0.0059999999999999915
3tier_os4,64,24,32,0.0054999999999999945
2tier,64,24,2,0.010049999999999967
2tier,64,24,4,0.006949999999999986
2tier,64,24,8,0.005799999999999993
2tier,64,24,16,0.005399999999999995
2tier,64,24,32,0.005399999999999995
3tier_nb,16,20,2,0.005399999999999995
3tier_nb,16,20,4,0.005399999999999995
3tier_nb,16,20,8,0.005399999999999995
3tier_nb,16,20,16,0.005399999999999995
3tier_nb,16,20,32,0.005399999999999995
3tier_os2,16,20,2,0.005399999999999995
3tier_os2,16,20,4,0.005399999999999995
3tier_os2,16,20,8,0.005399999999999995
3tier_os2,16,20,16,0.005399999999999995
3tier_os2,16,20,32,0.005399999999999995
3tier_os4,16,20,2,0.010749999999999963
3tier_os4,16,20,4,0.007199999999999984
3tier_os4,16,20,8,0.005849999999999992
3tier_os4,16,20,16,0.005399999999999995
3tier_os4,16,20,32,0.005399999999999995
2tier,16,20,2,0.005399999999999995
2tier,16,20,4,0.005399999999999995
2tier,16,20,8,0.005399999999999995
2tier,16,20,16,0.005399999999999995
2tier,16,20,32,0.005399999999999995
3tier_nb,64,20,2,0.007549999999999982
3tier_nb,64,20,4,0.005399999999999995
3tier_nb,64,20,8,0.005399999999999995
3tier_nb,64,20,16,0.005399999999999995
3tier_nb,64,20,32,0.005399999999999995
3tier_os2,64,20,2,0.010749999999999963
3tier_os2,64,20,4,0.007499999999999982
3tier_os2,64,20,8,0.0061499999999999905
3tier_os2,64,20,16,0.005399999999999995
3tier_os2,64,20,32,0.005399999999999995
3tier_os4,64,20,2,0.021500000000000102
3tier_os4,64,20,4,0.01109999999999996
3tier_os4,64,20,8,0.008099999999999979
3tier_os4,64,20,16,0.006099999999999991
3tier_os4,64,20,32,0.005599999999999994
2tier,64,20,2,0.00959999999999997
2tier,64,20,4,0.007599999999999982
2tier,64,20,8,0.00629999999999999
2tier,64,20,16,0.006099999999999991
2tier,64,20,32,0.005549999999999994
3tier_nb,16,25,2,0.005399999999999995
3tier_nb,16,25,4,0.005399999999999995
3tier_nb,16,25,8,0.005399999999999995
3tier_nb,16,25,16,0.005399999999999995
3tier_nb,16,25,32,0.005399999999999995
3tier_os2,16,25,2,0.005399999999999995
3tier_os2,16,25,4,0.005399999999999995
3tier_os2,16,25,8,0.005399999999999995
3tier_os2,16,25,16,0.005399999999999995
3tier_os2,16,25,32,0.005399999999999995
3tier_os4,16,25,2,0.010749999999999963
3tier_os4,16,25,4,0.007199999999999984
3tier_os4,16,25,8,0.005849999999999992
3tier_os4,16,25,16,0.005399999999999995
3tier_os4,16,25,32,0.005399999999999995
2tier,16,25,2,0.005399999999999995
2tier,16,25,4,0.005399999999999995
2tier,16,25,8,0.005399999999999995
2tier,16,25,16,0.005399999999999995
2tier,16,25,32,0.005399999999999995
3tier_nb,64,25,2,0.007549999999999982
3tier_nb,64,25,4,0.007549999999999982
3tier_nb,64,25,8,0.005399999999999995
3tier_nb,64,25,16,0.005399999999999995
3tier_nb,64,25,32,0.005399999999999995
3tier_os2,64,25,2,0.010749999999999963
3tier_os2,64,25,4,0.007549999999999982
3tier_os2,64,25,8,0.005399999999999995
3tier_os2,64,25,16,0.005399999999999995
3tier_os2,64,25,32,0.005399999999999995
3tier_os4,64,25,2,0.021500000000000102
3tier_os4,64,25,4,0.010499999999999964
3tier_os4,64,25,8,0.007699999999999981
3tier_os4,64,25,16,0.005799999999999993
3tier_os4,64,25,32,0.005549999999999994
2tier,64,25,2,0.010749999999999963
2tier,64,25,4,0.008099999999999979
2tier,64,25,8,0.006499999999999988
2tier,64,25,16,0.005649999999999994
2tier,64,25,32,0.005549999999999994
3tier_nb,16,22,2,0.005399999999999995
3tier_nb,16,22,4,0.005399999999999995
3tier_nb,16,22,8,0.005399999999999995
3tier_nb,16,22,16,0.005399999999999995
3tier_nb,16,22,32,0.005399999999999995
3tier_os2,16,22,2,0.010749999999999963
3tier_os2,16,22,4,0.005399999999999995
3tier_os2,16,22,8,0.005399999999999995
3tier_os2,16,22,16,0.005399999999999995
3tier_os2,16,22,32,0.005399999999999995
3tier_os4,16,22,2,0.021500000000000102
3tier_os4,16,22,4,0.007199999999999984
3tier_os4,16,22,8,0.006549999999999988
3tier_os4,16,22,16,0.005399999999999995
3tier_os4,16,22,32,0.005399999999999995
2tier,16,22,2,0.007549999999999982
2tier,16,22,4,0.005399999999999995
2tier,16,22,8,0.005399999999999995
2tier,16,22,16,0.005399999999999995
2tier,16,22,32,0.005399999999999995
3tier_nb,64,22,2,0.007549999999999982
3tier_nb,64,22,4,0.005399999999999995
3tier_nb,64,22,8,0.005399999999999995
3tier_nb,64,22,16,0.005399999999999995
3tier_nb,64,22,32,0.005399999999999995
3tier_os2,64,22,2,0.014349999999999941
3tier_os2,64,22,4,0.006849999999999986
3tier_os2,64,22,8,0.005699999999999993
3tier_os2,64,22,16,0.005399999999999995
3tier_os2,64,22,32,0.005399999999999995
3tier_os4,64,22,2,0.028650000000000307
3tier_os4,64,22,4,0.010199999999999966
3tier_os4,64,22,8,0.007199999999999984
3tier_os4,64,22,16,0.005749999999999993
3tier_os4,64,22,32,0.005449999999999995
2tier,64,22,2,0.010749999999999963
2tier,64,22,4,0.007199999999999984
2tier,64,22,8,0.006449999999999989
2tier,64,22,16,0.005599999999999994
2tier,64,22,32,0.0054999999999999945
3tier_nb,16,26,2,0.005399999999999995
3tier_nb,16,26,4,0.005399999999999995
3tier_nb,16,26,8,0.005399999999999995
3tier_nb,16,26,16,0.005399999999999995
3tier_nb,16,26,32,0.005399999999999995
3tier_os2,16,26,2,0.005399999999999995
3tier_os2,16,26,4,0.005399999999999995
3tier_os2,16,26,8,0.005399999999999995
3tier_os2,16,26,16,0.005399999999999995
3tier_os2,16,26,32,0.005399999999999995
3tier_os4,16,26,2,0.010749999999999963
3tier_os4,16,26,4,0.007199999999999984
3tier_os4,16,26,8,0.0061499999999999905
3tier_os4,16,26,16,0.005399999999999995
3tier_os4,16,26,32,0.005399999999999995
2tier,16,26,2,0.005399999999999995
2tier,16,26,4,0.005399999999999995
2tier,16,26,8,0.005399999999999995
2tier,16,26,16,0.005399999999999995
2tier,16,26,32,0.005399999999999995
3tier_nb,64,26,2,0.007549999999999982
3tier_nb,64,26,4,0.005399999999999995
3tier_nb,64,26,8,0.005399999999999995
3tier_nb,64,26,16,0.005399999999999995
3tier_nb,64,26,32,0.005399999999999995
3tier_os2,64,26,2,0.010749999999999963
3tier_os2,64,26,4,0.006399999999999989
3tier_os2,64,26,8,0.005399999999999995
3tier_os2,64,26,16,0.005399999999999995
3tier_os2,64,26,32,0.005399999999999995
3tier_os4,64,26,2,0.021500000000000102
3tier_os4,64,26,4,0.010749999999999963
3tier_os4,64,26,8,0.007049999999999985
3tier_os4,64,26,16,0.0059999999999999915
3tier_os4,64,26,32,0.005599999999999994
2tier,64,26,2,0.010749999999999963
2tier,64,26,4,0.007399999999999983
2tier,64,26,8,0.0059999999999999915
2tier,64,26,16,0.005799999999999993
2tier,64,26,32,0.005549999999999994
3tier_nb,16,27,2,0.007549999999999982
3tier_nb,16,27,4,0.005399999999999995
3tier_nb,16,27,8,0.005399999999999995
3tier_nb,16,27,16,0.005399999999999995
3tier_nb,16,27,32,0.005399999999999995
3tier_os2,16,27,2,0.008649999999999975
3tier_os2,16,27,4,0.005399999999999995
3tier_os2,16,27,8,0.005399999999999995
3tier_os2,16,27,16,0.005399999999999995
3tier_os2,16,27,32,0.005399999999999995
3tier_os4,16,27,2,0.014349999999999941
3tier_os4,16,27,4,0.007199999999999984
3tier_os4,16,27,8,0.0061499999999999905
3tier_os4,16,27,16,0.005399999999999995
3tier_os4,16,27,32,0.005399999999999995
2tier,16,27,2,0.005399999999999995
2tier,16,27,4,0.005399999999999995
2tier,16,27,8,0.005399999999999995
2tier,16,27,16,0.005399999999999995
2tier,16,27,32,0.005399999999999995
3tier_nb,64,27,2,0.007549999999999982
3tier_nb,64,27,4,0.006349999999999989
3tier_nb,64,27,8,0.005399999999999995
3tier_nb,64,27,16,0.005399999999999995
3tier_nb,64,27,32,0.005399999999999995
3tier_os2,64,27,2,0.008999999999999973
3tier_os2,64,27,4,0.006849999999999986
3tier_os2,64,27,8,0.005399999999999995
3tier_os2,64,27,16,0.005399999999999995
3tier_os2,64,27,32,0.005399999999999995
3tier_os4,64,27,2,0.01795
3tier_os4,64,27,4,0.009699999999999969
3tier_os4,64,27,8,0.006799999999999987
3tier_os4,64,27,16,0.006049999999999991
3tier_os4,64,27,32,0.005549999999999994
2tier,64,27,2,0.010549999999999964
2tier,64,27,4,0.008499999999999976
2tier,64,27,8,0.006599999999999988
2tier,64,27,16,0.0059999999999999915
2tier,64,27,32,0.005449999999999995
3tier_nb,16,29,2,0.005399999999999995
3tier_nb,16,29,4,0.005399999999999995
3tier_nb,16,29,8,0.005399999999999995
3tier_nb,16,29,16,0.005399999999999995
3tier_nb,16,29,32,0.005399999999999995
3tier_os2,16,29,2,0.005399999999999995
3tier_os2,16,29,4,0.005399999999999995
3tier_os2,16,29,8,0.005399999999999995
3tier_os2,16,29,16,0.005399999999999995
3tier_os2,16,29,32,0.005399999999999995
3tier_os4,16,29,2,0.010749999999999963
3tier_os4,16,29,4,0.007199999999999984
3tier_os4,16,29,8,0.005899999999999992
3tier_os4,16,29,16,0.005399999999999995
3tier_os4,16,29,32,0.005399999999999995
2tier,16,29,2,0.005399999999999995
2tier,16,29,4,0.005399999999999995
2tier,16,29,8,0.005399999999999995
2tier,16,29,16,0.005399999999999995
2tier,16,29,32,0.005399999999999995
3tier_nb,64,29,2,0.007549999999999982
3tier_nb,64,29,4,0.005399999999999995
3tier_nb,64,29,8,0.005399999999999995
3tier_nb,64,29,16,0.005399999999999995
3tier_nb,64,29,32,0.005399999999999995
3tier_os2,64,29,2,0.010749999999999963
3tier_os2,64,29,4,0.006399999999999989
3tier_os2,64,29,8,0.005699999999999993
3tier_os2,64,29,16,0.005399999999999995
3tier_os2,64,29,32,0.005399999999999995
3tier_os4,64,29,2,0.021500000000000102
3tier_os4,64,29,4,0.009949999999999968
3tier_os4,64,29,8,0.007049999999999985
3tier_os4,64,29,16,0.006099999999999991
3tier_os4,64,29,32,0.0054999999999999945
2tier,64,29,2,0.010749999999999963
2tier,64,29,4,0.007049999999999985
2tier,64,29,8,0.005949999999999992
2tier,64,29,16,0.005649999999999994
2tier,64,29,32,0.005399999999999995
3tier_nb,16,28,2,0.005399999999999995
3tier_nb,16,28,4,0.005399999999999995
3tier_nb,16,28,8,0.005399999999999995
3tier_nb,16,28,16,0.005399999999999995
3tier_nb,16,28,32,0.005399999999999995
3tier_os2,16,28,2,0.010749999999999963
3tier_os2,16,28,4,0.005399999999999995
3tier_os2,16,28,8,0.005399999999999995
3tier_os2,16,28,16,0.005399999999999995
3tier_os2,16,28,32,0.005399999999999995
3tier_os4,16,28,2,0.021500000000000102
3tier_os4,16,28,4,0.007199999999999984
3tier_os4,16,28,8,0.005399999999999995
3tier_os4,16,28,16,0.005399999999999995
3tier_os4,16,28,32,0.005399999999999995
2tier,16,28,2,0.005399999999999995
2tier,16,28,4,0.005399999999999995
2tier,16,28,8,0.005399999999999995
2tier,16,28,16,0.005399999999999995
2tier,16,28,32,0.005399999999999995
3tier_nb,64,28,2,0.007549999999999982
3tier_nb,64,28,4,0.005399999999999995
3tier_nb,64,28,8,0.005399999999999995
3tier_nb,64,28,16,0.005399999999999995
3tier_nb,64,28,32,0.005399999999999995
3tier_os2,64,28,2,0.010749999999999963
3tier_os2,64,28,4,0.006399999999999989
3tier_os2,64,28,8,0.005699999999999993
3tier_os2,64,28,16,0.005399999999999995
3tier_os2,64,28,32,0.005399999999999995
3tier_os4,64,28,2,0.021500000000000102
3tier_os4,64,28,4,0.010199999999999966
3tier_os4,64,28,8,0.006799999999999987
3tier_os4,64,28,16,0.006099999999999991
3tier_os4,64,28,32,0.005549999999999994
2tier,64,28,2,0.010749999999999963
2tier,64,28,4,0.007049999999999985
2tier,64,28,8,0.005899999999999992
2tier,64,28,16,0.005799999999999993
2tier,64,28,32,0.005399999999999995
3tier_nb,16,31,2,0.005399999999999995
3tier_nb,16,31,4,0.005399999999999995
3tier_nb,16,31,8,0.005399999999999995
3tier_nb,16,31,16,0.005399999999999995
3tier_nb,16,31,32,0.005399999999999995
3tier_os2,16,31,2,0.007199999999999984
3tier_os2,16,31,4,0.005399999999999995
3tier_os2,16,31,8,0.005399999999999995
3tier_os2,16,31,16,0.005399999999999995
3tier_os2,16,31,32,0.005399999999999995
3tier_os4,16,31,2,0.014349999999999941
3tier_os4,16,31,4,0.007199999999999984
3tier_os4,16,31,8,0.005849999999999992
3tier_os4,16,31,16,0.005399999999999995
3tier_os4,16,31,32,0.005399999999999995
2tier,16,31,2,0.005399999999999995
2tier,16,31,4,0.005399999999999995
2tier,16,31,8,0.005399999999999995
2tier,16,31,16,0.005399999999999995
2tier,16,31,32,0.005399999999999995
3tier_nb,64,31,2,0.007549999999999982
3tier_nb,64,31,4,0.005399999999999995
3tier_nb,64,31,8,0.005399999999999995
3tier_nb,64,31,16,0.005399999999999995
3tier_nb,64,31,32,0.005399999999999995
3tier_os2,64,31,2,0.009349999999999971
3tier_os2,64,31,4,0.006399999999999989
3tier_os2,64,31,8,0.005549999999999994
3tier_os2,64,31,16,0.005399999999999995
3tier_os2,64,31,32,0.005399999999999995
3tier_os4,64,31,2,0.01795
3tier_os4,64,31,4,0.008849999999999974
3tier_os4,64,31,8,0.006699999999999987
3tier_os4,64,31,16,0.005699999999999993
3tier_os4,64,31,32,0.005449999999999995
2tier,64,31,2,0.00944999999999997
2tier,64,31,4,0.0071499999999999845
2tier,64,31,8,0.006349999999999989
2tier,64,31,16,0.005749999999999993
2tier,64,31,32,0.005699999999999993
3tier_nb,16,34,2,0.005399999999999995
3tier_nb,16,34,4,0.005399999999999995
3tier_nb,16,34,8,0.005399999999999995
3tier_nb,16,34,16,0.005399999999999995
3tier_nb,16,34,32,0.005399999999999995
3tier_os2,16,34,2,0.005399999999999995
3tier_os2,16,34,4,0.005399999999999995
3tier_os2,16,34,8,0.005399999999999995
3tier_os2,16,34,16,0.005399999999999995
3tier_os2,16,34,32,0.005399999999999995
3tier_os4,16,34,2,0.010749999999999963
3tier_os4,16,34,4,0.007199999999999984
3tier_os4,16,34,8,0.005399999999999995
3tier_os4,16,34,16,0.005399999999999995
3tier_os4,16,34,32,0.005399999999999995
2tier,16,34,2,0.007549999999999982
2tier,16,34,4,0.005399999999999995
2tier,16,34,8,0.005399999999999995
2tier,16,34,16,0.005399999999999995
2tier,16,34,32,0.005399999999999995
3tier_nb,64,34,2,0.007549999999999982
3tier_nb,64,34,4,0.0059999999999999915
3tier_nb,64,34,8,0.005399999999999995
3tier_nb,64,34,16,0.005399999999999995
3tier_nb,64,34,32,0.005399999999999995
3tier_os2,64,34,2,0.010749999999999963
3tier_os2,64,34,4,0.006399999999999989
3tier_os2,64,34,8,0.005549999999999994
3tier_os2,64,34,16,0.005399999999999995
3tier_os2,64,34,32,0.005399999999999995
3tier_os4,64,34,2,0.021500000000000102
3tier_os4,64,34,4,0.009249999999999972
3tier_os4,64,34,8,0.007049999999999985
3tier_os4,64,34,16,0.0059999999999999915
3tier_os4,64,34,32,0.005549999999999994
2tier,64,34,2,0.010449999999999965
2tier,64,34,4,0.008199999999999978
2tier,64,34,8,0.00624999999999999
2tier,64,34,16,0.005849999999999992
2tier,64,34,32,0.0054999999999999945
3tier_nb,16,30,2,0.005399999999999995
3tier_nb,16,30,4,0.005399999999999995
3tier_nb,16,30,8,0.005399999999999995
3tier_nb,16,30,16,0.005399999999999995
3tier_nb,16,30,32,0.005399999999999995
3tier_os2,16,30,2,0.005399999999999995
3tier_os2,16,30,4,0.005399999999999995
3tier_os2,16,30,8,0.005399999999999995
3tier_os2,16,30,16,0.005399999999999995
3tier_os2,16,30,32,0.005399999999999995
3tier_os4,16,30,2,0.010749999999999963
3tier_os4,16,30,4,0.008199999999999978
3tier_os4,16,30,8,0.006099999999999991
3tier_os4,16,30,16,0.005399999999999995
3tier_os4,16,30,32,0.005399999999999995
2tier,16,30,2,0.005399999999999995
2tier,16,30,4,0.005399999999999995
2tier,16,30,8,0.005399999999999995
2tier,16,30,16,0.005399999999999995
2tier,16,30,32,0.005399999999999995
3tier_nb,64,30,2,0.006449999999999989
3tier_nb,64,30,4,0.005399999999999995
3tier_nb,64,30,8,0.005399999999999995
3tier_nb,64,30,16,0.005399999999999995
3tier_nb,64,30,32,0.005399999999999995
3tier_os2,64,30,2,0.010749999999999963
3tier_os2,64,30,4,0.006949999999999986
3tier_os2,64,30,8,0.005699999999999993
