run,seed,flows_per_neighbor,ring_size,affected_fraction,completion_time_s
7,60048885,2,4,0.3,0.021500000000000102
7,60048885,2,4,0.5,0.021500000000000102
6,50048884,8,32,0.0,0.021500000000000102
6,50048884,8,32,0.1,0.0249500000000002
6,50048884,8,32,0.3,0.023050000000000147
6,50048884,8,32,0.5,0.0249500000000002
6,50048884,8,64,0.0,0.021500000000000102
6,50048884,8,64,0.1,0.024100000000000177
6,50048884,8,64,0.3,0.027200000000000266
6,50048884,8,64,0.5,0.028250000000000296
7,60048885,4,4,0.0,0.021500000000000102
7,60048885,4,4,0.1,0.021500000000000102
7,60048885,4,4,0.3,0.021500000000000102
7,60048885,4,4,0.5,0.021500000000000102
7,60048885,4,8,0.0,0.021500000000000102
7,60048885,4,8,0.1,0.021500000000000102
7,60048885,4,8,0.3,0.021500000000000102
7,60048885,4,8,0.5,0.021500000000000102
7,60048885,2,32,0.0,0.021500000000000102
7,60048885,2,32,0.1,0.02560000000000022
7,60048885,2,32,0.3,0.04485000000000077
7,60048885,2,32,0.5,0.0389500000000006
7,60048885,2,64,0.0,0.021500000000000102
7,60048885,2,64,0.1,0.03445000000000047
7,60048885,2,64,0.3,0.04485000000000077
7,60048885,2,64,0.5,0.03860000000000059
7,60048885,4,16,0.0,0.021500000000000102
7,60048885,4,16,0.1,0.021500000000000102
7,60048885,4,16,0.3,0.04520000000000078
7,60048885,4,16,0.5,0.03375000000000045
7,60048885,4,32,0.0,0.021500000000000102
7,60048885,4,32,0.1,0.02460000000000019
7,60048885,4,32,0.3,0.027850000000000284
7,60048885,4,32,0.5,0.03515000000000049
7,60048885,8,8,0.0,0.021500000000000102
7,60048885,8,8,0.1,0.021500000000000102
7,60048885,8,8,0.3,0.021500000000000102
7,60048885,8,8,0.5,0.021500000000000102
7,60048885,8,16,0.0,0.021500000000000102
7,60048885,8,16,0.1,0.02180000000000011
7,60048885,8,16,0.3,0.032800000000000426
7,60048885,8,16,0.5,0.035250000000000496
7,60048885,4,64,0.0,0.021500000000000102
7,60048885,4,64,0.1,0.04060000000000065
7,60048885,4,64,0.3,0.03640000000000053
7,60048885,4,64,0.5,0.03605000000000052
7,60048885,8,4,0.0,0.021500000000000102
7,60048885,8,4,0.1,0.021500000000000102
7,60048885,8,4,0.3,0.021500000000000102
7,60048885,8,4,0.5,0.021500000000000102
8,70048886,1,4,0.0,0.021500000000000102
8,70048886,1,4,0.1,0.021500000000000102
8,70048886,1,4,0.3,0.021500000000000102
8,70048886,1,4,0.5,0.021500000000000102
8,70048886,1,8,0.0,0.021500000000000102
8,70048886,1,8,0.1,0.021500000000000102
8,70048886,1,8,0.3,0.021500000000000102
8,70048886,1,8,0.5,0.021500000000000102
8,70048886,1,16,0.0,0.021500000000000102
8,70048886,1,16,0.1,0.021500000000000102
8,70048886,1,16,0.3,0.03425000000000047
8,70048886,1,16,0.5,0.048800000000000884
8,70048886,1,32,0.0,0.021500000000000102
8,70048886,1,32,0.1,0.021500000000000102
8,70048886,1,32,0.3,0.03425000000000047
8,70048886,1,32,0.5,0.030000000000000346
8,70048886,2,8,0.0,0.021500000000000102
8,70048886,2,8,0.1,0.021500000000000102
8,70048886,2,8,0.3,0.021500000000000102
8,70048886,2,8,0.5,0.021500000000000102
8,70048886,2,16,0.0,0.021500000000000102
8,70048886,2,16,0.1,0.02425000000000018
8,70048886,2,16,0.3,0.03505000000000049
8,70048886,2,16,0.5,0.03585000000000051
8,70048886,1,64,0.0,0.021500000000000102
8,70048886,1,64,0.1,0.021500000000000102
8,70048886,1,64,0.3,0.04155000000000068
8,70048886,1,64,0.5,0.07185000000000025
8,70048886,2,4,0.0,0.021500000000000102
8,70048886,2,4,0.1,0.021500000000000102
8,70048886,2,4,0.3,0.021500000000000102
8,70048886,2,4,0.5,0.021500000000000102
8,70048886,4,4,0.0,0.021500000000000102
8,70048886,4,4,0.1,0.021500000000000102
8,70048886,4,4,0.3,0.021500000000000102
8,70048886,4,4,0.5,0.021500000000000102
8,70048886,4,8,0.0,0.021500000000000102
8,70048886,4,8,0.1,0.021500000000000102
8,70048886,4,8,0.3,0.021500000000000102
8,70048886,4,8,0.5,0.021500000000000102
7,60048885,8,32,0.0,0.021500000000000102
7,60048885,8,32,0.1,0.021650000000000107
7,60048885,8,32,0.3,0.026900000000000257
7,60048885,8,32,0.5,0.0284000000000003
7,60048885,8,64,0.0,0.021500000000000102
7,60048885,8,64,0.1,0.024350000000000184
7,60048885,8,64,0.3,0.026900000000000257
7,60048885,8,64,0.5,0.02810000000000029
8,70048886,2,32,0.0,0.021500000000000102
8,70048886,2,32,0.1,0.026550000000000247
8,70048886,2,32,0.3,0.03375000000000045
8,70048886,2,32,0.5,0.03495000000000049
