ring_size,k,affected_fraction,T_mean,T_ci_low,T_ci_high,T_min,T_max,speedup,speedup_ci_low,speedup_ci_high,speedup_low,speedup_high,n_seeds,total_qps,total_qps_std,experiment,method,k_mean,k_mean_std,k_max,msg_bytes,p99_step
32,,0.5,0.039472150000000567,0.03911053500000056,0.03987440125000058,0.0215000000000001,0.0589000000000011,1.5521182178018944,1.5301408538917711,1.5731555363041263,0.6227461858529761,2.8076335877861647,1000,39.475,2.559673207057285,adaptive,adaptive,1.23359375,0.07998978772054016,3.882,,
32,,0.0,0.021500000000000092,0.021500000000000092,0.021500000000000092,0.0215000000000001,0.0215000000000001,1.0,1.0,1.0,1.0,1.0,1000,32.0,0.0,adaptive,baseline,1.0,0.0,1.0,,
32,,0.1,0.034669300000000396,0.03379177375000039,0.03552023875000041,0.0215000000000001,0.091849999999998,1.0,1.0,1.0,1.0,1.0,1000,32.0,0.0,adaptive,baseline,1.0,0.0,1.0,,
32,,0.3,0.05142630000000055,0.050484551250000564,0.052401480000000535,0.0215000000000001,0.0903999999999982,1.0,1.0,1.0,1.0,1.0,1000,32.0,0.0,adaptive,baseline,1.0,0.0,1.0,,
32,,0.5,0.06082195000000046,0.05990641875000049,0.061777110000000406,0.0215000000000001,0.0989499999999972,1.0,1.0,1.0,1.0,1.0,1000,32.0,0.0,adaptive,baseline,1.0,0.0,1.0,,
32,,0.0,0.021500000000000092,0.021500000000000092,0.021500000000000092,0.0215000000000001,0.0215000000000001,1.0,1.0,1.0,1.0,1.0,1000,128.0,0.0,adaptive,static(k=4),4.0,0.0,4.0,,
32,,0.1,0.026322350000000192,0.026057641250000183,0.026614001250000203,0.0215000000000001,0.0461500000000008,1.3126738958769828,1.2831678923919159,1.3441322915059473,0.46587215601299514,3.4857685009486645,1000,128.0,0.0,adaptive,static(k=4),4.0,0.0,4.0,,
32,,0.3,0.03134750000000033,0.031014992500000328,0.031701571250000345,0.0223000000000001,0.0516500000000009,1.651983060576352,1.6219618461785998,1.6832748317290984,0.5988235294117596,3.670190274841363,1000,128.0,0.0,adaptive,static(k=4),4.0,0.0,4.0,,
32,,0.5,0.034945300000000436,0.03460103875000043,0.035324222500000446,0.0240000000000001,0.0498000000000009,1.7656627348905918,1.7372481839953855,1.7930442102298971,0.5577172503242496,3.7984189723318873,1000,128.0,0.0,adaptive,static(k=4),4.0,0.0,4.0,,
16,1.0,0.0,0.040500000000000605,0.040500000000000605,0.040500000000000605,0.0405000000000006,0.0405000000000006,1.0,1.0,1.0,1.0,1.0,1000,16.0,0.0,allreduce,,,,,268435456.0,0.0054000000000001
16,1.0,0.3,0.05345520000000093,0.05305898875000092,0.05383604250000094,0.0412500000000006,0.0748499999999999,1.0,1.0,1.0,1.0,1.0,1000,16.0,0.0,allreduce,,,,,268435456.0,0.012092014000000251
16,1.0,0.5,0.06007775000000096,0.05970392000000096,0.06046544000000094,0.0433000000000007,0.0786499999999995,1.0,1.0,1.0,1.0,1.0,1000,16.0,0.0,allreduce,,,,,268435456.0,0.013761418500000292
16,2.0,0.0,0.040500000000000605,0.040500000000000605,0.040500000000000605,0.0405000000000006,0.0405000000000006,1.0,1.0,1.0,1.0,1.0,1000,32.0,0.0,allreduce,,,,,268435456.0,0.0054000000000001
